,nodename,filesize_per_thread xfersize blocksize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write
352,CN7,32G 4M 32M,4,4,27831.0,30540.0,33773.0,37836.0,0.0,0.0,0.0,4951.33,10042.95,10015.1,10041.39,10008.03,1087.26,1090.13,1088.91,1087.1
353,CN7,32G 4M 32M,4,16,27307.0,30628.0,33598.0,35040.0,0.0,0.0,0.0,4936.0,10055.86,10088.76,10026.21,10015.03,1086.93,1087.82,1090.35,1087.29
354,CN7,32G 4M 32M,8,1,42100.0,45393.0,49192.0,53750.0,0.0,0.0,0.0,3788.0,6876.63,6848.48,11512.5,6849.22,728.12,728.96,1315.53,729.59
355,CN7,32G 4M 32M,8,4,63177.0,67634.0,73925.0,80217.0,0.0,0.0,0.0,4760.0,10144.96,10198.89,10030.2,10105.67,1092.27,1091.89,1092.64,1092.24
356,CN7,32G 4M 32M,8,16,31288.0,33740.0,36906.0,41117.0,0.0,0.0,0.0,3381.0,5305.39,5334.52,12464.09,5280.94,564.35,565.8,1456.6,566.13
357,CN7,32G 4M 32M,16,1,268.0,433.0,518.0,559.0,0.0,0.0,0.0,3831.33,7816.19,7199.68,7111.54,9634.29,886.99,814.65,814.25,1099.47
358,CN7,32G 4M 32M,16,4,191.0,264.0,299.0,372.0,0.0,0.0,0.0,4445.67,11277.16,8104.67,11237.51,6765.82,1284.51,891.0,1284.73,732.64
359,CN7,32G 4M 32M,16,16,236.0,424.0,531.0,641.0,0.0,0.0,0.0,3949.67,10456.9,7371.48,8077.19,6269.43,1222.81,848.8,943.72,710.83
360,CN7,8G 16M 16M,1,1,12823.0,15925.0,17433.0,17433.0,0.0,0.0,0.0,1428.33,2895.04,2903.19,186.74,2919.47,327.03,325.93,20.84,326.52
361,CN7,8G 16M 16M,1,4,12561.0,15532.0,17520.0,17520.0,0.0,0.0,0.0,1430.0,2972.1,190.74,2802.35,2888.53,325.94,21.3,326.47,327.91
362,CN7,8G 16M 16M,1,16,12474.0,15707.0,17345.0,17345.0,0.0,0.0,0.0,1437.33,191.42,2851.76,2842.63,2907.36,21.33,326.76,325.93,327.14
363,CN7,8G 16M 16M,2,1,12037.0,14091.0,17607.0,18219.0,0.0,0.0,0.0,2735.0,5769.11,5550.75,2934.28,2851.21,634.31,631.97,325.52,326.43
364,CN7,8G 16M 16M,2,4,12037.0,13959.0,17608.0,17782.0,0.0,0.0,0.0,2750.33,3004.56,2784.79,5641.63,5590.47,328.48,326.09,632.05,631.32
365,CN7,8G 16M 16M,2,16,12081.0,13960.0,17433.0,17607.0,0.0,0.0,0.0,2710.0,5790.86,5556.75,2949.52,2882.81,633.03,630.82,326.61,326.96
366,CN7,8G 16M 16M,4,1,12780.0,14178.0,17870.0,18132.0,0.0,0.0,0.0,5062.0,7816.26,7775.76,7653.74,7722.5,846.8,846.89,844.44,845.92
367,CN7,8G 16M 16M,4,4,12736.0,14047.0,17782.0,18306.0,0.0,0.0,0.0,5144.33,8319.11,8321.25,8224.8,8311.1,908.39,908.5,908.13,908.62
368,CN7,8G 16M 16M,4,16,12561.0,14396.0,18219.0,18656.0,0.0,0.0,0.0,5204.0,8285.22,8300.8,8168.18,8202.16,908.27,908.46,903.24,906.25
369,CN7,8G 16M 16M,8,1,33686.0,37836.0,42555.0,45176.0,0.0,0.0,0.0,5151.0,9644.77,9663.71,9568.11,9567.28,1048.57,1048.52,1047.25,1045.64
370,CN7,8G 16M 16M,8,4,33773.0,37661.0,43079.0,46225.0,0.0,0.0,0.0,5077.33,9437.57,9510.85,9363.04,9424.43,1027.04,1029.37,1028.62,1028.83
371,CN7,8G 16M 16M,8,16,33817.0,38186.0,43254.0,47448.0,0.0,0.0,0.0,5120.67,9628.97,9628.83,9499.46,9648.05,1046.81,1047.7,1047.66,1047.43
372,CN7,8G 16M 16M,16,1,66847.0,71129.0,77420.0,83712.0,0.0,0.0,0.0,4767.0,9756.85,9769.73,9685.47,9805.16,1056.35,1056.17,1056.91,1055.14
373,CN7,8G 16M 16M,16,4,67371.0,71828.0,77070.0,83362.0,0.0,0.0,0.0,4735.0,9793.51,9689.13,9710.34,9915.46,1057.38,1055.0,1057.02,1054.89
374,CN7,8G 16M 16M,16,16,66410.0,70779.0,76371.0,81615.0,0.0,0.0,0.0,4814.0,9750.35,9699.42,9670.91,9829.63,1057.57,1055.84,1056.55,1056.07
375,CN7,16G 16M 16M,1,1,11993.0,15183.0,16930.0,17171.0,0.0,0.0,0.0,1438.67,3418.44,115.13,3429.76,3363.47,380.12,12.85,380.65,379.69
376,CN7,16G 16M 16M,1,4,12212.0,15095.0,17083.0,17520.0,0.0,0.0,0.0,1444.33,115.55,3176.59,3465.64,3361.91,12.87,378.18,380.01,380.28
377,CN7,16G 16M 16M,1,16,11687.0,15095.0,17105.0,17258.0,0.0,0.0,0.0,1453.33,3398.3,3265.22,3317.61,116.05,380.02,379.54,379.04,12.99
378,CN7,16G 16M 16M,2,1,12037.0,12561.0,16930.0,18132.0,0.0,0.0,0.0,2730.33,6716.71,3214.12,3140.43,6683.57,748.42,356.89,356.24,746.5
379,CN7,16G 16M 16M,2,4,11863.0,13042.0,17083.0,20491.0,0.0,0.0,0.0,2784.33,3372.27,6375.39,6646.99,3254.53,379.11,744.82,747.28,378.89
380,CN7,16G 16M 16M,2,16,11994.0,12649.0,16799.0,19617.0,0.0,0.0,0.0,2747.33,6587.62,3376.87,3254.63,6757.0,745.84,378.96,378.7,750.54
381,CN7,16G 16M 16M,4,1,13304.0,15008.0,18219.0,19967.0,0.0,0.0,0.0,5158.67,9567.39,9645.63,9490.44,9682.08,1044.79,1047.52,1044.86,1049.34
382,CN7,16G 16M 16M,4,4,13304.0,15052.0,18307.0,22064.0,0.0,0.0,0.0,5124.33,9427.84,9534.83,9351.83,9521.47,1024.79,1026.55,1024.86,1027.54
383,CN7,16G 16M 16M,4,16,14221.0,16188.0,18132.0,20928.0,0.0,0.0,0.0,5016.0,9328.69,9319.23,9176.92,9270.16,1004.46,1005.9,1004.99,1007.0
384,CN7,16G 16M 16M,8,1,34166.0,37836.0,42904.0,48497.0,0.0,0.0,0.0,4952.33,10064.64,10187.8,9955.44,10187.21,1089.08,1092.3,1089.91,1088.53
385,CN7,16G 16M 16M,8,4,34123.0,37837.0,42555.0,49021.0,0.0,0.0,0.0,4954.33,10043.92,10091.63,9921.3,10262.67,1088.19,1087.93,1088.39,1091.27
386,CN7,16G 16M 16M,8,16,34166.0,38186.0,43429.0,46050.0,0.0,0.0,0.0,4940.67,10046.03,10205.98,9926.68,10181.88,1089.48,1087.71,1088.32,1090.86
387,CN7,16G 16M 16M,16,1,67983.0,72177.0,77769.0,85110.0,0.0,0.0,0.0,4634.33,9962.2,10216.19,9932.95,10154.27,1071.07,1071.63,1071.68,1070.77
388,CN7,16G 16M 16M,16,4,67371.0,72527.0,78469.0,83712.0,0.0,0.0,0.0,4663.0,10157.82,10155.51,10113.11,10169.39,1076.7,1075.7,1078.64,1075.67
389,CN7,16G 16M 16M,16,16,67371.0,72177.0,77420.0,82663.0,0.0,0.0,0.0,4674.67,10306.14,10255.93,10112.31,10221.49,1082.16,1081.08,1081.33,1083.5
390,CN7,32G 16M 16M,1,1,11600.0,14090.0,17061.0,19792.0,0.0,0.0,0.0,1454.33,68.09,3647.61,3640.45,3646.64,7.34,414.7,429.19,414.82
391,CN7,32G 16M 16M,1,4,11250.0,12998.0,16472.0,23113.0,0.0,0.0,0.0,1461.0,3847.08,3831.73,3679.25,69.93,430.35,431.53,430.32,7.64
392,CN7,32G 16M 16M,1,16,11469.0,14178.0,16646.0,23462.0,0.0,0.0,0.0,1464.67,3805.03,3828.24,68.44,3743.71,431.62,431.67,7.36,430.82
393,CN7,32G 16M 16M,2,1,12649.0,13260.0,16231.0,22676.0,0.0,0.0,0.0,2695.0,3589.6,3665.5,7166.38,7138.86,401.03,401.4,796.28,795.75
394,CN7,32G 16M 16M,2,4,12561.0,12954.0,16144.0,22414.0,0.0,0.0,0.0,2699.67,7096.64,7329.42,3557.77,3395.37,794.18,794.8,388.17,386.41
395,CN7,32G 16M 16M,2,16,12692.0,13173.0,15882.0,24598.0,0.0,0.0,0.0,2677.0,3589.94,3432.63,7040.15,6951.38,387.68,386.73,782.23,781.16
396,CN7,32G 16M 16M,4,1,14440.0,17171.0,19180.0,25472.0,0.0,0.0,0.0,5035.33,10368.96,10272.97,10318.24,10261.8,1112.36,1113.38,1114.33,1113.43
397,CN7,32G 16M 16M,4,4,15226.0,17236.0,20666.0,28443.0,0.0,0.0,0.0,4945.67,10100.06,10122.93,10083.16,10068.62,1088.01,1089.87,1088.64,1090.4
398,CN7,32G 16M 16M,4,16,14615.0,16843.0,18394.0,20928.0,0.0,0.0,0.0,4855.33,9931.42,10044.84,9989.76,9891.88,1078.96,1079.45,1079.61,1079.31
399,CN7,32G 16M 16M,8,1,34516.0,38360.0,43603.0,49021.0,0.0,0.0,0.0,4804.0,10480.78,10404.93,10317.59,10382.1,1105.56,1103.59,1106.01,1105.0
400,CN7,32G 16M 16M,8,4,34865.0,39060.0,43953.0,47623.0,0.0,0.0,0.0,4751.0,10441.19,10489.43,10445.72,10465.34,1103.57,1105.28,1104.82,1105.15
401,CN7,32G 16M 16M,8,16,34690.0,38535.0,43953.0,48672.0,0.0,0.0,0.0,4810.33,10461.02,10488.21,10447.18,10463.93,1110.43,1110.69,1110.42,1110.2
402,CN7,32G 16M 16M,16,1,33914.0,36154.0,38844.0,42035.0,0.0,0.0,0.0,4101.0,11607.76,5241.28,12390.31,5226.8,1338.98,551.38,1430.17,551.27
403,CN7,32G 16M 16M,16,4,34450.0,36679.0,39905.0,41495.0,0.0,0.0,0.0,4029.5,11299.86,12158.77,4988.22,5125.27,1314.28,1402.95,543.03,542.35
404,CN7,32G 16M 16M,16,16,175.0,443.0,619.0,695.0,0.0,0.0,0.0,3622.33,7138.7,4777.75,7138.63,8766.63,874.98,583.23,868.41,1076.31
405,CN7,8G 16M 32M,1,1,27569.0,32113.0,50856.0,50856.0,0.0,0.0,0.0,1382.0,3016.07,5748.22,195.53,209.95,329.88,634.72,21.83,22.54
406,CN7,8G 16M 32M,1,4,26171.0,32637.0,68988.0,68988.0,0.0,0.0,0.0,1399.67,2932.12,199.29,2974.41,3018.15,329.13,22.22,328.57,328.19
407,CN7,8G 16M 32M,1,16,28093.0,32462.0,33467.0,33467.0,0.0,0.0,0.0,1388.0,201.12,2921.83,2878.43,3020.54,22.39,328.72,327.24,329.95
408,CN7,8G 16M 32M,2,1,24598.0,28967.0,34123.0,34123.0,0.0,0.0,0.0,2675.67,5866.25,5750.49,3001.2,2917.84,637.06,634.55,327.55,328.18
409,CN7,8G 16M 32M,2,4,24511.0,28443.0,32855.0,32855.0,0.0,0.0,0.0,2697.67,2986.18,3008.76,5752.08,5722.65,329.98,329.39,636.41,634.39
410,CN7,8G 16M 32M,2,16,24598.0,28181.0,33729.0,33729.0,0.0,0.0,0.0,2696.33,5719.55,5637.68,2922.68,3021.4,632.34,635.4,328.36,331.01
411,CN7,8G 16M 32M,4,1,25647.0,29055.0,35390.0,35739.0,0.0,0.0,0.0,5091.0,7997.13,8084.94,7953.47,8107.44,878.02,879.87,875.4,885.83
412,CN7,8G 16M 32M,4,4,24860.0,27918.0,32812.0,34647.0,0.0,0.0,0.0,5224.33,8388.87,8308.97,8308.59,8368.19,912.38,910.13,908.14,910.74
413,CN7,8G 16M 32M,4,16,25734.0,29317.0,33948.0,35040.0,0.0,0.0,0.0,5046.33,7865.34,7783.9,7835.15,7793.04,848.04,847.68,848.21,847.67
414,CN7,8G 16M 32M,8,1,61604.0,66410.0,71828.0,74624.0,0.0,0.0,0.0,5067.67,9533.86,9510.76,9539.98,9470.26,1032.44,1031.23,1031.1,1031.4
415,CN7,8G 16M 32M,8,4,62128.0,66760.0,72876.0,76371.0,0.0,0.0,0.0,5066.0,9375.99,9314.58,9275.12,9312.69,1012.0,1009.15,1010.26,1011.42
416,CN7,8G 16M 32M,8,16,62128.0,67022.0,71129.0,73925.0,0.0,0.0,0.0,5074.0,9438.31,9503.62,9476.09,9482.5,1031.36,1029.87,1030.82,1029.46
417,CN7,8G 16M 32M,16,1,128.0,135.0,142.0,145.0,0.0,0.0,0.0,4825.67,9910.02,9877.12,9849.62,9861.74,1069.63,1069.58,1070.76,1069.44
418,CN7,8G 16M 32M,16,4,127.0,133.0,140.0,146.0,0.0,0.0,0.0,4866.33,9822.03,9850.67,9827.4,9900.24,1069.77,1070.39,1068.86,1069.77
419,CN7,8G 16M 32M,16,16,131.0,138.0,143.0,151.0,0.0,0.0,0.0,4717.67,9649.66,9682.9,9606.67,9644.47,1045.32,1045.68,1045.22,1046.59
420,CN7,16G 16M 32M,1,1,24948.0,30889.0,33292.0,33292.0,0.0,0.0,0.0,1437.67,3434.41,120.23,3280.05,3415.95,380.14,13.4,379.33,382.29
421,CN7,16G 16M 32M,1,4,24336.0,31152.0,33860.0,33860.0,0.0,0.0,0.0,1415.33,121.33,3470.14,3353.46,3451.7,13.51,380.67,381.02,380.92
422,CN7,16G 16M 32M,1,16,26171.0,31851.0,33773.0,33773.0,0.0,0.0,0.0,1412.67,3415.65,3385.99,3324.1,121.3,379.44,379.99,379.94,13.56
423,CN7,16G 16M 32M,2,1,23987.0,25297.0,34035.0,35390.0,0.0,0.0,0.0,2734.33,6585.41,3355.22,3388.36,6509.99,725.83,379.2,380.08,726.27
424,CN7,16G 16M 32M,2,4,24249.0,25472.0,34865.0,37836.0,0.0,0.0,0.0,2711.67,3376.98,6311.78,6317.26,3448.03,379.49,700.32,701.33,380.28
425,CN7,16G 16M 32M,2,16,24074.0,25472.0,34691.0,35565.0,0.0,0.0,0.0,2729.33,6716.17,3152.05,3242.35,6724.56,746.56,357.9,356.86,748.38
426,CN7,16G 16M 32M,4,1,26520.0,29317.0,34035.0,36263.0,0.0,0.0,0.0,5067.33,9219.48,9299.28,9127.31,9242.68,1003.34,1007.35,1005.89,1007.97
427,CN7,16G 16M 32M,4,4,28530.0,30059.0,35390.0,35914.0,0.0,0.0,0.0,4996.0,9259.65,9324.42,9163.95,9315.48,1006.53,1005.89,1007.86,1009.26
428,CN7,16G 16M 32M,4,16,26084.0,27656.0,34996.0,36613.0,0.0,0.0,0.0,5102.0,9441.44,9456.38,9327.87,9368.5,1025.97,1024.99,1024.13,1025.96
429,CN7,16G 16M 32M,8,1,62827.0,66847.0,71828.0,75323.0,0.0,0.0,0.0,4866.0,10055.28,9987.34,9891.23,9931.55,1080.04,1078.95,1077.68,1080.13
430,CN7,16G 16M 32M,8,4,62827.0,67634.0,73226.0,76721.0,0.0,0.0,0.0,4851.0,9870.85,9830.31,9758.44,9829.64,1065.44,1066.22,1066.17,1066.55
431,CN7,16G 16M 32M,8,16,62303.0,66672.0,72177.0,76022.0,0.0,0.0,0.0,4881.33,9998.27,10010.17,9982.62,9994.94,1089.06,1087.5,1090.62,1089.88
432,CN7,16G 16M 32M,16,1,129.0,136.0,142.0,150.0,0.0,0.0,0.0,4693.0,10129.59,10026.66,10068.27,9982.97,1083.52,1082.52,1084.37,1082.82
433,CN7,16G 16M 32M,16,4,130.0,137.0,145.0,156.0,0.0,0.0,0.0,4691.67,10349.32,10166.11,10205.96,10028.43,1082.84,1081.23,1083.62,1082.65
434,CN7,16G 16M 32M,16,16,130.0,136.0,143.0,151.0,0.0,0.0,0.0,4686.67,10311.71,10258.3,10174.37,10197.82,1088.45,1087.34,1089.25,1087.28
435,CN7,32G 16M 32M,1,1,23549.0,30103.0,33773.0,38536.0,0.0,0.0,0.0,1450.33,71.64,3760.76,3731.95,3651.94,7.69,414.9,430.45,415.22
436,CN7,32G 16M 32M,1,4,22676.0,28356.0,32375.0,40982.0,0.0,0.0,0.0,1462.0,3635.68,3833.44,3651.46,73.61,415.27,431.26,430.55,7.88
437,CN7,32G 16M 32M,1,16,22676.0,27919.0,33555.0,40632.0,0.0,0.0,0.0,1442.0,3669.55,3814.86,70.95,3693.35,416.4,431.8,7.55,415.33
438,CN7,32G 16M 32M,2,1,25559.0,26433.0,32593.0,40632.0,0.0,0.0,0.0,2660.33,3524.44,3608.54,6852.29,7071.24,388.1,388.49,767.82,769.67
439,CN7,32G 16M 32M,2,4,25559.0,26171.0,32725.0,43603.0,0.0,0.0,0.0,2669.0,7301.67,7012.7,3482.39,3561.15,784.99,781.63,387.71,388.64
440,CN7,32G 16M 32M,2,16,25734.0,27045.0,33948.0,41157.0,0.0,0.0,0.0,2650.33,3565.59,3592.51,6863.34,7032.61,389.79,388.56,766.76,769.6
441,CN7,32G 16M 32M,4,1,27132.0,29928.0,33948.0,40633.0,0.0,0.0,0.0,5007.67,10188.02,10079.81,9988.78,9954.12,1091.28,1088.49,1088.92,1088.96
442,CN7,32G 16M 32M,4,4,26870.0,29754.0,33904.0,39060.0,0.0,0.0,0.0,5007.67,10299.96,10288.51,10122.19,10061.44,1105.03,1103.19,1099.29,1100.96
443,CN7,32G 16M 32M,4,16,29229.0,32594.0,34559.0,35040.0,0.0,0.0,0.0,4975.33,10332.17,10241.74,10162.62,10094.92,1103.65,1099.68,1101.73,1100.43
444,CN7,32G 16M 32M,8,1,63002.0,67634.0,73925.0,79517.0,0.0,0.0,0.0,4826.0,10525.36,10554.23,10462.2,10442.68,1110.59,1111.25,1111.5,1110.82
445,CN7,32G 16M 32M,8,4,62128.0,66585.0,71828.0,76721.0,0.0,0.0,0.0,4851.67,10655.18,10592.92,10624.65,10548.76,1123.43,1122.33,1123.82,1122.63
446,CN7,32G 16M 32M,8,16,62653.0,67197.0,72527.0,77769.0,0.0,0.0,0.0,4814.0,10480.71,10496.49,10465.87,10436.46,1110.74,1109.74,1110.49,1110.62
447,CN7,32G 16M 32M,16,1,253.0,438.0,519.0,566.0,0.0,0.0,0.0,3801.0,11194.37,5884.14,10087.28,4748.87,1289.94,639.08,1152.78,502.8
448,CN7,32G 16M 32M,16,4,327.0,469.0,782.0,840.0,0.0,0.0,0.0,3677.0,8023.99,8597.44,4241.55,7425.94,970.93,1046.6,522.41,908.75
449,CN7,32G 16M 32M,16,16,223.0,294.0,327.0,451.0,0.0,0.0,0.0,4217.0,10488.65,6851.18,6824.44,11632.05,1188.98,739.13,739.55,1324.76
450,CN7,8G 16M 64M,1,1,56536.0,63177.0,67808.0,67808.0,0.0,0.0,0.0,1364.67,3001.25,3008.98,2967.56,209.59,330.86,330.12,328.72,23.42
451,CN7,8G 16M 64M,1,4,56623.0,57934.0,61342.0,61342.0,0.0,0.0,0.0,1374.0,4367.78,4249.14,203.74,209.57,484.17,482.09,22.72,23.42
452,CN7,8G 16M 64M,1,16,55837.0,61954.0,63352.0,63352.0,0.0,0.0,0.0,1358.0,3007.44,207.47,3001.72,2900.93,330.51,23.11,329.26,328.14
453,CN7,8G 16M 64M,2,1,48671.0,56536.0,63701.0,63701.0,0.0,0.0,0.0,2686.33,3013.25,5832.38,5728.79,2948.62,330.44,636.44,633.54,329.51
454,CN7,8G 16M 64M,2,4,49720.0,59682.0,64400.0,64400.0,0.0,0.0,0.0,2675.0,5812.17,2952.01,2984.98,5750.24,636.94,328.17,329.51,634.64
455,CN7,8G 16M 64M,2,16,49545.0,56711.0,63876.0,63876.0,0.0,0.0,0.0,2668.33,2938.73,5777.71,5813.05,3016.47,330.11,635.24,635.64,330.15
456,CN7,8G 16M 64M,4,1,50245.0,56186.0,66934.0,66934.0,0.0,0.0,0.0,5067.33,7986.83,7980.33,7944.65,7958.82,880.16,878.5,877.71,879.13
457,CN7,8G 16M 64M,4,4,50245.0,55662.0,67109.0,67109.0,0.0,0.0,0.0,5119.67,8058.74,7904.25,8041.63,7979.55,877.25,874.83,878.57,879.11
458,CN7,8G 16M 64M,4,16,51119.0,57235.0,68682.0,68682.0,0.0,0.0,0.0,5067.0,7775.06,7734.59,7629.7,7762.74,847.44,848.4,842.07,849.92
459,CN7,8G 16M 64M,8,1,120.0,127.0,134.0,138.0,0.0,0.0,0.0,5045.0,9312.87,9137.31,9224.18,9215.27,1010.31,1005.07,1007.32,1008.38
460,CN7,8G 16M 64M,8,4,121.0,127.0,132.0,135.0,0.0,0.0,0.0,4987.67,9118.48,9135.17,9060.53,9054.36,988.7,988.16,988.59,989.76
461,CN7,8G 16M 64M,8,16,117.0,124.0,132.0,138.0,0.0,0.0,0.0,5147.33,9495.04,9511.3,9408.07,9503.37,1030.22,1030.25,1027.38,1029.7
462,CN7,8G 16M 64M,16,1,251.0,260.0,270.0,279.0,0.0,0.0,0.0,4780.0,9758.75,9709.71,9693.88,9737.53,1058.09,1055.0,1056.46,1057.61
463,CN7,8G 16M 64M,16,4,253.0,264.0,271.0,282.0,0.0,0.0,0.0,4757.67,9783.96,9788.7,9711.39,9722.42,1059.21,1058.03,1057.0,1057.63
464,CN7,8G 16M 64M,16,16,251.0,262.0,270.0,272.0,0.0,0.0,0.0,4825.67,9728.31,9678.52,9675.59,9677.61,1056.36,1055.87,1056.37,1056.88
465,CN7,16G 16M 64M,1,1,46749.0,57060.0,63177.0,63177.0,0.0,0.0,0.0,1387.0,3503.87,3435.75,122.87,3417.57,382.4,381.92,13.7,381.29
466,CN7,16G 16M 64M,1,4,49545.0,59157.0,64488.0,64488.0,0.0,0.0,0.0,1378.33,3521.68,125.11,3414.77,3417.98,382.33,13.93,381.69,381.13
467,CN7,16G 16M 64M,1,16,49895.0,58283.0,63701.0,63701.0,0.0,0.0,0.0,1390.33,124.31,3432.07,3350.33,3263.74,13.83,381.17,380.35,359.28
468,CN7,16G 16M 64M,2,1,49021.0,51293.0,65187.0,65187.0,0.0,0.0,0.0,2661.67,6494.53,6398.61,3363.24,3258.71,703.92,703.45,358.51,358.07
469,CN7,16G 16M 64M,2,4,49196.0,53040.0,68332.0,68332.0,0.0,0.0,0.0,2671.67,3165.94,3329.19,6599.72,6409.18,357.38,360.28,704.47,704.21
470,CN7,16G 16M 64M,2,16,47973.0,50768.0,64662.0,64662.0,0.0,0.0,0.0,2710.33,6381.71,6436.86,6593.93,120.08,702.5,701.43,703.55,13.24
471,CN7,16G 16M 64M,4,1,52341.0,58109.0,66410.0,70867.0,0.0,0.0,0.0,5130.33,9529.17,9591.98,9891.73,9596.53,1045.81,1049.54,1048.56,1051.77
472,CN7,16G 16M 64M,4,4,53041.0,54963.0,63177.0,68245.0,0.0,0.0,0.0,5036.67,9441.7,9483.08,9736.2,9390.61,1027.25,1028.2,1027.65,1028.83
473,CN7,16G 16M 64M,4,16,53041.0,59594.0,64662.0,70867.0,0.0,0.0,0.0,5040.0,9434.84,9470.35,9731.23,9377.56,1027.33,1029.84,1026.72,1027.43
474,CN7,16G 16M 64M,8,1,119.0,125.0,132.0,137.0,0.0,0.0,0.0,4920.67,10040.57,10020.54,10308.18,10017.87,1089.23,1090.58,1090.09,1089.71
475,CN7,16G 16M 64M,8,4,121.0,127.0,133.0,136.0,0.0,0.0,0.0,4874.0,9853.89,9836.45,10375.78,9753.16,1067.09,1065.4,1067.47,1067.1
