,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm2_nvme0_io,pm2_nvme1_io,pm2_nvme2_io,pm2_nvme3_io,pm3_nvme0_io,pm3_nvme1_io,pm3_nvme2_io,pm3_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write,pm2_nvme0_write,pm2_nvme1_write,pm2_nvme2_write,pm2_nvme3_write,pm3_nvme0_write,pm3_nvme1_write,pm3_nvme2_write,pm3_nvme3_write
0,CN9,4G ,1,1,909.0,1095.0,1378.0,3929.0,1286.0,1493.0,1405.32,1483.4,1133.26,1132.19,1132.91,2070.19,1179.82,1180.16,2119.36,1182.78,1180.39,1179.12,2114.83,1021.72,142.93,142.95,143.01,259.95,149.7,149.71,266.79,149.74,149.34,149.46,266.33,129.83
1,CN9,4G ,1,2,936.0,1096.0,1329.0,2290.0,1260.0,1468.0,1396.72,1475.0,1521.02,1520.79,1051.95,1053.13,1566.9,1020.11,1099.18,1644.24,1566.27,1019.9,1097.64,1644.08,191.33,191.34,132.85,132.81,197.69,129.42,139.13,207.36,197.71,129.52,139.16,207.45
2,CN9,4G ,1,4,942.0,1119.0,1466.0,2251.0,1287.0,1488.0,1394.25,1472.2,1327.78,1327.31,1327.81,1326.74,1374.78,1375.03,1373.85,1374.17,1332.35,1333.24,1331.48,1332.12,167.14,167.15,167.18,167.12,173.69,173.69,173.73,173.71,168.44,168.53,168.41,168.43
3,CN9,4G ,1,8,925.0,1142.0,1830.0,2219.0,1318.0,1488.0,1414.08,1494.2,1307.42,1287.67,1307.25,1288.13,1332.99,1313.56,1332.9,1196.1,1450.57,1332.88,1332.09,1332.34,164.51,162.08,164.55,162.06,168.42,165.98,168.46,151.37,183.06,168.51,168.4,168.43
4,CN9,4G ,1,12,1016.0,1250.0,1820.0,2168.0,1292.0,1478.0,1397.48,1471.6,1284.5,1284.55,1285.52,1285.74,1327.74,1328.49,1329.11,1330.25,1328.03,1329.38,1327.52,1327.6,161.47,161.49,161.51,161.45,167.79,167.79,167.84,167.83,167.81,167.89,167.78,167.81
5,CN9,4G ,1,24,1267.0,1565.0,2174.0,2697.0,1198.0,1385.0,1318.31,1386.2,1311.12,1310.48,1309.48,1312.25,1358.17,1356.48,1357.12,1356.44,1202.93,1202.36,1203.06,1203.13,164.64,164.65,164.67,164.63,171.16,171.16,171.21,171.18,151.73,151.81,151.7,151.73
6,CN9,4G ,2,1,861.0,1026.0,1217.0,6188.0,1257.0,1433.0,1364.09,2810.4,1911.34,3003.25,3005.61,1910.59,1953.14,3048.43,3047.88,1956.71,1950.82,2890.36,2889.01,1951.27,239.91,376.46,376.49,239.91,246.01,382.57,382.6,246.05,245.65,362.79,362.67,245.65
7,CN9,4G ,2,2,937.0,1077.0,1257.0,2178.0,1237.0,1387.0,1332.82,2763.2,2926.16,1989.15,1988.89,2926.32,2971.82,2033.73,2033.71,2970.71,2419.32,1953.17,2421.47,2889.67,366.69,249.68,249.7,366.69,372.8,255.78,255.83,372.84,304.17,245.73,304.15,362.68
8,CN9,4G ,2,4,889.0,1032.0,1450.0,2636.0,1244.0,1382.0,1348.32,2807.2,2145.25,2379.6,2380.16,2613.34,2186.25,2421.23,2421.76,2421.05,2420.45,2421.85,2655.2,2420.72,268.99,298.27,298.29,327.49,274.91,304.17,304.21,304.18,304.18,304.26,333.41,304.17
9,CN9,4G ,2,8,917.0,1071.0,1712.0,2232.0,1258.0,1384.0,1349.19,2820.8,2679.52,2699.54,2834.87,2698.49,2746.12,2882.99,2747.65,2629.57,2482.62,2502.97,2385.93,2502.47,335.58,338.05,355.12,338.01,344.72,361.79,344.77,330.12,311.8,314.31,299.58,314.25
10,CN9,4G ,2,12,1006.0,1316.0,1801.0,2526.0,1193.0,1366.0,1325.47,2771.2,2769.59,2769.04,2768.53,2769.58,2815.29,2815.76,2817.42,2818.47,2413.74,2414.77,2412.72,2413.11,346.63,346.65,346.68,346.63,353.53,353.54,353.59,353.58,303.04,303.13,303.02,303.05
11,CN9,4G ,2,24,1233.0,1558.0,2094.0,2540.0,1164.0,1336.0,1284.73,2681.8,2425.62,2423.61,2422.42,2425.7,2468.29,2468.26,2470.75,2469.71,2205.37,2207.64,2207.26,2206.78,303.37,303.39,303.39,303.37,309.6,309.6,309.66,309.64,277.15,277.23,277.15,277.16
12,CN9,4G ,4,1,863.0,1045.0,1240.0,6873.0,1205.0,1402.0,1331.76,5437.4,5036.53,5036.02,5037.2,5036.6,5080.86,5082.82,5083.87,5083.79,4525.58,4528.28,4524.42,4525.38,630.24,630.26,630.27,630.24,636.53,636.52,636.59,636.57,566.93,567.02,566.91,566.93
13,CN9,4G ,4,2,865.0,1039.0,1329.0,4244.0,1242.0,1400.0,1329.37,5453.4,5740.85,5272.78,4647.58,5117.55,5320.62,5318.71,5162.89,5162.09,4962.16,4416.27,4962.42,5510.22,718.21,659.71,581.71,640.19,666.21,666.19,646.75,646.72,621.64,553.46,621.65,689.92
14,CN9,4G ,4,4,932.0,1230.0,1791.0,6600.0,1225.0,1378.0,1305.49,5318.8,5629.43,5120.84,5315.91,5629.01,5165.57,5167.77,5363.7,5676.56,4531.65,4767.75,4765.0,5000.67,703.81,640.45,664.84,703.82,647.1,647.11,671.55,710.54,567.56,596.91,596.81,626.1
15,CN9,4G ,4,8,1045.0,1391.0,2145.0,7039.0,1189.0,1329.0,1272.84,5258.8,5198.23,5315.87,5198.73,5081.27,5184.37,5087.35,5106.76,5086.55,4529.65,4530.52,4526.82,4425.16,650.04,664.67,650.04,635.41,648.75,636.56,639.05,636.59,567.03,567.08,567.0,554.22
16,CN9,4G ,4,12,1108.0,1457.0,2803.0,6223.0,1130.0,1284.0,1222.06,5042.0,4304.89,4305.45,4305.79,4305.81,3946.13,3869.07,3791.61,3869.66,3747.41,3748.76,3748.47,3748.08,538.19,538.18,538.2,538.18,493.78,484.08,474.41,484.11,469.23,469.29,469.22,469.25
17,CN9,4G ,4,24,1224.0,1581.0,2187.0,4657.0,1122.0,1289.0,1214.23,4988.2,5120.87,5120.38,5118.95,5120.25,4618.81,4619.03,4619.7,4616.66,4459.92,4459.26,4458.44,4456.83,640.01,640.02,640.07,640.0,577.97,577.97,578.02,577.98,558.37,558.45,558.36,558.36
18,CN9,4G ,8,1,1185.0,12943.0,36464.0,43437.0,450.0,1393.0,901.42,6756.6,7263.57,7264.68,7487.75,7493.4,7262.3,7240.42,7182.71,7317.79,7388.5,7489.87,7396.61,7393.12,908.03,908.09,935.83,936.69,908.12,905.35,898.09,914.96,923.91,936.6,925.14,924.67
19,CN9,4G ,8,2,1132.0,10918.0,61814.0,72037.0,206.0,1385.0,851.08,6060.8,6809.8,6845.55,7537.23,7500.97,6511.31,6985.2,7314.07,6838.66,6492.32,6893.23,7087.96,6687.95,850.99,855.59,941.97,937.37,814.17,873.34,914.39,855.09,811.97,862.08,886.36,836.39
20,CN9,4G ,8,4,1195.0,6567.0,33790.0,34944.0,465.0,1357.0,904.17,7262.0,7059.97,7107.41,7141.88,7139.46,7221.19,7172.94,7297.93,7258.63,7304.32,7243.41,7304.16,7330.47,882.17,887.88,892.38,892.07,902.75,896.66,912.2,907.41,913.09,905.6,913.12,916.88
21,CN9,4G ,8,8,1178.0,24563.0,35232.0,43333.0,463.0,1326.0,866.58,7003.6,7359.33,7430.8,7479.46,7331.42,7232.28,7506.91,7388.08,7244.95,7198.01,7207.17,7124.17,7205.1,919.6,928.31,934.55,916.08,903.88,938.14,923.24,905.58,899.88,901.12,890.9,901.02
22,CN9,4G ,8,12,1136.0,25087.0,26974.0,27657.0,540.0,1324.0,923.87,7407.2,7530.63,7439.48,7518.7,7489.89,7486.21,7415.98,7500.29,7470.01,7704.74,7703.9,7722.83,7708.32,941.06,929.36,939.52,935.95,935.56,926.9,937.35,933.59,963.54,963.48,965.76,963.99
23,CN9,4G ,8,24,1165.0,25192.0,27132.0,27657.0,541.0,1311.0,912.41,7369.8,7473.49,7473.71,7449.96,7513.92,7467.69,7451.41,7432.29,7422.52,7597.15,7601.66,7596.7,7575.41,933.6,933.66,930.77,938.82,933.31,931.3,928.89,927.67,949.9,950.66,949.77,947.17
