,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write
0,PM1,4G,1,1,439.0,655.0,748.0,795.0,2265.0,2385.0,2343.6,2450.0,347.4,292.67,291.7,291.33,39.84,33.24,33.19,33.06
1,PM1,4G,2,1,725.0,907.0,1062.0,1151.0,3953.0,4602.0,4274.8,4285.0,4085.19,292.65,291.68,291.32,507.04,33.24,33.18,33.06
2,PM1,4G,4,1,946.0,25192.0,30959.0,31693.0,1938.0,8290.0,4059.55,4194.0,12287.83,209.02,208.33,208.07,1533.38,23.74,23.7,23.61
3,PM1,4G,8,1,23252.0,24668.0,24773.0,25192.0,2349.0,14250.0,3153.06,3355.8,15932.58,109.33,108.96,108.83,1990.14,12.42,12.4,12.35
4,PM1,4G,16,1,34210.0,36858.0,57252.0,70150.0,1909.0,16400.0,2709.5,2851.2,17436.16,53.41,53.23,53.16,2178.66,6.06,6.05,6.03
5,PM1,8G,1,1,637.0,768.0,959.0,1076.0,1653.0,2387.0,2201.06,2302.4,3236.38,208.95,208.26,208.0,401.99,23.73,23.69,23.61
6,PM1,8G,2,1,761.0,927.0,19622.0,21889.0,2350.0,4587.0,3491.7,3598.0,11040.94,182.82,182.22,181.99,1377.85,20.76,20.73,20.65
7,PM1,8G,4,1,1162.0,16109.0,17223.0,17537.0,2155.0,8345.0,3169.99,3296.4,15829.1,104.46,104.11,103.98,1977.3,11.86,11.84,11.8
8,PM1,8G,8,1,23200.0,24825.0,26818.0,46137.0,2096.0,14243.0,2684.17,2858.4,17588.58,54.16,53.98,53.91,2197.81,6.15,6.14,6.12
9,PM1,8G,16,1,33843.0,36753.0,40947.0,66690.0,1977.0,16400.0,2514.19,2650.4,18196.2,26.49,26.4,26.37,2274.0,3.01,3.0,2.99
