,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write
0,PM1,4G,1,1,529.0,574.0,617.0,650.0,2067.0,2105.0,2088.2,2200.0,6902.67,292.28,291.31,290.95,859.27,33.19,33.14,33.02
1,PM1,4G,2,1,925.0,972.0,1030.0,1162.0,2315.0,2459.0,2379.83,2497.2,9611.92,208.76,208.07,207.81,1198.91,23.71,23.67,23.59
2,PM1,4G,4,1,1866.0,1951.0,2045.0,2128.0,2222.0,2446.0,2336.23,2447.6,13040.51,143.47,142.99,142.81,1628.29,16.29,16.27,16.21
3,PM1,4G,8,1,4299.0,4529.0,4751.0,4895.0,2073.0,3727.0,2430.27,2472.4,15523.5,85.95,85.66,85.56,1939.34,9.76,9.75,9.71
4,PM1,4G,16,1,11443.0,13409.0,14169.0,14562.0,1634.0,6093.0,2654.44,2490.2,16967.24,47.13,46.97,46.91,2120.25,5.35,5.34,5.32
5,PM1,8G,1,1,547.0,589.0,643.0,718.0,2006.0,2170.0,2073.89,2176.4,9612.63,208.68,207.99,207.73,1198.97,23.7,23.66,23.58
6,PM1,8G,2,1,931.0,984.0,1045.0,1112.0,2268.0,2495.0,2374.48,2486.0,13282.27,146.06,145.58,145.4,1658.48,16.59,16.56,16.5
7,PM1,8G,4,1,1830.0,1916.0,2007.0,2071.0,2238.0,2509.0,2380.62,2492.4,15519.06,85.91,85.63,85.52,1938.81,9.76,9.74,9.71
8,PM1,8G,8,1,4263.0,4453.0,4637.0,4814.0,2017.0,4386.0,2486.2,2480.0,16967.4,47.11,46.95,46.89,2120.27,5.35,5.34,5.32
9,PM1,8G,16,1,12072.0,14654.0,16580.0,17158.0,1411.0,6718.0,2681.7,2494.6,18050.51,25.09,25.01,24.98,2255.71,2.85,2.84,2.83
