,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm2_nvme0_io,pm2_nvme1_io,pm2_nvme2_io,pm2_nvme3_io,pm3_nvme0_io,pm3_nvme1_io,pm3_nvme2_io,pm3_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write,pm2_nvme0_write,pm2_nvme1_write,pm2_nvme2_write,pm2_nvme3_write,pm3_nvme0_write,pm3_nvme1_write,pm3_nvme2_write,pm3_nvme3_write
0,CN10,4G,1,1,872.0,1080.0,1620.0,27001.0,1233.0,1501.0,1406.88,1486.6,4579.93,3413.12,4359.34,4498.77,45.66,46.75,43.93,44.77,33.19,33.08,31.68,32.45,538.54,393.89,511.67,527.35,4.93,5.07,4.84,4.94,3.52,3.51,3.45,3.56
1,CN10,4G,1,2,837.0,1041.0,1234.0,27768.0,1263.0,1509.0,1418.52,1497.8,4240.94,4705.17,4580.38,4128.7,47.08,48.21,45.3,46.17,34.23,34.11,32.67,33.45,489.16,537.91,527.28,471.58,5.08,5.22,5.0,5.09,3.63,3.62,3.55,3.67
2,CN10,4G,1,4,863.0,1052.0,1289.0,1732.0,1338.0,1499.0,1423.08,1501.4,4712.42,4671.43,4643.77,4611.06,47.08,48.21,45.3,46.16,34.23,34.11,32.66,33.45,513.11,507.86,508.15,504.92,5.08,5.22,5.0,5.09,3.63,3.62,3.55,3.67
3,CN10,4G,1,8,855.0,1056.0,1316.0,2648.0,1316.0,1503.0,1432.84,1510.0,4813.77,4727.68,4719.54,4721.48,48.5,49.67,46.67,47.56,35.26,35.14,33.65,34.47,529.95,520.08,521.68,518.76,5.24,5.38,5.15,5.24,3.74,3.73,3.66,3.78
4,CN10,4G,1,12,809.0,1000.0,1263.0,2217.0,1365.0,1496.0,1446.24,1522.0,4540.66,4472.7,4469.7,4451.35,45.65,46.74,43.92,44.76,33.19,33.07,31.67,32.44,498.24,490.0,490.11,491.52,4.93,5.07,4.84,4.93,3.52,3.51,3.45,3.56
5,CN10,4G,1,24,828.0,1029.0,1289.0,1699.0,1305.0,1517.0,1448.08,1521.4,4578.05,4465.62,4495.38,4461.65,45.65,46.74,43.92,44.76,33.19,33.07,31.67,32.44,499.7,490.04,490.23,490.36,4.93,5.07,4.84,4.93,3.52,3.51,3.45,3.56
6,CN10,4G,2,1,1388.0,3215.0,6233.0,28181.0,864.0,1498.0,1255.27,2561.8,8075.47,7381.19,7444.53,8138.46,44.57,45.64,42.89,43.71,30.33,30.23,28.95,29.65,956.13,853.7,863.5,961.27,4.81,4.95,4.73,4.81,3.22,3.21,3.15,3.25
7,CN10,4G,2,2,1075.0,1748.0,2884.0,4670.0,1212.0,1476.0,1354.78,2788.2,8166.35,7996.65,8156.93,7892.48,47.07,48.2,45.29,46.15,34.22,34.1,32.65,33.45,962.89,950.53,957.05,942.46,5.08,5.22,5.0,5.08,3.63,3.62,3.55,3.67
8,CN10,4G,2,4,1008.0,1296.0,1647.0,2033.0,1268.0,1410.0,1349.51,2777.0,7989.64,8030.93,8025.98,7991.71,48.49,49.66,46.66,47.55,33.18,33.06,31.67,32.43,946.85,947.49,945.83,940.87,5.23,5.38,5.15,5.24,3.52,3.51,3.45,3.55
9,CN10,4G,2,8,1008.0,1316.0,1755.0,4117.0,1283.0,1431.0,1360.05,2807.6,7756.96,7790.04,7774.07,7735.82,47.07,48.19,45.28,46.15,32.14,32.03,30.67,31.41,916.54,914.43,913.9,907.98,5.08,5.22,5.0,5.08,3.41,3.4,3.34,3.44
10,CN10,4G,2,12,1027.0,1322.0,1712.0,3084.0,1274.0,1414.0,1342.65,2772.4,7959.05,7742.36,7857.23,7781.18,47.06,48.19,45.28,46.14,32.14,32.03,30.67,31.41,935.12,909.94,920.68,913.91,5.08,5.22,5.0,5.08,3.41,3.4,3.34,3.44
