,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm2_nvme0_io,pm2_nvme1_io,pm2_nvme2_io,pm2_nvme3_io,pm3_nvme0_io,pm3_nvme1_io,pm3_nvme2_io,pm3_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write,pm2_nvme0_write,pm2_nvme1_write,pm2_nvme2_write,pm2_nvme3_write,pm3_nvme0_write,pm3_nvme1_write,pm3_nvme2_write,pm3_nvme3_write
0,CN8,4G,1,1,878.0,1055.0,1489.0,4281.0,1320.0,1491.0,1414.04,1492.0,4579.93,3413.12,4359.34,4498.77,538.54,393.89,511.67,527.35,45.66,46.75,43.93,44.77,4.93,5.07,4.84,4.94,33.19,33.08,31.68,32.45,3.52,3.51,3.45,3.56
1,CN8,4G,1,2,853.0,1048.0,1158.0,1869.0,1300.0,1482.0,1420.88,1499.0,4240.94,4705.17,4580.38,4128.7,489.16,537.91,527.28,471.58,47.08,48.21,45.3,46.17,5.08,5.22,5.0,5.09,34.23,34.11,32.67,33.45,3.63,3.62,3.55,3.67
2,CN8,4G,1,4,837.0,1038.0,1250.0,1917.0,1349.0,1489.0,1429.12,1506.2,4712.42,4671.43,4643.77,4611.06,513.11,507.86,508.15,504.92,47.08,48.21,45.3,46.16,5.08,5.22,5.0,5.09,34.23,34.11,32.66,33.45,3.63,3.62,3.55,3.67
3,CN8,4G,1,8,855.0,1051.0,1450.0,2559.0,1298.0,1495.0,1421.52,1499.2,4813.77,4727.68,4719.54,4721.48,529.95,520.08,521.68,518.76,48.5,49.67,46.67,47.56,5.24,5.38,5.15,5.24,35.26,35.14,33.65,34.47,3.74,3.73,3.66,3.78
4,CN8,4G,1,12,835.0,1025.0,1286.0,2153.0,1284.0,1502.0,1435.6,1513.4,4540.66,4472.7,4469.7,4451.35,498.24,490.0,490.11,491.52,45.65,46.74,43.92,44.76,4.93,5.07,4.84,4.93,33.19,33.07,31.67,32.44,3.52,3.51,3.45,3.56
5,CN8,4G,1,24,845.0,1039.0,1227.0,1963.0,1341.0,1482.0,1416.52,1493.4,4578.05,4465.62,4495.38,4461.65,499.7,490.04,490.23,490.36,45.65,46.74,43.92,44.76,4.93,5.07,4.84,4.93,33.19,33.07,31.67,32.44,3.52,3.51,3.45,3.56
6,CN8,4G,2,1,1143.0,2808.0,6717.0,25893.0,863.0,1499.0,1293.33,2640.2,8075.47,7381.19,7444.53,8138.46,956.13,853.7,863.5,961.27,44.57,45.64,42.89,43.71,4.81,4.95,4.73,4.81,30.33,30.23,28.95,29.65,3.22,3.21,3.15,3.25
7,CN8,4G,2,2,830.0,1009.0,1244.0,1859.0,1324.0,1502.0,1443.62,2988.6,8166.35,7996.65,8156.93,7892.48,962.89,950.53,957.05,942.46,47.07,48.2,45.29,46.15,5.08,5.22,5.0,5.08,34.22,34.1,32.65,33.45,3.63,3.62,3.55,3.67
8,CN8,4G,2,4,1007.0,1303.0,1709.0,2643.0,1254.0,1414.0,1344.57,2768.2,7989.64,8030.93,8025.98,7991.71,946.85,947.49,945.83,940.87,48.49,49.66,46.66,47.55,5.23,5.38,5.15,5.24,33.18,33.06,31.67,32.43,3.52,3.51,3.45,3.55
9,CN8,4G,2,8,1007.0,1316.0,1784.0,2653.0,1249.0,1421.0,1356.51,2787.2,7756.96,7790.04,7774.07,7735.82,916.54,914.43,913.9,907.98,47.07,48.19,45.28,46.15,5.08,5.22,5.0,5.08,32.14,32.03,30.67,31.41,3.41,3.4,3.34,3.44
10,CN8,4G,2,12,999.0,1286.0,1781.0,3555.0,1252.0,1408.0,1349.6,2780.6,7959.05,7742.36,7857.23,7781.18,935.12,909.94,920.68,913.91,47.06,48.19,45.28,46.14,5.08,5.22,5.0,5.08,32.14,32.03,30.67,31.41,3.41,3.4,3.34,3.44
