0619-0009
CN9,4G,1,1,1,938,1106,1696,5407,1274,1470,1376.60,1456,6117.89,228.78,6090.4,6010.27,717.42,25.11,710.2,699.54,49.94,51.14,48.05,48.97,5.39,5.54,5.3,5.4,36.3,36.18,34.65,35.49,3.85,3.84,3.77,3.89
CN9,4G,1,1,2,848,1090,1663,40633,1214,1480,1403.60,1483,267.48,5241.66,5147.63,5100.95,28.4,607.73,608.8,607.32,42.8,43.83,41.18,41.97,4.62,4.75,4.54,4.63,31.12,31.01,29.7,30.42,3.3,3.29,3.23,3.34
CN9,4G,1,1,3,873,1057,1287,6652,1330,1488,1407.60,1486,5263.76,5314.23,5103.64,193.09,615.54,609.49,605.09,21.16,42.8,43.83,41.18,41.97,4.62,4.75,4.54,4.63,31.12,31.01,29.7,30.42,3.3,3.29,3.23,3.34
CN9,4G,1,1,4,840,1090,1860,42730,1290,1476,1408.00,1486,6021.05,6072.28,248.25,6046.6,716.9,705.55,25.54,701.09,49.94,51.13,48.05,48.97,5.39,5.54,5.3,5.4,36.3,36.18,34.65,35.48,3.85,3.84,3.77,3.89
CN9,4G,1,1,5,881,1090,1598,6849,1330,1478,1406.40,1482,5229.47,208.67,5206.78,5142.95,614.45,21.55,608.73,607.64,42.8,43.83,41.18,41.97,4.62,4.75,4.54,4.63,31.12,31.01,29.7,30.42,3.3,3.29,3.23,3.34
CN9,4G,1,2,1,865,1057,1205,1876,1330,1490,1414.40,1493,6026.22,3329.11,3299.24,5975.44,716.69,366.03,366.16,706.41,49.94,51.13,48.05,48.97,5.39,5.54,5.3,5.4,36.3,36.18,34.65,35.48,3.85,3.84,3.77,3.89
CN9,4G,1,2,2,857,1037,1319,1876,1370,1484,1432.40,1508,3338.05,6120.27,6030.07,3267.78,374.04,705.74,699.28,365.0,49.94,51.13,48.05,48.97,5.39,5.54,5.3,5.4,36.3,36.18,34.65,35.48,3.85,3.84,3.77,3.89
CN9,4G,1,2,3,922,1106,1188,1795,1261,1484,1397.00,1480,2907.47,2877.24,5116.07,5215.67,322.69,315.29,603.22,605.43,42.8,43.83,41.18,41.97,4.62,4.75,4.54,4.63,31.12,31.01,29.7,30.41,3.3,3.29,3.23,3.34
CN9,4G,1,2,4,873,1074,1172,2343,1238,1492,1415.20,1501,6053.21,6020.44,3313.75,3317.95,711.71,702.35,365.67,365.68,49.94,51.13,48.04,48.96,5.39,5.54,5.3,5.4,36.3,36.18,34.65,35.48,3.85,3.84,3.77,3.89
CN9,4G,1,2,5,865,1057,1221,20317,1190,1488,1411.60,1492,2879.75,5178.81,5142.78,2866.67,320.66,600.13,602.07,315.36,42.8,43.83,41.18,41.97,4.62,4.75,4.54,4.63,31.12,31.01,29.7,30.41,3.3,3.29,3.23,3.34
CN9,4G,1,4,1,807,1029,1237,1795,1364,1494,1440.80,1519,4275.47,4213.96,4193.64,4158.53,466.93,461.77,458.34,458.16,42.8,43.83,41.18,41.97,4.62,4.75,4.54,4.62,31.12,31.01,29.7,30.41,3.3,3.29,3.23,3.34
CN9,4G,1,4,2,816,1029,1434,1762,1324,1476,1434.80,1509,5057.21,4995.12,4980.58,4928.78,546.74,538.34,542.7,534.83,49.94,51.13,48.04,48.96,5.39,5.54,5.3,5.4,36.3,36.18,34.65,35.48,3.85,3.84,3.77,3.89
CN9,4G,1,4,3,865,1057,1893,3032,1340,1472,1412.40,1489,4249.32,4161.82,4244.79,4211.1,463.41,457.27,462.2,462.36,42.8,43.83,41.18,41.97,4.62,4.75,4.54,4.62,31.12,31.01,29.69,30.41,3.3,3.29,3.23,3.34
CN9,4G,1,4,4,857,1057,1336,3654,1338,1516,1428.80,1516,5010.71,5068.12,4959.25,4876.78,544.73,544.79,542.51,530.38,49.93,51.13,48.04,48.96,5.39,5.54,5.3,5.4,36.3,36.17,34.64,35.48,3.85,3.84,3.77,3.89
CN9,4G,1,4,5,766,1012,1205,1860,1392,1528,1474.00,1547,4969.37,4918.12,4840.59,4880.12,543.75,537.11,534.98,538.89,49.93,51.13,48.04,48.96,5.39,5.54,5.3,5.4,36.3,36.17,34.64,35.48,3.85,3.84,3.77,3.89
CN9,4G,1,8,1,816,1029,1565,4752,1304,1506,1426.60,1501,4239.61,4168.82,4193.22,4249.96,466.09,458.45,461.41,463.38,42.8,43.83,41.18,41.97,4.62,4.75,4.54,4.62,31.11,31.01,29.69,30.41,3.3,3.29,3.23,3.34
CN9,4G,1,8,2,824,1037,1401,1696,1382,1466,1425.80,1502,4990.48,4949.95,4865.94,4829.73,544.84,538.91,537.67,531.68,49.93,51.13,48.04,48.96,5.39,5.54,5.3,5.4,36.3,36.17,34.64,35.48,3.85,3.84,3.77,3.89
CN9,4G,1,8,3,865,1057,1450,4228,1306,1470,1409.60,1489,4936.7,4820.79,4885.59,4870.62,544.83,530.86,538.56,534.88,49.93,51.13,48.04,48.96,5.39,5.54,5.3,5.4,36.3,36.17,34.64,35.48,3.85,3.84,3.77,3.89
CN9,4G,1,8,4,832,1020,1582,1827,1398,1488,1444.80,1521,4971.2,4874.63,4819.09,4808.79,548.83,539.84,535.84,532.7,49.93,51.13,48.04,48.96,5.39,5.54,5.3,5.4,36.3,36.17,34.64,35.48,3.85,3.84,3.77,3.89
CN9,4G,1,8,5,832,1074,1696,2180,1384,1498,1434.00,1511,4930.88,4824.23,4833.86,4848.31,545.15,532.36,534.94,531.16,49.93,51.13,48.04,48.96,5.39,5.54,5.3,5.4,36.3,36.17,34.64,35.48,3.85,3.84,3.77,3.89
CN9,4G,1,12,1,873,1074,1369,2835,1304,1486,1415.20,1495,4947.87,4841.63,4902.93,4846.3,543.92,532.83,539.02,536.67,49.93,51.13,48.04,48.96,5.39,5.54,5.3,5.4,36.3,36.17,34.64,35.48,3.85,3.84,3.77,3.89
CN9,4G,1,12,2,857,1057,1369,1729,1256,1474,1416.80,1487,4272.89,4190.25,4168.08,4174.25,469.7,460.22,458.54,459.94,42.8,43.82,41.18,41.96,4.62,4.75,4.54,4.62,31.11,31.0,29.69,30.41,3.3,3.29,3.23,3.34
CN9,4G,1,12,3,824,1004,1205,1876,1388,1468,1427.20,1504,4318.46,4200.54,4223.94,4207.68,469.89,460.07,457.21,461.67,42.8,43.82,41.18,41.96,4.62,4.75,4.54,4.62,31.11,31.0,29.69,30.41,3.3,3.29,3.23,3.34
CN9,4G,1,12,4,824,1029,1303,1844,1328,1496,1434.60,1512,4930.03,4924.97,4910.6,4879.97,542.95,535.25,538.39,539.6,49.93,51.13,48.04,48.96,5.39,5.54,5.3,5.4,36.3,36.17,34.64,35.48,3.85,3.84,3.77,3.89
CN9,4G,1,12,5,889,1074,1237,2999,1316,1504,1403.20,1487,4234.03,4206.12,4142.94,4148.54,464.72,461.63,457.39,459.72,42.8,43.82,41.18,41.96,4.62,4.75,4.54,4.62,31.11,31.0,29.69,30.41,3.3,3.29,3.23,3.34
CN9,4G,1,24,1,824,1037,1549,1762,1374,1494,1438.80,1517,4344.6,4198.54,4218.94,4155.4,471.37,459.39,460.89,459.54,42.8,43.82,41.17,41.96,4.62,4.75,4.54,4.62,31.11,31.0,29.69,30.41,3.3,3.29,3.23,3.34
CN9,4G,1,24,2,775,979,1270,1745,1392,1486,1451.60,1526,5044.53,4865.3,4908.77,4835.64,550.16,537.89,535.44,530.91,49.93,51.12,48.04,48.96,5.39,5.54,5.3,5.39,36.3,36.17,34.64,35.48,3.85,3.84,3.77,3.89
CN9,4G,1,24,3,758,963,1123,3163,1308,1500,1446.80,1521,4267.03,4132.69,4236.95,4231.69,467.81,457.39,463.25,461.98,42.79,43.82,41.17,41.96,4.62,4.75,4.54,4.62,31.11,31.0,29.69,30.41,3.3,3.29,3.23,3.34
CN9,4G,1,24,4,873,1057,1352,1811,1334,1484,1423.20,1500,4266.88,4186.41,4229.81,4184.55,465.83,457.63,455.97,460.52,42.79,43.82,41.17,41.96,4.62,4.75,4.54,4.62,31.11,31.0,29.69,30.41,3.3,3.29,3.23,3.33
CN9,4G,1,24,5,824,1074,1565,2802,1272,1474,1427.60,1507,4967.2,4945.14,4882.44,4900.97,543.33,537.9,535.58,538.84,49.93,51.12,48.03,48.95,5.39,5.54,5.3,5.39,36.3,36.17,34.64,35.48,3.85,3.84,3.77,3.89
CN9,4G,2,1,1,1401,3785,7308,15270,908,1506,1275.75,2509,9092.2,6080.98,6046.11,9112.98,1108.75,666.96,663.84,1108.71,42.79,43.82,41.17,41.96,4.62,4.75,4.54,4.62,31.11,31.0,29.69,30.41,3.3,3.29,3.23,3.33
CN9,4G,2,1,2,1045,2606,5997,23725,918,1438,1286.50,2649,6420.04,9317.48,9946.95,6483.32,711.79,1131.74,1212.03,712.42,49.93,51.12,48.03,48.95,5.39,5.54,5.3,5.39,31.11,31.0,29.69,30.41,3.3,3.29,3.23,3.33
CN9,4G,2,1,3,1778,3851,7898,32637,788,1508,1163.50,2411,9402.32,5561.99,5516.97,9714.14,1146.55,609.55,611.12,1187.96,37.44,38.34,36.03,36.71,4.04,4.15,3.97,4.05,27.22,27.13,25.98,26.61,2.89,2.88,2.83,2.92
CN9,4G,2,1,4,1090,2573,5014,6325,950,1476,1308.50,2689,6420.55,9736.5,9438.8,6394.67,706.76,1185.95,1144.24,701.9,49.92,51.12,48.03,48.95,5.39,5.54,5.3,5.39,31.11,31.0,29.69,30.41,3.3,3.29,3.23,3.33
CN9,4G,2,1,5,1532,3228,9372,63177,728,1498,1204.15,2440,9042.22,6209.01,6273.81,8987.18,1106.78,674.32,686.26,1095.36,42.79,43.82,41.17,41.96,4.62,4.75,4.54,4.62,31.11,31.0,29.69,30.41,3.3,3.29,3.23,3.33
CN9,4G,2,2,1,2024,4752,12387,25297,808,1352,1064.43,2186,7830.16,7469.38,7835.78,7392.88,909.82,901.24,904.59,898.86,42.79,43.82,41.17,41.96,4.62,4.75,4.54,4.62,31.11,31.0,29.69,30.41,3.3,3.29,3.23,3.33
CN9,4G,2,2,2,865,1057,1582,2147,1306,1430,1393.80,2884,7708.34,7634.59,7610.56,7676.88,910.28,903.23,895.55,904.0,42.79,43.82,41.17,41.96,4.62,4.75,4.54,4.62,31.11,31.0,29.69,30.41,3.3,3.29,3.23,3.33
CN9,4G,2,2,3,848,1045,1319,1909,1276,1508,1443.00,2956,8459.91,8171.03,8402.99,8176.04,998.44,969.38,994.85,971.76,49.92,51.12,48.03,48.95,5.39,5.54,5.3,5.39,36.29,36.16,34.63,35.47,3.85,3.84,3.77,3.89
CN9,4G,2,2,4,840,1020,1237,2474,1316,1500,1444.60,3010,8462.58,8444.87,8627.0,8229.04,1004.65,998.91,1010.61,981.15,49.92,51.12,48.03,48.95,5.38,5.54,5.3,5.39,36.29,36.16,34.63,35.47,3.85,3.84,3.77,3.89
CN9,4G,2,2,5,848,1037,1352,1844,1306,1514,1448.80,3026,8370.75,8263.38,8308.34,7987.55,991.25,979.87,979.63,956.55,49.92,51.12,48.03,48.95,5.38,5.54,5.3,5.39,36.29,36.16,34.63,35.47,3.85,3.84,3.77,3.89
CN9,4G,2,4,1,1037,1319,1713,1975,1206,1408,1342.36,2750,7970.59,8117.38,8032.68,7981.73,946.68,950.92,942.23,934.05,49.92,51.12,48.03,48.95,5.38,5.54,5.3,5.39,31.11,31.0,29.69,30.41,3.3,3.29,3.23,3.33
CN9,4G,2,4,2,1045,1336,1729,2704,1306,1440,1372.36,2831,7652.53,7617.38,7656.84,7720.55,900.04,890.43,893.03,897.34,42.79,43.81,41.17,41.96,4.62,4.75,4.54,4.62,31.11,31.0,29.69,30.4,3.3,3.29,3.23,3.33
CN9,4G,2,4,3,1012,1319,1680,2147,1218,1426,1366.91,2801,7909.77,7900.73,7872.37,7747.58,928.84,930.92,927.14,915.96,49.92,51.12,48.03,48.95,5.38,5.54,5.3,5.39,31.11,31.0,29.69,30.4,3.3,3.29,3.23,3.33
CN9,4G,2,4,4,1029,1303,1745,1991,1262,1426,1365.40,2866,8449.07,8507.25,8593.6,8621.12,1012.36,1016.57,1021.89,1027.31,49.92,51.12,48.03,48.95,5.38,5.54,5.3,5.39,36.29,36.16,34.63,35.47,3.85,3.84,3.77,3.89
CN9,4G,2,4,5,1037,1352,1762,2008,1286,1422,1365.64,2838,7966.22,8011.91,7974.39,7887.57,946.34,948.63,944.85,929.69,49.92,51.12,48.03,48.95,5.38,5.54,5.3,5.39,36.29,36.16,34.63,35.47,3.85,3.84,3.77,3.89
CN9,4G,2,8,1,1020,1336,1762,5604,1276,1432,1371.27,2842,7475.31,7577.22,7392.91,7549.47,877.44,878.81,867.66,881.5,42.79,43.81,41.17,41.95,4.62,4.75,4.54,4.62,31.11,31.0,29.69,30.4,3.3,3.29,3.23,3.33
CN9,4G,2,8,2,1012,1336,1696,1860,1262,1434,1370.18,2847,7803.12,7830.27,7788.73,7761.11,919.15,923.13,922.39,916.65,49.92,51.11,48.03,48.95,5.38,5.54,5.3,5.39,31.1,31.0,29.68,30.4,3.3,3.29,3.23,3.33
CN9,4G,2,8,3,1045,1369,1909,3163,1212,1404,1345.09,2777,7627.25,7638.95,7655.35,7568.24,912.18,907.13,906.79,897.57,42.79,43.81,41.17,41.95,4.62,4.75,4.54,4.62,31.1,31.0,29.68,30.4,3.3,3.29,3.23,3.33
CN9,4G,2,8,4,1029,1352,1745,2040,1272,1386,1346.82,2812,7986.13,8156.62,8155.25,7955.29,945.31,959.98,952.55,931.77,49.92,51.11,48.03,48.95,5.38,5.54,5.3,5.39,36.29,36.16,34.63,35.47,3.85,3.84,3.77,3.89
CN9,4G,2,8,5,1004,1303,2024,7373,1270,1450,1376.73,2842,7892.97,7747.12,7878.09,7844.97,928.63,903.12,920.1,912.43,49.91,51.11,48.02,48.94,5.38,5.54,5.3,5.39,31.1,31.0,29.68,30.4,3.3,3.29,3.23,3.33
CN9,4G,2,12,1,1037,1336,1762,2180,1292,1452,1377.64,2848,7581.03,7394.9,7474.86,7418.31,888.75,868.74,869.77,862.44,49.91,51.11,48.02,48.94,5.38,5.54,5.3,5.39,31.1,31.0,29.68,30.4,3.3,3.29,3.23,3.33
