
CN8,256MB,16,1,1,6259,9110,14353,65799,5689
CN8,256MB,16,1,2,7504,20317,22676,11609834,337
CN8,256MB,16,1,3,1516,2966,11469,14222,14.8
CN8,256MB,16,1,4,1844,3130,12256,18482,14.1
CN8,256MB,16,1,5,1434,3032,14353,17171,13.1
CN8,256MB,16,1,6,1532,2769,5604,13304,14.9
CN8,256MB,16,1,7,1483,2573,14091,21627,14.8
CN8,256MB,16,1,8,1500,3163,8291,15533,14.2
CN8,256MB,16,1,9,1237,1729,3228,14615,17.3
CN8,256MB,16,1,10,1467,2933,7177,12256,15.4
CN8,256MB,16,1,11,1500,2868,7832,13960,14.2
CN8,256MB,16,1,12,1483,2507,6325,15270,15.6
CN8,256MB,16,1,13,2057,5080,10028,19006,13.3
CN8,256MB,16,1,14,1582,3228,7963,10290,15.0
CN8,256MB,16,1,15,1614,3032,7111,10683,14.7
CN8,256MB,16,1,16,1532,4015,11207,22676,14.5
CN8,256MB,16,1,17,1270,1795,4752,12387,16.6
CN8,256MB,16,1,18,1254,1827,4113,6980,16.4
CN8,256MB,16,1,19,1336,3490,10552,13304,15.0
CN8,256MB,16,1,20,1205,1631,6783,10552,16.8
CN8,256MB,16,1,21,1483,3195,9110,13829,14.9
CN8,256MB,16,1,22,1958,5604,13042,14353,13.5
CN8,256MB,16,1,23,1713,3490,7963,9372,14.0
CN8,256MB,16,1,24,1418,3064,13566,15926,13.0
CN8,256MB,16,1,25,1598,4228,10159,19268,13.6
CN8,256MB,16,1,26,1237,1827,6783,17695,15.8
CN8,256MB,16,1,27,1336,2024,4817,15270,16.8
CN8,256MB,16,1,28,1352,3163,9241,14091,15.3
CN8,256MB,16,1,29,1647,3130,5145,15008,15.6
CN8,256MB,16,1,30,1549,3163,10290,14615,15.4
CN8,256MB,16,1,31,1958,4621,12649,14746,12.9
CN8,256MB,16,1,32,1876,3523,6325,13960,14.2
CN8,256MB,16,1,33,1565,2442,4015,7701,15.4
CN8,256MB,16,1,34,1434,3523,10290,16319,14.4
CN8,256MB,16,1,35,1254,1647,3228,10945,16.9
CN8,256MB,16,1,36,1287,1844,4047,13173,16.5
CN8,256MB,16,1,37,1565,3523,9110,16909,14.4
CN8,256MB,16,1,38,1811,3228,14091,14615,14.3
CN8,256MB,16,1,39,1385,2737,11863,14091,15.0
CN8,256MB,16,1,40,1434,3359,7963,12780,15.2
CN8,256MB,16,1,41,1237,1647,5407,13304,17.2
CN8,256MB,16,1,42,1352,2147,7570,14484,16.0
CN8,256MB,16,1,43,1598,4293,10945,16450,13.9
CN8,256MB,16,1,44,1614,3720,14091,17171,13.5
CN8,256MB,16,1,45,1582,3523,13960,19006,15.1
CN8,256MB,16,1,46,1713,4359,11207,14746,14.4
CN8,256MB,16,1,47,1254,1582,8848,13435,16.6
CN8,256MB,16,1,48,1254,1811,2737,5932,16.8
CN8,256MB,16,1,49,1663,4752,13173,19268,13.9
CN8,256MB,16,1,50,1418,2474,4752,11994,15.3
CN8,256MB,16,1,51,1598,3064,6325,10159,15.4
CN8,256MB,16,1,52,1844,4883,12125,17957,13.3
CN8,256MB,16,1,53,1565,3130,13960,22938,14.5
CN8,256MB,16,1,54,1369,2442,10159,14222,14.9
CN8,256MB,16,1,55,1385,3589,11994,21365,15.0
CN8,256MB,16,1,56,1254,1860,9896,13304,16.6
CN8,256MB,16,1,57,1795,3064,6980,9765,14.4
CN8,256MB,16,1,58,1745,5276,14746,17695,13.5
CN8,256MB,16,1,59,1844,3359,8291,15270,14.4
CN8,256MB,16,1,60,1582,3392,9896,14746,15.2
CN8,256MB,16,1,61,2089,5538,13698,16450,12.7
CN8,256MB,16,1,62,1827,3130,13566,20055,13.9
CN8,256MB,16,1,63,1188,1614,8586,14091,16.8
CN8,256MB,16,1,64,1876,4555,12256,16188,13.9
CN8,256MB,16,1,65,1631,3195,7767,11600,14.4
CN8,256MB,16,1,66,1483,2442,5014,14091,15.6
CN8,256MB,16,1,67,1614,5211,14615,21365,13.3
CN8,256MB,16,1,68,1663,2900,13960,14877,14.2
CN8,256MB,16,1,69,1336,2114,5014,16450,16.1
