1022-1637
CN8,32G,1,12,1,758,824,1172,1696,1304,1560,1464.73,1536,4124.6,4121.22,3992.71,3941.14,429.17,427.41,428.25,425.76,4024.37,4061.73,4033.01,3996.02,429.25,430.66,427.09,427.12,3927.69,3869.81,3861.6,3891.92,412.46,413.48,412.38,412.52
CN8,32G,1,12,2,758,824,1139,1909,1336,1556,1459.73,1530,3998.7,5314.67,4100.04,4044.53,426.87,535.14,430.59,427.21,3990.03,3093.48,4045.1,4062.48,427.68,321.93,427.42,427.79,4105.8,4001.07,4044.28,4113.85,428.05,428.59,428.57,428.61
CN8,32G,1,12,3,725,766,988,1876,1326,1524,1463.61,1535,4205.08,4380.41,4272.82,4214.24,444.13,444.52,445.81,444.63,4006.65,4068.9,4060.87,4033.8,426.98,430.21,428.25,427.17,4126.34,4060.77,4022.06,4039.08,429.85,428.25,428.44,427.07
CN8,32G,1,12,4,783,979,1369,1745,1180,1564,1437.58,1509,4112.69,4209.82,4093.8,4068.35,428.28,428.11,429.75,427.37,4065.73,3989.41,4023.38,4032.49,429.64,427.89,427.76,427.51,3870.55,3905.01,3824.47,3849.53,411.02,412.15,410.8,411.77
CN8,32G,1,12,5,742,816,1205,1811,1278,1544,1474.23,1546,4103.04,4068.21,4055.3,4031.67,428.0,427.99,428.72,427.9,4112.85,4045.84,4055.15,4098.96,429.72,428.72,429.02,429.53,4052.77,4023.13,3976.53,4030.94,428.73,428.27,427.86,427.66
CN8,32G,2,12,1,1090,1745,2311,2540,564,1494,1286.90,2660,7141.51,6980.45,7019.06,7067.31,742.38,742.2,742.46,744.98,7123.34,7064.3,7011.44,7137.2,745.55,744.72,741.78,745.31,7213.24,6989.95,6961.03,7057.25,746.6,743.14,741.71,742.52
CN8,32G,2,12,2,1123,1729,2008,2180,650,1450,1285.02,2693,6993.22,6993.93,7106.74,7119.22,739.34,742.4,746.04,744.93,6892.6,6779.68,6808.59,6815.95,721.31,720.15,720.67,720.65,6803.82,6820.18,6787.72,6730.58,716.87,719.47,719.83,717.11
CN8,32G,2,12,3,1221,1762,2057,2180,636,1480,1282.99,2690,7267.98,7239.1,7350.96,7296.34,769.25,767.14,774.34,766.95,7172.63,7042.15,7074.89,7073.82,743.59,741.78,743.2,743.55,7068.46,7035.9,7092.05,7041.97,743.58,745.0,742.97,743.68
CN8,32G,2,12,4,1004,1680,1958,2073,636,1500,1325.11,2766,7570.09,7496.89,7590.64,7542.86,797.47,795.55,799.73,794.8,7581.3,7468.49,7578.93,7485.72,795.3,795.72,797.64,797.11,7273.83,7300.84,7300.51,7211.08,768.6,768.18,770.68,767.46
CN8,32G,2,12,5,1074,1598,1958,2212,666,1486,1281.05,2675,7339.47,7163.86,7288.94,7348.71,768.16,767.69,770.36,769.91,7311.72,7311.37,7253.1,7288.53,768.72,768.04,766.73,768.96,7301.26,7294.23,7235.0,7288.58,768.85,770.25,768.73,769.12
CN8,32G,4,12,1,1434,1991,3326,5669,638,1422,1121.12,4668,10716.38,10615.19,10654.85,10546.65,1308.42,1303.5,1302.53,1293.51,10848.66,10834.81,10850.49,10855.0,1329.11,1329.57,1329.53,1329.56,10828.75,10818.03,10777.13,10784.7,1325.43,1321.87,1317.28,1318.59
CN8,32G,4,12,2,1385,1926,2835,5014,592,1388,1115.73,4452,10272.73,10211.12,10244.72,10227.32,1254.09,1252.42,1253.79,1253.25,10210.52,10211.36,10205.78,10256.9,1251.83,1253.38,1252.72,1253.93,10240.17,10231.59,10296.15,10248.57,1253.66,1253.08,1254.87,1251.95
CN8,32G,4,12,3,1336,1860,2868,6063,732,1390,1122.90,4638,9814.55,9889.35,9805.98,9795.12,1187.77,1188.37,1186.64,1186.8,9802.26,10350.2,9707.73,9877.56,1186.51,1259.39,1186.02,1188.72,9442.05,8991.04,9453.59,9480.36,1153.92,1084.45,1154.92,1155.55
CN8,32G,4,12,4,1483,2311,12387,21627,652,1384,1089.02,4542,10397.93,10911.78,10436.18,10883.64,1254.28,1331.59,1254.46,1330.08,9697.23,10268.39,10809.35,10247.89,1176.46,1253.75,1329.57,1252.63,9644.22,10857.87,9229.94,10259.62,1175.82,1329.92,1101.28,1253.12
CN8,32G,4,12,5,1401,5669,17957,33424,618,1348,1009.17,4125,10044.36,9202.77,9254.94,9512.09,1225.34,1088.02,1088.22,1154.53,9210.62,9847.08,9249.14,9366.89,1124.38,1195.34,1125.54,1127.46,9308.4,9351.29,9460.33,9387.4,1125.67,1127.07,1128.86,1127.95
CN8,32G,8,12,1,9503,24249,45351,69731,200,1308,515.50,4023,10432.25,10143.49,9812.84,10083.2,1274.31,1235.06,1196.59,1234.89,9692.59,9996.6,9950.86,10309.75,1180.64,1217.97,1217.27,1256.22,9659.09,9955.94,10299.29,9924.48,1179.82,1217.54,1256.54,1217.52
CN8,32G,8,12,2,8717,19792,36963,55313,329,1308,527.23,4406,10143.81,10184.05,10480.66,10155.24,1235.62,1236.85,1274.37,1235.93,9922.78,10444.87,10140.65,10152.14,1200.0,1274.68,1235.79,1236.0,9977.66,9988.41,9762.85,9968.09,1217.84,1218.43,1182.18,1218.02
CN8,32G,8,12,3,8848,20841,35914,56361,264,1332,531.23,4157,9722.04,9759.69,9745.69,10056.13,1186.12,1186.26,1186.22,1223.64,10133.29,9750.56,9718.72,9744.11,1224.14,1185.89,1185.29,1185.67,9274.08,9738.11,9751.22,9698.87,1115.46,1186.25,1186.38,1185.4
CN8,32G,8,12,4,8356,25560,35914,52167,318,1396,528.43,4417,10686.89,10679.32,10718.01,10711.69,1305.86,1307.98,1305.01,1305.97,10857.08,10885.06,10837.88,10847.77,1328.92,1328.7,1328.29,1328.06,10837.81,10829.22,10832.61,10826.5,1328.16,1328.77,1328.65,1328.39
CN8,32G,8,12,5,4686,25822,29754,51643,336,1380,552.91,4625,11028.47,11054.76,11052.83,11095.91,1355.62,1356.35,1359.2,1363.16,11128.38,11119.19,11143.06,11126.51,1368.08,1366.91,1368.79,1368.06,10984.3,10970.12,10974.96,10977.32,1348.4,1348.54,1348.77,1348.54
CN8,32G,16,12,1,25560,49021,77071,105382,108,1185,283.47,4446,11366.69,11174.06,11207.35,11348.13,1390.77,1369.33,1369.97,1390.81,10894.61,11047.07,11025.32,11533.28,1327.85,1349.15,1348.88,1412.28,11301.64,11285.07,11111.85,10801.6,1380.13,1380.13,1359.46,1317.17
CN8,32G,16,12,2,22152,44827,73925,100140,114,1336,295.51,4435,10387.18,10264.4,10226.99,10412.49,1270.86,1251.79,1251.29,1271.35,10614.06,10430.11,10466.23,10417.74,1291.18,1271.65,1271.38,1270.85,10327.64,10050.33,10648.87,10535.72,1261.78,1223.9,1301.42,1282.12
CN8,32G,16,12,3,20317,39584,70779,98042,162,1216,269.92,4514,11372.07,11377.91,11377.93,11367.19,1393.89,1394.88,1394.27,1393.18,11367.72,11360.16,11374.95,11365.98,1393.19,1392.07,1394.05,1392.21,11365.02,11365.6,11349.36,11379.97,1393.25,1393.03,1391.92,1393.67
CN8,32G,16,12,4,26084,51119,83362,108528,1059,253.96,3994,,10001.18,10477.53,10123.83,10126.24,1217.28,1274.27,1235.54,1235.57,9951.84,9806.9,10067.24,10029.35,1209.63,1190.9,1227.81,1227.31,10048.56,10210.59,10302.12,10116.89,1226.96,1245.94,1248.09,1228.28
CN8,32G,16,12,5,20055,36963,66323,99091,154,1124,267.47,4478,11128.53,11109.59,11134.02,11147.8,1364.07,1362.97,1365.02,1365.94,11246.02,11225.01,11233.94,11226.5,1374.96,1373.97,1376.39,1375.11,11216.21,11200.28,11221.67,11202.81,1369.93,1368.03,1368.92,1367.8
