
CN10,4G,16,1,1,4228,9372,2139096,2868904,1323
CN10,4G,16,1,2,4015,7308,1988101,4177527,1464
CN10,4G,16,1,3,3785,7177,2701132,4395631,1270
CN10,4G,16,1,4,3130,6194,2122318,5737808,1563
CN10,4G,16,1,5,3752,6915,2231370,3875537,1490
CN10,4G,16,1,6,4178,8586,2566915,4999611,1009
CN10,4G,16,1,7,5342,9765,3942646,5670700,860
CN10,4G,16,1,8,3359,5997,2701132,4143973,1797
CN10,4G,16,1,9,5407,11338,2768241,3774874,902
CN10,4G,16,1,10,13960,21365,2332034,4395631,1562
CN10,4G,16,1,11,4817,10945,3036677,5200937,863
CN10,4G,16,1,12,3687,7308,2734687,5402264,977
CN10,4G,16,1,13,5080,10945,2566915,5536482,1337
CN10,4G,16,1,14,6521,11469,2164261,4009755,1102
CN10,4G,16,1,15,7373,14353,2936013,4596958,695
CN10,4G,16,1,16,5407,9372,2466251,5133829,1491
CN10,4G,16,1,17,3687,7898,1820328,4798284,1994
CN10,4G,16,1,18,4817,8717,1937769,5536482,1759
CN10,4G,16,1,19,5932,9503,2264925,5872026,1130
CN10,4G,16,1,20,5145,8848,2667578,4395631,895
CN10,4G,16,1,21,4817,8717,2071987,4043310,2050
CN10,4G,16,1,22,4686,8029,1300235,5603591,1457
CN10,4G,16,1,23,4686,8291,1853883,4462740,1196
CN10,4G,16,1,24,4146,7373,1132463,4211082,1199
CN10,4G,16,1,25,4883,8586,1652556,3707765,1758
CN10,4G,16,1,26,3818,6783,1853883,4110418,1587
CN10,4G,16,1,27,3818,7177,1971323,4211082,1680
CN10,4G,16,1,28,3752,8225,2298479,4395631,1152
CN10,4G,16,1,29,2999,5932,1786774,4865393,1661
CN10,4G,16,1,30,4424,8586,2197816,3909092,1202
CN10,4G,16,1,31,4948,8848,2088764,4596958,1085
CN10,4G,16,1,32,3884,7242,1904215,4177527,1429
CN10,4G,16,1,33,4490,10290,2088764,6006244,1076
CN10,4G,16,1,34,4817,8717,1853883,3875537,1118
CN10,4G,16,1,35,4883,8291,1920992,4110418,1618
CN10,4G,16,1,36,4080,9765,2164261,5804917,1094
CN10,4G,16,1,37,4293,7898,2399142,4328522,1176
CN10,4G,16,1,38,3752,7373,2432697,4865393,1321
CN10,4G,16,1,39,4752,8717,1837106,3305112,2120
CN10,4G,16,1,40,4555,7963,1971323,3808429,2076
CN10,4G,16,1,41,3982,9372,2466251,5335155,1133
CN10,4G,16,1,42,4113,8160,2264925,4932502,1333
CN10,4G,16,1,43,5473,8356,2088764,4932502,1823
CN10,4G,16,1,44,6980,15270,2634023,4328522,853
CN10,4G,16,1,45,6718,14615,2667578,5335155,1008
CN10,4G,16,1,46,4359,7111,1635779,4043310,2186
CN10,4G,16,1,47,4228,9634,1820328,4932502,1456
CN10,4G,16,1,48,4555,7373,1719665,4244636,2390
CN10,4G,16,1,49,4047,7701,1870660,4596958,2031
CN10,4G,16,1,50,4621,10421,2432697,4328522,1220
CN10,4G,16,1,51,3425,6521,2432697,4731175,1903
CN10,4G,16,1,52,4113,9241,2499806,4462740,1646
CN10,4G,16,1,53,5932,11731,2432697,3707765,1486
CN10,4G,16,1,54,5407,8455,1652556,2835350,1780
CN10,4G,16,1,55,4686,8356,2164261,4932502,2014
CN10,4G,16,1,56,4555,8848,2566915,3539993,1291
CN10,4G,16,1,57,7570,14353,2936013,4596958,932
CN10,4G,16,1,58,5800,9110,2365588,3707765,1182
CN10,4G,16,1,59,4752,8225,1719665,3439330,2213
CN10,4G,16,1,60,4752,8717,2004878,3305112,1702
CN10,4G,16,1,61,4424,9765,3103785,4278191,1522
CN10,4G,16,1,62,4359,8717,2298479,4462740,1678
CN10,4G,16,1,63,5145,8717,1719665,4009755,1556
CN10,4G,16,1,64,5014,8291,2600469,3741320,1282
CN10,4G,16,1,65,6456,11469,2936013,4798284,1499
CN10,4G,16,1,66,7963,18482,3103785,4462740,657
CN10,4G,16,2,1,8979,421528,3204449,4596958,420
CN10,4G,16,1,67,4047,8455,3103785,5402264,1165
CN10,4G,16,2,2,7635,526386,4462740,5804917,325
CN10,4G,16,1,68,8291,683672,4731175,6073353,325
CN10,4G,16,2,3,6980,23725,3305112,4462740,539
CN10,4G,16,1,69,6718,27919,3405775,4932502,536
CN10,4G,16,2,4,10814,29492,4596958,7415530,383
CN10,4G,16,1,70,11076,404751,4596958,7415530,330
CN10,4G,16,2,5,14222,1283458,5133829,5804917,256
CN10,4G,16,1,71,12780,616563,4798284,5804917,258
CN10,4G,16,2,6,7504,48497,2936013,3909092,578
CN10,4G,16,1,72,7963,258999,2936013,3909092,574
CN10,4G,16,1,73,4293,8094,2902459,4798284,1301
CN10,4G,16,2,7,4228,9241,3506439,6006244,832
