,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write
83,CN9,16G,8,24,21522.0,31064.0,68629.0,121425.0,118.0,1238.0,182.11,1526.4,11289.56,11282.61,11284.11,11270.62,1386.63,1385.95,1386.79,1385.42
84,CN9,32G,1,1,768.0,924.0,2153.0,4289.0,1281.0,1506.0,1450.62,1521.8,10690.53,10662.19,10585.66,10468.78,1266.36,1265.15,1264.52,1263.73
85,CN9,32G,1,2,799.0,974.0,1558.0,3038.0,1154.0,1494.0,1440.72,1510.8,10371.92,10331.45,10319.84,10261.31,1244.95,1243.79,1242.97,1243.97
86,CN9,32G,1,4,843.0,1063.0,1614.0,2392.0,1249.0,1495.0,1438.0,1508.0,10250.28,10173.04,10163.18,10189.0,1243.84,1240.73,1241.44,1242.04
87,CN9,32G,1,8,840.0,1046.0,1591.0,2343.0,1264.0,1477.0,1414.81,1483.8,10090.84,10045.84,10006.71,10014.81,1225.34,1223.82,1223.06,1223.45
88,CN9,32G,1,12,830.0,1025.0,1558.0,2553.0,1247.0,1480.0,1420.75,1489.6,10146.36,10113.24,10078.67,10084.39,1234.73,1232.99,1231.86,1232.27
89,CN9,32G,1,24,822.0,1039.0,1558.0,2469.0,1251.0,1491.0,1433.27,1503.0,10116.52,10118.82,10095.78,10102.2,1233.96,1232.82,1232.91,1232.41
90,CN9,32G,2,1,3711.0,6734.0,23134.0,77464.0,442.0,1505.0,742.13,1479.75,10284.72,8291.78,12163.09,10215.53,1255.69,1010.5,1494.24,1254.33
91,CN9,32G,2,2,5577.0,9765.0,20474.0,65536.0,447.0,1357.0,650.85,1357.2,9934.36,10827.78,9882.11,9931.67,1179.5,1288.87,1184.89,1178.83
92,CN9,32G,2,4,4113.0,10237.0,22256.0,58406.0,512.0,1447.0,781.94,1607.8,11180.28,11183.63,11155.13,11081.66,1371.29,1372.97,1369.42,1364.3
93,CN9,32G,2,8,4198.0,10263.0,24091.0,64016.0,486.0,1434.0,770.92,1594.8,11067.39,11078.71,11046.52,11028.09,1358.93,1360.56,1356.61,1356.05
94,CN9,32G,2,12,4132.0,10342.0,22780.0,61656.0,505.0,1444.0,777.6,1601.8,11069.04,11060.83,11065.93,11041.86,1358.6,1358.47,1358.07,1357.56
95,CN9,32G,2,24,4299.0,10578.0,24301.0,52796.0,472.0,1448.0,768.22,1581.8,11007.5,11004.04,10993.53,10978.64,1352.11,1352.12,1350.34,1349.14
96,CN9,32G,4,1,8454.0,13479.0,28487.0,74012.0,214.0,1420.0,384.87,1555.33,10297.13,11005.57,10342.55,12490.23,1232.31,1331.24,1231.36,1532.38
97,CN9,32G,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,CN9,32G,4,4,12229.0,19372.0,41891.0,91121.0,249.0,1265.0,371.94,1545.6,11400.52,11441.99,11417.73,11428.03,1400.87,1404.24,1402.18,1402.77
99,CN9,32G,4,8,12334.0,19530.0,39374.0,82104.0,240.0,1362.0,368.44,1531.8,11346.66,11357.19,11390.55,11370.1,1396.05,1396.61,1397.27,1396.92
100,CN9,32G,4,12,12387.0,19530.0,42310.0,85040.0,240.0,1386.0,368.04,1532.4,11346.38,11330.79,11386.67,11345.62,1394.77,1393.31,1397.14,1394.01
101,CN9,32G,4,24,12491.0,19635.0,43359.0,85249.0,242.0,1382.0,368.89,1536.4,11330.01,11314.14,11322.28,11321.81,1392.55,1391.15,1391.74,1391.68
