,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write
0,CN9,4G,1,1,871.0,1090.0,1571.0,4034.0,1335.0,1515.0,1436.24,1514.0,5349.08,5270.73,5486.6,5279.76,631.3,626.66,627.93,624.73
1,CN9,4G,1,2,850.0,1050.0,1434.0,10740.0,1302.0,1518.0,1430.4,1507.6,5817.69,5817.57,5920.18,5868.97,692.08,687.54,688.24,685.51
2,CN9,4G,1,4,863.0,1064.0,1581.0,12160.0,1288.0,1469.0,1416.04,1489.2,5504.02,5464.56,5521.02,5463.26,654.31,645.86,648.67,646.97
3,CN9,4G,1,8,892.0,1086.0,1689.0,2507.0,1275.0,1482.0,1407.72,1484.8,5483.63,5493.69,5495.23,5514.69,651.59,647.36,647.86,647.85
4,CN9,4G,1,12,911.0,1141.0,1637.0,2150.0,1329.0,1493.0,1415.65,1486.0,5169.14,5152.86,5206.14,5136.28,610.54,608.26,608.21,606.56
5,CN9,4G,1,24,891.0,1083.0,1568.0,2463.0,1294.0,1492.0,1410.52,1484.6,5572.44,5531.49,5536.93,5510.68,655.5,649.92,646.68,648.0
6,CN9,4G,2,1,2834.0,5551.0,10551.0,25572.0,672.0,1516.0,983.93,2017.8,8816.19,8782.56,8890.65,8887.54,1058.5,1053.45,1054.25,1060.5
7,CN9,4G,2,2,828.0,1020.0,1465.0,3053.0,1322.0,1508.0,1447.02,3009.4,8454.42,8527.31,8686.16,8546.33,1014.25,1026.43,1034.62,1029.3
8,CN9,4G,2,4,963.0,1224.0,1742.0,3262.0,1296.0,1450.0,1384.22,2863.6,8296.23,8687.19,8674.71,8667.78,1002.02,1045.97,1038.07,1043.53
9,CN9,4G,2,8,964.0,1250.0,1878.0,3297.0,1277.0,1443.0,1380.94,2857.4,8511.38,8605.86,8408.62,8670.4,1017.61,1029.57,1007.34,1038.56
10,CN9,4G,2,12,974.0,1266.0,1861.0,3483.0,1288.0,1441.0,1377.43,2842.0,8798.11,8810.76,8620.92,8770.37,1055.35,1055.95,1034.97,1057.21
11,CN9,4G,2,24,974.0,1257.0,1804.0,4262.0,1282.0,1445.0,1379.64,2843.2,8512.58,8471.84,8388.41,8643.56,1017.21,1011.4,1003.7,1028.86
12,CN9,4G,4,1,8277.0,14877.0,24773.0,65326.0,271.0,1472.0,481.7,1915.6,9753.19,9967.18,9725.6,10063.5,1165.19,1193.52,1181.25,1201.37
13,CN9,4G,4,2,9739.0,16974.0,27237.0,48182.0,149.0,1403.0,431.14,1628.0,9654.1,9683.34,9730.02,9734.92,1172.17,1171.19,1171.88,1170.87
14,CN9,4G,4,4,9188.0,16450.0,26451.0,52324.0,307.0,1386.0,497.37,2057.0,9956.99,10153.86,10066.56,10090.31,1208.44,1225.02,1219.33,1221.87
15,CN9,4G,4,8,9319.0,17328.0,29963.0,51433.0,295.0,1369.0,493.28,2034.2,9730.4,9772.62,9988.96,9828.98,1188.18,1188.75,1203.75,1194.94
16,CN9,4G,4,12,9686.0,17472.0,27709.0,47579.0,299.0,1379.0,492.01,2034.4,9694.52,10010.61,9763.33,9941.35,1179.25,1210.23,1184.4,1208.71
17,CN9,4G,4,24,9241.0,16332.0,26870.0,42415.0,307.0,1396.0,498.76,2066.8,9892.73,9955.67,9805.72,9961.26,1203.89,1208.44,1191.48,1210.85
18,CN9,4G,8,1,16187.0,22545.0,44401.0,81658.0,125.0,1363.0,208.15,1669.5,10688.01,10567.92,10494.55,10776.09,1306.35,1287.31,1279.96,1296.81
19,CN9,4G,8,2,17345.0,24074.0,38885.0,75061.0,124.0,1376.0,212.23,1679.0,10315.28,10663.67,10567.7,10535.4,1258.24,1307.59,1287.48,1286.95
20,CN9,4G,8,4,20316.0,28338.0,54683.0,85512.0,144.0,1250.0,206.82,1727.0,10580.65,10545.99,10607.37,10610.36,1295.21,1293.41,1297.02,1296.37
21,CN9,4G,8,8,20159.0,28495.0,52901.0,96154.0,133.0,1228.0,204.75,1711.8,10567.96,10459.47,10583.2,10521.37,1289.58,1282.19,1292.98,1289.05
22,CN9,4G,8,12,20421.0,28390.0,53844.0,103285.0,139.0,1239.0,206.82,1726.0,10697.42,10587.84,10604.57,10616.7,1305.87,1292.36,1298.17,1296.99
23,CN9,4G,8,24,20107.0,28338.0,53739.0,98986.0,136.0,1257.0,204.67,1713.2,10525.36,10472.2,10468.76,10583.06,1285.63,1281.67,1280.37,1293.06
24,CN9,4G,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,CN9,4G,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,CN9,4G,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,CN9,4G,16,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,CN9,4G,16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,CN9,4G,16,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,CN9,8G,1,1,828.0,1051.0,1640.0,2513.0,1280.0,1490.0,1410.02,1479.6,7471.2,7300.75,7365.62,7259.19,861.76,856.61,858.22,854.69
31,CN9,8G,1,2,858.0,1063.0,1683.0,27450.0,1227.0,1484.0,1412.04,1482.0,7940.25,6568.45,6546.5,7924.33,949.09,763.22,762.45,946.95
32,CN9,8G,1,4,846.0,1065.0,1385.0,1910.0,1310.0,1491.0,1439.04,1509.2,7357.78,7369.78,7341.14,7365.67,878.96,875.04,876.19,875.77
33,CN9,8G,1,8,858.0,1106.0,1635.0,3503.0,1296.0,1486.0,1426.76,1496.2,7402.8,7365.48,7333.42,7403.54,880.05,874.39,875.64,875.69
34,CN9,8G,1,12,858.0,1054.0,1401.0,1845.0,1318.0,1479.0,1430.4,1500.4,7621.53,7572.84,7513.43,7441.45,897.39,893.5,894.93,892.49
35,CN9,8G,1,24,881.0,1109.0,1632.0,4275.0,1267.0,1489.0,1417.42,1487.2,7570.84,7542.93,7529.69,7495.44,898.77,892.77,894.84,893.71
36,CN9,8G,2,1,3365.0,5787.0,13226.0,36989.0,640.0,1494.0,838.58,1740.0,9738.37,9794.05,9780.8,9808.67,1186.91,1185.56,1185.79,1185.51
37,CN9,8G,2,2,3106.0,7687.0,14824.0,39243.0,576.0,1415.0,909.55,1882.6,9777.92,9758.95,9702.02,9710.95,1181.34,1185.44,1175.55,1179.75
38,CN9,8G,2,4,1798.0,7845.0,15939.0,68026.0,584.0,1419.0,992.83,2038.2,9869.9,9683.68,9748.22,9886.36,1196.64,1177.95,1185.89,1198.96
39,CN9,8G,2,8,1927.0,8657.0,18416.0,49074.0,559.0,1439.0,966.13,1982.2,9696.06,9599.91,9609.61,9570.65,1178.89,1165.96,1166.74,1164.33
40,CN9,8G,2,12,2256.0,7923.0,16240.0,31798.0,634.0,1419.0,973.33,2005.6,9664.79,9923.17,9856.63,9959.31,1167.12,1202.08,1190.43,1214.5
41,CN9,8G,2,24,1756.0,7825.0,15165.0,31851.0,634.0,1425.0,1004.7,2069.8,10146.45,9927.42,9974.43,9730.16,1230.01,1203.46,1210.02,1182.78
42,CN9,8G,4,1,8422.0,13881.0,29832.0,67476.0,230.0,1438.0,408.09,1591.6,10499.32,10600.79,10501.84,10459.83,1273.95,1269.1,1271.59,1276.12
43,CN9,8G,4,2,9607.0,16161.0,30094.0,72876.0,204.0,1471.0,415.57,1613.2,10528.56,10333.3,10632.83,10755.04,1288.55,1259.53,1291.39,1312.19
44,CN9,8G,4,4,11390.0,18796.0,33030.0,61761.0,285.0,1379.0,409.54,1705.4,10511.69,10569.25,10729.23,10500.47,1286.4,1291.91,1306.43,1286.0
45,CN9,8G,4,8,11626.0,19373.0,37146.0,84410.0,247.0,1367.0,407.87,1699.2,10353.91,10448.03,10505.39,10385.82,1269.73,1278.07,1280.98,1270.81
46,CN9,8G,4,12,11049.0,18219.0,33607.0,70517.0,280.0,1401.0,417.03,1733.2,10493.33,10575.28,10667.93,10496.17,1285.77,1292.64,1301.13,1285.98
47,CN9,8G,4,24,11311.0,18796.0,35521.0,82313.0,263.0,1360.0,409.81,1705.8,10452.66,10497.08,10666.29,10486.09,1280.53,1284.12,1301.93,1284.45
48,CN9,8G,8,1,16810.0,23331.0,41943.0,88081.0,123.0,1353.0,192.04,1602.0,11107.8,11155.86,11146.88,11068.29,1353.68,1354.66,1366.41,1357.04
49,CN9,8G,8,2,17695.0,24511.0,55313.0,97518.0,121.0,1289.0,192.6,1607.5,10539.8,11173.08,10835.65,10810.86,1288.99,1371.65,1330.38,1329.13
50,CN9,8G,8,4,21207.0,29963.0,62810.0,114924.0,129.0,1257.0,190.73,1596.8,11061.75,11070.5,11077.24,11032.16,1357.41,1359.15,1359.95,1354.79
51,CN9,8G,8,8,21103.0,30383.0,65117.0,101188.0,119.0,1240.0,188.86,1582.4,10972.69,11009.39,10987.87,10961.24,1345.01,1350.35,1346.87,1346.18
52,CN9,8G,8,12,21155.0,29911.0,60660.0,121845.0,126.0,1242.0,189.98,1591.0,11007.45,11002.57,11025.16,10951.4,1351.87,1352.14,1352.07,1345.09
53,CN9,8G,8,24,21260.0,30907.0,60241.0,104962.0,127.0,1275.0,187.44,1569.2,10931.42,10963.79,10949.91,10900.25,1344.71,1345.14,1344.64,1338.53
54,CN9,8G,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,CN9,8G,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,CN9,8G,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,CN9,8G,16,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,CN9,8G,16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,CN9,8G,16,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,CN9,16G,1,1,787.0,982.0,1897.0,4260.0,1182.0,1513.0,1436.92,1507.0,9759.95,9485.63,9663.48,9513.31,1144.19,1137.77,1138.44,1139.13
61,CN9,16G,1,2,817.0,1024.0,1617.0,4093.0,1265.0,1505.0,1445.4,1515.6,8582.8,9979.81,9306.96,9151.7,1002.39,1212.62,1106.68,1106.59
62,CN9,16G,1,4,848.0,1040.0,1450.0,2122.0,1286.0,1484.0,1428.32,1497.6,9079.88,8984.07,9170.59,9021.3,1096.3,1092.55,1093.31,1092.62
63,CN9,16G,1,8,840.0,1040.0,1493.0,3347.0,1285.0,1497.0,1435.52,1505.8,9091.33,9076.78,9153.65,9032.04,1097.23,1095.02,1095.63,1095.26
64,CN9,16G,1,12,801.0,990.0,1368.0,2292.0,1308.0,1499.0,1450.79,1521.0,9143.76,9152.17,9173.73,9094.17,1107.94,1105.83,1106.33,1105.32
65,CN9,16G,1,24,833.0,1027.0,1453.0,2687.0,1322.0,1482.0,1425.12,1494.2,9192.34,9145.3,9143.12,9147.01,1109.45,1105.78,1106.39,1107.65
66,CN9,16G,2,1,3680.0,6298.0,17511.0,64278.0,556.0,1502.0,762.84,1589.0,10590.32,10692.6,10797.06,10647.5,1297.17,1298.24,1307.69,1300.08
67,CN9,16G,2,2,3985.0,8677.0,19333.0,58563.0,523.0,1496.0,799.92,1661.0,10614.43,10570.66,10707.81,10596.31,1297.01,1293.47,1305.76,1291.65
68,CN9,16G,2,4,3562.0,9581.0,20591.0,43988.0,562.0,1423.0,846.32,1750.4,10836.96,10596.78,10715.41,10545.23,1318.65,1298.56,1308.69,1292.96
69,CN9,16G,2,8,3680.0,9791.0,20788.0,52429.0,551.0,1438.0,834.41,1720.8,10675.83,10589.09,10744.16,10618.0,1303.87,1296.27,1308.72,1298.31
70,CN9,16G,2,12,3654.0,9922.0,19739.0,44093.0,566.0,1442.0,834.13,1719.2,10630.86,10498.6,10551.16,10489.67,1296.71,1285.04,1288.07,1282.19
71,CN9,16G,2,24,3804.0,9739.0,21050.0,46295.0,557.0,1423.0,828.43,1715.4,10602.56,10568.57,10587.77,10562.58,1295.76,1293.6,1294.42,1291.23
72,CN9,16G,4,1,8690.0,14064.0,29386.0,75550.0,220.0,1450.0,388.71,1557.6,11066.64,11167.49,11243.71,11150.88,1354.02,1353.73,1354.68,1356.53
73,CN9,16G,4,2,10316.0,16686.0,32768.0,72614.0,246.0,1391.0,383.28,1598.4,11102.83,11093.98,11189.57,11125.21,1365.14,1363.73,1369.94,1367.87
74,CN9,16G,4,4,12151.0,19425.0,42100.0,87189.0,249.0,1359.0,379.94,1584.6,11018.94,11018.42,11055.88,11050.66,1354.63,1354.56,1355.76,1356.98
75,CN9,16G,4,8,11888.0,18901.0,37722.0,75550.0,246.0,1349.0,384.64,1600.6,11108.3,11129.39,11137.61,11106.64,1366.08,1368.28,1366.59,1365.24
76,CN9,16G,4,12,11915.0,18901.0,36622.0,78329.0,259.0,1407.0,386.44,1607.2,11110.49,11123.41,11129.25,11089.91,1365.15,1366.18,1365.13,1363.06
77,CN9,16G,4,24,12124.0,19477.0,40108.0,94949.0,219.0,1360.0,377.0,1573.4,10989.89,10964.87,10991.79,10960.34,1349.2,1346.63,1347.94,1345.75
78,CN9,16G,8,1,17171.0,23550.0,51468.0,96294.0,118.0,1314.0,185.09,1544.0,11417.6,11374.1,11408.63,11370.57,1398.71,1394.75,1396.69,1391.95
79,CN9,16G,8,2,18220.0,25297.0,55837.0,102237.0,102.0,1278.0,183.32,1531.0,11416.22,11437.32,11389.77,11423.3,1402.32,1403.64,1401.65,1401.78
80,CN9,16G,8,4,21627.0,31719.0,66061.0,104963.0,114.0,1256.0,180.23,1510.4,11206.86,11194.09,11201.6,11171.05,1375.41,1374.96,1375.67,1373.39
81,CN9,16G,8,8,21837.0,31956.0,65589.0,109157.0,123.0,1242.0,180.24,1510.6,11228.64,11204.8,11199.52,11193.16,1378.47,1376.35,1375.75,1375.71
82,CN9,16G,8,12,21784.0,32453.0,65484.0,103914.0,113.0,1248.0,180.0,1510.0,11228.44,11252.05,11234.95,11211.2,1380.52,1381.65,1380.66,1378.28
