,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write,pm2_nvme0_io,pm2_nvme1_io,pm2_nvme2_io,pm2_nvme3_io,pm2_nvme0_write,pm2_nvme1_write,pm2_nvme2_write,pm2_nvme3_write
11,CN8,4G,2,24,967.0,1313.0,2082.0,2987.0,1224.0,1374.0,1313.55,2750.0,6091.97,5990.7,6146.37,5979.28,701.14,686.3,707.74,693.88,5603.76,5612.97,5534.11,5559.34,652.63,649.86,646.77,649.7
12,CN8,4G,4,1,3149.0,6875.0,12151.0,28757.0,531.0,1459.0,918.77,3578.0,8474.61,8274.76,8239.12,8272.79,985.63,978.08,958.21,977.95,7957.17,8111.24,7802.76,8106.03,945.59,941.59,930.58,943.22
13,CN8,4G,4,2,3129.0,9038.0,13697.0,32205.0,389.0,1474.0,902.22,3180.4,8273.0,7883.95,7532.62,8306.61,982.21,888.28,886.87,980.5,7770.98,7205.96,7087.03,7699.74,925.57,836.7,825.14,924.06
14,CN8,4G,4,4,2990.0,10735.0,18101.0,38955.0,441.0,1436.0,884.83,3362.6,8139.82,8307.48,8162.0,8101.74,963.1,960.02,958.46,959.36,7650.05,7932.29,7574.71,7274.25,904.78,949.22,902.24,855.82
15,CN8,4G,4,8,952.0,2965.0,5258.0,8674.0,1091.0,1408.0,1273.61,5174.8,8321.61,8321.37,8422.44,8408.43,986.6,977.0,991.44,984.96,8129.73,7962.75,7838.82,8008.27,966.39,950.4,938.83,959.99
16,CN8,4G,4,12,1076.0,10512.0,21417.0,29308.0,490.0,1403.0,1027.45,4100.8,8898.74,9045.0,8869.54,8770.85,1048.11,1043.24,1044.04,1037.87,8105.9,8113.48,8128.62,8025.75,962.49,962.66,961.29,958.83
17,CN8,4G,4,24,927.0,2835.0,7107.0,11882.0,1004.0,1402.0,1272.46,5164.6,8582.63,8510.61,8312.89,8484.13,1004.92,988.32,970.61,992.6,8170.81,8068.14,8097.04,8180.04,972.68,956.34,956.81,970.07
18,CN8,4G,8,1,9247.0,16594.0,23672.0,40764.0,218.0,1441.0,409.84,3175.2,9555.58,9333.32,9492.67,9643.96,1120.61,1121.07,1118.15,1127.23,9105.58,9026.35,9069.52,9138.62,1081.77,1081.07,1083.28,1084.26
19,CN8,4G,8,2,10368.0,17734.0,25087.0,37775.0,143.0,1451.0,436.13,2992.0,9132.96,9062.01,8917.88,9093.52,1086.34,1083.5,1055.07,1083.65,8737.74,8869.07,8882.34,8731.65,1046.77,1049.62,1070.66,1046.8
20,CN8,4G,8,4,12675.0,20421.0,29439.0,40003.0,136.0,1409.0,425.05,3101.0,9353.81,9396.11,9394.68,9338.94,1106.92,1105.52,1117.9,1100.79,9084.96,9226.39,9123.92,9118.5,1100.65,1102.79,1088.39,1085.77
21,CN8,4G,8,8,18153.0,25402.0,36202.0,49598.0,184.0,1299.0,392.24,3095.8,9401.64,9372.89,9375.64,9459.64,1121.69,1119.99,1130.59,1136.63,9025.6,9077.58,8801.72,9011.0,1090.01,1094.03,1056.34,1076.3
22,CN8,4G,8,12,15178.0,23934.0,34682.0,49965.0,209.0,1347.0,416.73,3216.0,9327.7,9160.27,9198.42,9282.18,1105.35,1096.25,1104.81,1111.02,9007.88,9286.03,9004.43,9066.27,1086.05,1109.27,1085.33,1090.93
23,CN8,4G,8,24,14300.0,24196.0,35914.0,45665.0,247.0,1410.0,433.22,3525.2,9509.35,9567.87,9404.09,9501.82,1137.41,1137.7,1122.38,1133.57,9264.06,9319.12,9302.93,9407.63,1113.51,1118.35,1114.73,1125.11
24,CN8,4G,16,1,17957.0,25297.0,34341.0,47449.0,102.0,1474.0,209.29,2961.0,10141.39,10464.61,10155.03,10082.42,1226.29,1230.48,1226.2,1225.19,10109.61,10011.46,10122.48,10042.85,1221.09,1219.79,1221.28,1219.34
25,CN8,4G,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,CN8,4G,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,CN8,4G,16,8,27787.0,42205.0,58720.0,80740.0,136.0,1031.0,191.17,3194.0,10284.7,10084.46,10060.62,10356.7,1240.55,1222.34,1222.84,1244.92,10031.08,10110.09,10124.99,10165.01,1212.63,1219.29,1222.53,1222.2
28,CN8,4G,16,12,29142.0,44302.0,61255.0,78469.0,108.0,1026.0,191.28,2956.0,10095.88,10183.13,10042.66,10160.52,1218.91,1226.63,1215.94,1219.85,9931.68,9989.55,9898.54,9956.93,1197.52,1206.17,1198.54,1200.86
29,CN8,4G,16,24,31283.0,47448.0,68944.0,89653.0,112.0,904.0,185.44,3015.0,10099.03,10046.57,9951.21,9940.64,1209.32,1203.01,1193.3,1191.8,9779.82,9915.54,9822.38,9870.36,1176.07,1181.16,1183.87,1180.62
30,CN8,8G,1,1,835.0,1077.0,1440.0,4068.0,1241.0,1437.0,1385.93,1455.0,2958.88,3055.45,4366.22,4443.2,349.26,347.68,511.57,511.5,2888.82,2859.4,4327.76,4310.21,331.98,331.4,496.59,496.98
31,CN8,8G,1,2,812.0,1018.0,1185.0,11398.0,1229.0,1455.0,1385.49,1455.6,3834.89,3906.93,4621.83,3188.19,431.25,428.11,508.84,345.28,3716.73,4462.74,3792.42,3082.02,414.06,494.68,412.89,330.89
32,CN8,8G,1,4,794.0,987.0,1158.0,11500.0,1296.0,1486.0,1418.69,1489.6,4026.43,4032.61,4035.21,4043.93,438.96,436.29,435.82,435.22,3894.12,3923.34,3845.21,3947.56,421.72,420.82,421.47,421.66
33,CN8,8G,1,8,792.0,986.0,1391.0,3980.0,1266.0,1489.0,1421.38,1491.4,4060.4,4012.86,4021.28,4047.83,439.42,435.94,435.63,436.12,3922.09,3917.91,3875.1,3900.75,422.63,422.14,422.13,421.16
34,CN8,8G,1,12,813.0,1013.0,1699.0,1957.0,1278.0,1469.0,1398.07,1467.6,3975.22,3918.21,3950.84,3973.53,429.82,426.65,426.72,426.78,3682.68,3957.1,3962.61,3686.51,399.27,427.48,426.58,400.12
35,CN8,8G,1,24,791.0,1004.0,1633.0,2222.0,1291.0,1491.0,1413.44,1482.8,3956.17,3985.6,3923.4,3959.22,429.59,427.44,427.39,426.76,3869.17,3850.98,3820.13,3801.25,413.14,412.68,412.23,412.83
36,CN8,8G,2,1,827.0,978.0,1391.0,2363.0,1275.0,1481.0,1399.51,2895.4,7514.62,7526.66,7460.94,7501.95,862.1,859.99,859.45,859.59,7271.62,7320.76,7233.79,7215.97,824.03,827.21,827.24,825.29
37,CN8,8G,2,2,833.0,951.0,1299.0,3637.0,1276.0,1457.0,1374.35,2845.4,6708.37,7908.89,7195.51,7255.61,779.87,939.7,849.65,851.62,6570.83,7804.14,7068.03,7222.85,759.37,923.75,833.68,850.42
38,CN8,8G,2,4,863.0,988.0,1211.0,2214.0,1242.0,1425.0,1356.61,2827.0,7776.84,7686.03,7581.6,7701.63,900.19,897.2,897.7,897.11,7368.42,7352.94,7366.27,7263.25,859.87,863.01,863.8,861.39
39,CN8,8G,2,8,948.0,1181.0,1574.0,1929.0,1249.0,1369.0,1323.34,2763.4,7306.83,7226.79,7283.15,7362.22,863.01,840.54,860.91,858.35,6892.84,7057.22,6874.49,6856.49,809.12,831.77,809.77,810.79
40,CN8,8G,2,12,966.0,1220.0,1706.0,3593.0,1228.0,1392.0,1316.26,2750.0,7143.32,7108.34,7134.61,7275.85,845.23,841.29,839.93,839.98,6860.48,6910.34,6986.18,6901.3,810.23,811.42,813.24,810.47
41,CN8,8G,2,24,967.0,1293.0,1960.0,3695.0,1223.0,1358.0,1313.41,2746.0,7499.69,7602.89,7471.26,7532.41,880.73,892.98,878.77,877.77,7062.31,7162.65,7006.29,7024.59,829.23,817.34,828.41,828.59
42,CN8,8G,4,1,3700.0,6652.0,11993.0,27001.0,602.0,1458.0,805.61,3262.0,9984.16,9901.02,9839.11,9732.28,1181.19,1162.11,1163.22,1149.85,9629.33,9582.25,9458.01,9666.58,1130.06,1120.43,1130.13,1128.09
43,CN8,8G,4,2,4136.0,10630.0,16279.0,32951.0,393.0,1468.0,808.09,2910.0,9717.26,9355.97,9281.29,8996.47,1149.57,1093.87,1088.83,1044.72,9217.79,8828.32,8491.01,8913.46,1092.34,1043.81,985.89,1044.56
44,CN8,8G,4,4,4558.0,11207.0,19006.0,29282.0,415.0,1423.0,778.67,3051.6,9125.57,9094.74,8905.32,9336.13,1083.97,1082.06,1055.5,1108.37,8744.51,9042.83,8778.42,8882.18,1056.96,1059.89,1057.21,1058.91
45,CN8,8G,4,8,2209.0,12675.0,22047.0,32716.0,541.0,1404.0,867.27,3572.6,9594.32,9519.09,9590.89,9658.24,1150.24,1133.78,1145.68,1145.56,9258.31,9556.82,9241.27,9376.1,1113.0,1122.42,1112.96,1121.17
46,CN8,8G,4,12,3914.0,13750.0,22518.0,33686.0,495.0,1399.0,787.33,3205.6,9431.71,9597.53,9284.17,9571.18,1119.35,1136.47,1120.08,1126.57,9029.37,9354.92,8968.26,9180.82,1086.5,1107.2,1074.63,1080.34
47,CN8,8G,4,24,1652.0,13016.0,23567.0,35652.0,550.0,1390.0,875.26,3601.8,9542.84,9593.02,9215.02,9475.84,1136.5,1145.66,1114.18,1133.71,9160.29,9508.48,9345.93,9246.41,1106.28,1128.36,1125.27,1104.7
48,CN8,8G,8,1,9523.0,18049.0,25087.0,43568.0,153.0,1475.0,417.11,2858.6,10174.27,9886.55,9911.38,9934.97,1191.49,1189.3,1187.64,1184.19,9767.7,9740.03,9852.03,10015.36,1160.39,1160.12,1161.1,1163.36
49,CN8,8G,8,2,10846.0,18285.0,27197.0,40108.0,117.0,1399.0,405.19,2879.0,9989.12,10048.65,10094.22,10097.66,1193.87,1193.77,1194.77,1195.07,9696.8,9911.39,10062.84,10060.08,1174.87,1178.44,1179.63,1179.86
50,CN8,8G,8,4,12911.0,20159.0,30671.0,55155.0,144.0,1426.0,376.07,2833.4,9974.52,10011.81,9928.76,10008.16,1185.4,1197.17,1183.53,1171.06,9792.69,9675.36,9941.19,10085.01,1176.81,1161.54,1179.25,1193.9
51,CN8,8G,8,8,17249.0,24353.0,34970.0,51957.0,203.0,1327.0,363.5,2913.6,10112.37,9937.5,9840.58,10016.86,1217.71,1193.87,1185.38,1201.53,9790.13,9928.69,9751.72,9691.23,1184.93,1187.86,1178.18,1170.33
52,CN8,8G,8,12,17446.0,25192.0,37172.0,58825.0,193.0,1321.0,361.04,2826.2,9871.69,9833.37,9784.77,9752.04,1173.16,1184.0,1185.68,1172.84,9784.45,9918.05,9669.65,9638.92,1172.3,1191.22,1173.94,1164.67
53,CN8,8G,8,24,17302.0,25874.0,39584.0,59349.0,217.0,1417.0,365.04,2967.8,10100.65,9924.4,9845.46,9994.17,1204.52,1196.66,1190.36,1200.03,9765.64,9817.73,9718.8,9888.94,1182.41,1174.52,1175.45,1187.85
54,CN8,8G,16,1,16909.0,23200.0,32637.0,59507.0,104.0,1530.0,195.76,2889.0,10070.33,10033.99,10366.73,10315.33,1222.15,1222.36,1215.2,1224.42,10254.32,10216.23,10138.6,10342.97,1222.05,1220.99,1220.0,1223.72
55,CN8,8G,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,CN8,8G,16,4,22152.0,29230.0,49021.0,68682.0,102.0,1134.0,177.1,2796.0,10373.4,10384.51,10568.52,10414.74,1248.48,1249.17,1285.01,1249.32,10246.09,10448.24,10258.86,10033.44,1243.75,1247.82,1243.22,1205.21
57,CN8,8G,16,8,30016.0,45351.0,67634.0,87557.0,132.0,1030.0,177.24,2965.0,10825.54,10789.68,10642.85,10744.27,1308.35,1308.03,1297.23,1301.23,10515.87,10590.77,10321.32,10430.9,1279.98,1279.53,1263.19,1265.77
58,CN8,8G,16,12,28705.0,43778.0,68026.0,91226.0,101.0,1195.0,175.97,2791.5,10082.42,10242.8,10029.66,9891.52,1208.7,1242.97,1217.09,1204.16,10117.76,10196.35,10088.54,9987.04,1227.69,1239.45,1227.45,1213.9
59,CN8,8G,16,24,31065.0,46924.0,66323.0,89654.0,108.0,956.0,171.28,2867.0,10411.03,10373.36,10271.07,10295.62,1249.86,1243.57,1238.99,1246.82,10115.14,10262.98,10128.88,10140.07,1227.73,1236.9,1232.87,1228.18
60,CN8,16G,1,1,768.0,992.0,1823.0,3441.0,1231.0,1462.0,1414.35,1483.6,3939.13,3837.13,5575.88,5719.47,453.83,450.75,669.94,671.22,3693.21,5260.0,5406.21,3647.72,440.78,632.49,633.45,440.2
61,CN8,16G,1,2,769.0,941.0,1135.0,2061.0,1205.0,1490.0,1421.52,1491.2,5518.93,5379.98,5439.46,5425.18,580.65,578.58,579.47,579.53,4958.58,5063.63,5033.65,5055.51,538.31,539.73,541.92,539.53
62,CN8,16G,1,4,786.0,938.0,1142.0,3605.0,1213.0,1463.0,1398.44,1466.8,5251.19,5190.02,5221.54,5237.79,557.31,554.67,556.38,555.69,4874.1,4897.08,4883.24,4919.4,524.25,524.59,525.55,524.02
63,CN8,16G,1,8,771.0,928.0,1142.0,2456.0,1284.0,1491.0,1421.78,1491.2,5199.69,5181.73,5164.47,5226.96,558.66,555.82,556.35,557.39,4763.03,5022.65,5059.88,5374.83,511.23,539.9,540.4,568.75
64,CN8,16G,1,12,774.0,945.0,1185.0,1878.0,1302.0,1488.0,1423.0,1492.6,5046.27,5337.88,5408.64,5038.46,541.94,573.33,574.59,539.04,4905.18,4920.36,4917.97,4916.11,527.13,526.3,527.1,526.9
65,CN8,16G,1,24,776.0,932.0,1515.0,1902.0,1289.0,1479.0,1415.77,1484.6,5257.92,5167.33,5260.5,5242.0,559.78,557.72,558.46,556.66,5002.87,4998.92,4994.03,5015.47,534.25,534.33,533.42,533.96
66,CN8,16G,2,1,851.0,1001.0,1953.0,3737.0,1228.0,1441.0,1354.06,2809.0,9324.85,9364.28,9318.5,9206.27,1071.55,1070.03,1067.06,1067.59,8953.37,8906.14,9195.05,9038.46,1057.61,1058.08,1061.43,1059.86
67,CN8,16G,2,2,830.0,931.0,1201.0,1924.0,1214.0,1454.0,1384.16,2889.8,9186.02,9103.12,9063.66,8937.78,1057.6,1055.57,1053.32,1053.25,8788.18,8776.06,8932.02,8936.66,1043.84,1044.06,1045.53,1046.0
68,CN8,16G,2,4,868.0,1014.0,1260.0,2091.0,1229.0,1431.0,1360.33,2834.8,9138.92,9124.26,9080.37,9096.06,1083.11,1081.38,1080.4,1079.12,8635.81,8639.38,8842.51,8720.48,1042.26,1042.14,1045.05,1043.59
69,CN8,16G,2,8,897.0,1110.0,1489.0,1870.0,1239.0,1384.0,1333.28,2791.4,9056.16,8996.16,9039.21,8959.83,1070.12,1067.61,1068.42,1066.46,8749.17,8490.01,8710.53,8597.35,1056.65,1006.79,1032.18,1031.38
70,CN8,16G,2,12,959.0,1221.0,1614.0,2442.0,1223.0,1379.0,1323.14,2767.4,8681.57,8687.74,8547.67,8451.52,1019.36,1016.74,1015.73,999.36,8144.31,8182.82,8216.61,8253.67,970.89,969.77,971.03,986.68
71,CN8,16G,2,24,924.0,1221.0,1709.0,2836.0,1215.0,1414.0,1334.59,2795.6,8885.38,8922.25,8817.6,8766.77,1056.1,1054.42,1053.58,1052.3,8191.05,8250.42,8277.48,8163.69,980.64,981.7,982.35,981.32
72,CN8,16G,4,1,3831.0,7439.0,13566.0,41996.0,506.0,1466.0,750.28,3021.6,10562.33,10493.35,10504.99,10487.32,1237.77,1235.34,1232.06,1234.19,10338.53,10441.14,10232.44,10347.5,1212.77,1213.39,1211.85,1213.06
73,CN8,16G,4,2,4607.0,9385.0,15309.0,29360.0,499.0,1457.0,740.96,2969.6,10189.62,9766.2,9789.15,10086.51,1197.0,1185.11,1187.12,1192.68,9984.17,9786.03,9908.83,10060.8,1187.54,1185.06,1183.17,1189.0
74,CN8,16G,4,4,4660.0,11443.0,19740.0,36543.0,500.0,1410.0,756.24,3092.0,10330.31,10142.61,10003.78,10050.31,1252.19,1219.9,1192.38,1221.04,10035.02,10029.0,10017.33,10025.14,1210.56,1210.38,1210.69,1209.89
75,CN8,16G,4,8,3929.0,12832.0,21784.0,32480.0,556.0,1417.0,783.09,3235.6,10513.71,10325.08,10391.41,10388.16,1270.59,1251.37,1257.09,1259.28,10347.11,10402.67,10321.59,10327.95,1255.12,1257.94,1252.25,1249.08
76,CN8,16G,4,12,5266.0,13619.0,23462.0,39610.0,472.0,1392.0,723.2,2934.8,9812.1,9780.09,9741.46,9837.6,1184.02,1181.05,1171.82,1190.8,9591.56,9851.94,9707.49,9814.41,1159.95,1180.55,1170.72,1172.29
77,CN8,16G,4,24,3952.0,13592.0,23410.0,38037.0,540.0,1375.0,759.48,3141.8,10261.67,10218.88,10081.85,10197.08,1238.99,1235.53,1226.41,1238.0,10087.66,10187.54,10145.98,10042.62,1226.7,1228.27,1223.69,1217.95
78,CN8,16G,8,1,9903.0,18599.0,26765.0,56046.0,168.0,1480.0,392.92,2776.6,10301.71,10404.13,10232.83,10331.51,1235.26,1232.97,1231.02,1233.96,10231.28,10336.17,10168.04,10340.34,1221.5,1219.57,1220.55,1218.62
79,CN8,16G,8,2,12561.0,19377.0,29535.0,51992.0,170.0,1407.0,371.4,2862.0,10499.22,10595.55,10380.65,10321.06,1256.79,1256.73,1253.46,1253.35,10578.65,10596.67,10393.24,10330.39,1251.78,1249.12,1251.34,1249.85
80,CN8,16G,8,4,13592.0,20316.0,32716.0,57043.0,158.0,1358.0,374.84,2886.8,10710.56,10439.34,10409.56,10577.75,1289.71,1267.39,1254.73,1284.85,10407.82,10432.41,10511.31,10529.4,1248.8,1262.27,1264.39,1262.45
81,CN8,16G,8,8,17315.0,24144.0,37906.0,58196.0,186.0,1349.0,348.5,2768.4,10222.59,10115.17,10025.38,10093.17,1234.19,1224.83,1216.34,1211.77,10048.23,10228.51,10410.8,10154.51,1213.56,1236.49,1258.79,1222.52
82,CN8,16G,8,12,15807.0,23986.0,36753.0,54579.0,207.0,1403.0,351.42,2818.6,10383.12,10329.49,10169.97,10312.87,1255.71,1251.14,1234.18,1246.9,10395.74,10394.9,10395.29,10299.08,1256.92,1257.06,1248.29,1249.17
83,CN8,16G,8,24,16974.0,25349.0,42205.0,61552.0,238.0,1416.0,348.7,2871.2,10237.17,10183.13,10203.13,10184.44,1240.82,1235.82,1241.31,1237.48,10254.48,10263.52,10295.6,10181.93,1239.14,1243.03,1249.24,1236.31
84,CN8,16G,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,CN8,16G,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,CN8,16G,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,CN8,16G,16,8,28967.0,42730.0,62915.0,83362.0,123.0,729.0,170.24,2853.5,10898.34,10821.76,10809.33,10867.86,1316.02,1311.38,1312.84,1314.03,10785.2,10807.36,10728.08,10769.09,1305.03,1302.78,1297.53,1299.88
88,CN8,16G,16,12,31851.0,46400.0,67634.0,88605.0,102.0,1041.0,176.92,2774.0,10508.99,10416.78,10430.8,10423.78,1273.37,1248.94,1258.95,1259.5,10413.9,10294.91,10210.07,10353.16,1248.26,1245.48,1242.77,1246.57
89,CN8,16G,16,24,30278.0,45876.0,70255.0,90178.0,115.0,955.0,167.57,2802.5,10559.65,10530.31,10488.7,10499.79,1277.13,1275.95,1273.39,1273.47,10556.06,10583.14,10554.92,10519.24,1273.78,1273.82,1274.35,1273.82
90,CN8,32G,1,1,740.0,923.0,1817.0,3189.0,1276.0,1495.0,1441.09,1511.2,6308.04,6360.12,6432.05,4225.4,749.95,757.42,758.73,504.46,6255.54,4217.16,4190.75,4131.29,734.47,499.11,498.9,489.76
91,CN8,32G,1,2,746.0,846.0,1139.0,1819.0,1135.0,1514.0,1446.37,1517.0,4786.77,5702.48,6933.68,5696.3,512.58,637.24,765.18,637.52,4703.2,6893.14,6784.11,4739.33,511.05,761.06,755.68,506.21
92,CN8,32G,1,4,759.0,851.0,1100.0,1794.0,1199.0,1490.0,1426.94,1496.4,6519.6,5906.38,5329.57,5935.18,699.47,633.68,570.62,636.3,5795.6,5279.61,5806.53,6470.34,625.69,561.93,623.48,688.84
93,CN8,32G,1,8,754.0,833.0,1099.0,2248.0,1276.0,1508.0,1437.28,1507.4,5915.83,5839.02,5909.56,5841.68,632.67,630.85,630.94,630.81,5801.61,5807.18,5762.88,5790.88,621.48,620.13,620.5,619.68
94,CN8,32G,1,12,758.0,871.0,1119.0,1894.0,1305.0,1501.0,1439.03,1509.2,6162.14,5732.96,5763.66,6150.56,659.66,615.61,615.59,659.34,5837.89,5954.5,5887.76,5841.28,626.69,626.01,626.88,626.43
95,CN8,32G,1,24,759.0,881.0,1188.0,1866.0,1236.0,1504.0,1433.57,1503.8,5892.61,5920.13,5934.17,5910.5,630.47,629.29,630.41,630.39,5811.42,5871.61,5825.67,5856.77,623.71,624.17,624.3,624.66
96,CN8,32G,2,1,868.0,964.0,1609.0,2312.0,1102.0,1446.0,1332.92,2773.0,10215.6,10180.94,10078.73,9976.92,1163.15,1162.77,1162.16,1161.28,10064.21,9992.05,9982.55,10018.2,1156.35,1156.27,1156.87,1158.12
97,CN8,32G,2,2,873.0,961.0,1430.0,5341.0,1110.0,1475.0,1350.21,2813.0,9988.32,9161.66,9905.13,10883.94,1183.52,1065.46,1181.41,1299.6,8945.91,9771.97,10630.03,9744.57,1044.27,1161.11,1277.36,1160.98
98,CN8,32G,2,4,1009.0,1299.0,1950.0,4728.0,816.0,1403.0,1293.57,2687.4,9842.11,9810.95,9222.9,9200.3,1164.78,1163.76,1060.68,1060.4,9619.07,9017.89,8957.62,9617.99,1135.98,1035.34,1035.06,1134.98
99,CN8,32G,2,8,1090.0,1804.0,2096.0,2264.0,621.0,1384.0,1250.28,2582.4,9452.68,9396.21,9261.63,9460.87,1100.75,1099.09,1073.25,1100.44,9356.09,9321.64,9388.1,9505.7,1087.84,1087.44,1088.53,1113.53
100,CN8,32G,2,12,1113.0,1643.0,2444.0,4267.0,637.0,1410.0,1266.7,2627.4,9582.41,9528.35,9586.52,9448.63,1109.54,1107.83,1126.22,1090.51,9437.92,9409.47,9420.76,9341.6,1111.64,1095.05,1094.9,1077.2
101,CN8,32G,2,24,1217.0,1794.0,2148.0,2454.0,679.0,1397.0,1246.87,2601.8,9633.39,9514.8,9525.0,9543.13,1126.14,1116.42,1108.66,1124.42,9386.36,9357.51,9294.8,9346.07,1089.5,1097.1,1096.07,1095.82
102,CN8,32G,4,1,4167.0,8258.0,19814.0,66060.0,391.0,1464.0,676.65,2574.33,12230.92,9610.0,7081.14,10927.22,1464.34,1150.22,828.68,1307.55,12136.59,10888.17,6877.86,7031.53,1453.26,1298.27,821.03,822.61
103,CN8,32G,4,2,5849.0,10322.0,27951.0,135725.0,209.0,1419.0,580.78,2097.25,9020.86,9472.45,3028.52,8725.83,1100.11,1157.82,365.21,1062.63,7754.13,7519.03,5729.09,3302.52,957.8,900.52,688.65,402.62
104,CN8,32G,4,4,6049.0,10499.0,19962.0,48156.0,420.0,1323.0,653.67,2654.2,8879.66,8179.75,10875.36,10218.29,1022.19,967.34,1287.64,1191.41,10980.64,10044.63,9267.44,9778.22,1313.09,1196.9,1091.21,1109.85
105,CN8,32G,4,8,5027.0,13330.0,21942.0,36307.0,556.0,1420.0,725.08,3006.4,10799.24,10659.4,10657.28,10811.28,1298.39,1292.89,1289.14,1308.61,10677.98,10761.75,10653.96,10611.93,1273.56,1298.39,1283.2,1269.48
