,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write
0,CN10,4G,1,1,878.0,1094.0,1825.0,5232.0,1308.0,1526.0,1429.76,1507.0,5349.08,5270.73,5486.6,5279.76,631.3,626.66,627.93,624.73
1,CN10,4G,1,2,886.0,1071.0,1417.0,1974.0,1314.0,1497.0,1418.04,1496.2,5817.69,5817.57,5920.18,5868.97,692.08,687.54,688.24,685.51
2,CN10,4G,1,4,851.0,1044.0,1489.0,2302.0,1361.0,1492.0,1434.36,1508.0,5504.02,5464.56,5521.02,5463.26,654.31,645.86,648.67,646.97
3,CN10,4G,1,8,861.0,1048.0,1542.0,3654.0,1319.0,1497.0,1424.36,1502.6,5483.63,5493.69,5495.23,5514.69,651.59,647.36,647.86,647.85
4,CN10,4G,1,12,868.0,1087.0,1522.0,1947.0,1332.0,1501.0,1430.72,1507.2,5169.14,5152.86,5206.14,5136.28,610.54,608.26,608.21,606.56
5,CN10,4G,1,24,899.0,1085.0,1617.0,2136.0,1304.0,1486.0,1404.81,1479.2,5572.44,5531.49,5536.93,5510.68,655.5,649.92,646.68,648.0
6,CN10,4G,2,1,2703.0,5145.0,9798.0,38221.0,679.0,1506.0,999.13,2049.6,8816.19,8782.56,8890.65,8887.54,1058.5,1053.45,1054.25,1060.5
7,CN10,4G,2,2,1381.0,2397.0,4297.0,9377.0,1141.0,1494.0,1315.34,2712.6,8454.42,8527.31,8686.16,8546.33,1014.25,1026.43,1034.62,1029.3
8,CN10,4G,2,4,966.0,1217.0,1679.0,2599.0,1297.0,1437.0,1371.76,2821.2,8296.23,8687.19,8674.71,8667.78,1002.02,1045.97,1038.07,1043.53
9,CN10,4G,2,8,979.0,1240.0,1779.0,3567.0,1282.0,1430.0,1360.56,2815.0,8511.38,8605.86,8408.62,8670.4,1017.61,1029.57,1007.34,1038.56
10,CN10,4G,2,12,971.0,1224.0,1650.0,2852.0,1286.0,1435.0,1369.58,2816.2,8798.11,8810.76,8620.92,8770.37,1055.35,1055.95,1034.97,1057.21
11,CN10,4G,2,24,966.0,1237.0,1761.0,4639.0,1305.0,1441.0,1373.39,2836.4,8512.58,8471.84,8388.41,8643.56,1017.21,1011.4,1003.7,1028.86
12,CN10,4G,4,1,7688.0,13199.0,20998.0,48733.0,250.0,1474.0,490.91,1820.6,9753.19,9967.18,9725.6,10063.5,1165.19,1193.52,1181.25,1201.37
13,CN10,4G,4,2,8972.0,15794.0,23672.0,37696.0,220.0,1454.0,478.67,1857.8,9654.1,9683.34,9730.02,9734.92,1172.17,1171.19,1171.88,1170.87
14,CN10,4G,4,4,9476.0,16804.0,26083.0,39400.0,300.0,1380.0,498.52,2063.2,9956.99,10153.86,10066.56,10090.31,1208.44,1225.02,1219.33,1221.87
15,CN10,4G,4,8,9345.0,17026.0,27840.0,45036.0,307.0,1384.0,497.86,2054.0,9730.4,9772.62,9988.96,9828.98,1188.18,1188.75,1203.75,1194.94
16,CN10,4G,4,12,9345.0,16843.0,27630.0,47081.0,297.0,1384.0,493.79,2042.0,9694.52,10010.61,9763.33,9941.35,1179.25,1210.23,1184.4,1208.71
17,CN10,4G,4,24,9476.0,16895.0,27814.0,40659.0,304.0,1367.0,495.64,2044.4,9892.73,9955.67,9805.72,9961.26,1203.89,1208.44,1191.48,1210.85
18,CN10,4G,8,1,15519.0,21208.0,34734.0,60503.0,115.0,1402.0,217.23,1600.6,10643.45,10530.42,10467.37,10703.47,1299.45,1284.03,1277.78,1291.67
19,CN10,4G,8,2,17695.0,23987.0,36963.0,55837.0,100.0,1488.0,217.17,1551.0,10401.46,10375.52,10416.87,10482.25,1271.33,1270.04,1270.97,1270.81
