,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write,pm2_nvme0_io,pm2_nvme1_io,pm2_nvme2_io,pm2_nvme3_io,pm2_nvme0_write,pm2_nvme1_write,pm2_nvme2_write,pm2_nvme3_write
55,CN9,8G,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,CN9,8G,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,CN9,8G,16,8,28967.0,43778.0,64226.0,84410.0,132.0,1066.0,177.51,2972.0,10584.58,10643.57,10442.59,10570.66,1279.11,1288.14,1271.88,1283.42,10396.17,10372.1,10200.81,10322.31,1263.47,1253.09,1244.37,1255.01
58,CN9,8G,16,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,CN9,8G,16,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,CN9,16G,1,1,743.0,956.0,1753.0,3667.0,1259.0,1479.0,1437.81,1508.2,3939.13,3837.13,5575.88,5719.47,453.83,450.75,669.94,671.22,3693.21,5260.0,5406.21,3647.72,440.78,632.49,633.45,440.2
61,CN9,16G,1,2,761.0,900.0,1116.0,2197.0,1176.0,1511.0,1428.74,1499.0,5518.93,5379.98,5439.46,5425.18,580.65,578.58,579.47,579.53,4958.58,5063.63,5033.65,5055.51,538.31,539.73,541.92,539.53
62,CN9,16G,1,4,763.0,927.0,1129.0,2199.0,1225.0,1500.0,1426.24,1496.0,5251.19,5190.02,5221.54,5237.79,557.31,554.67,556.38,555.69,4874.1,4897.08,4883.24,4919.4,524.25,524.59,525.55,524.02
63,CN9,16G,1,8,759.0,900.0,1117.0,5505.0,1244.0,1505.0,1432.4,1503.0,5199.69,5181.73,5164.47,5226.96,558.66,555.82,556.35,557.39,4763.03,5022.65,5059.88,5374.83,511.23,539.9,540.4,568.75
64,CN9,16G,1,12,769.0,943.0,1198.0,2408.0,1265.0,1488.0,1423.27,1493.2,5046.27,5337.88,5408.64,5038.46,541.94,573.33,574.59,539.04,4905.18,4920.36,4917.97,4916.11,527.13,526.3,527.1,526.9
65,CN9,16G,1,24,764.0,927.0,1515.0,1791.0,1280.0,1476.0,1421.74,1491.2,5257.92,5167.33,5260.5,5242.0,559.78,557.72,558.46,556.66,5002.87,4998.92,4994.03,5015.47,534.25,534.33,533.42,533.96
66,CN9,16G,2,1,827.0,974.0,1796.0,4285.0,1222.0,1466.0,1369.11,2835.4,9324.85,9364.28,9318.5,9206.27,1071.55,1070.03,1067.06,1067.59,8953.37,8906.14,9195.05,9038.46,1057.61,1058.08,1061.43,1059.86
67,CN9,16G,2,2,844.0,973.0,2374.0,4797.0,1183.0,1449.0,1360.96,2823.8,9186.02,9103.12,9063.66,8937.78,1057.6,1055.57,1053.32,1053.25,8788.18,8776.06,8932.02,8936.66,1043.84,1044.06,1045.53,1046.0
68,CN9,16G,2,4,856.0,1020.0,1276.0,1820.0,1242.0,1460.0,1375.9,2864.0,9138.92,9124.26,9080.37,9096.06,1083.11,1081.38,1080.4,1079.12,8635.81,8639.38,8842.51,8720.48,1042.26,1042.14,1045.05,1043.59
69,CN9,16G,2,8,923.0,1165.0,1555.0,1902.0,1258.0,1402.0,1339.22,2791.6,9056.16,8996.16,9039.21,8959.83,1070.12,1067.61,1068.42,1066.46,8749.17,8490.01,8710.53,8597.35,1056.65,1006.79,1032.18,1031.38
70,CN9,16G,2,12,949.0,1214.0,1702.0,4648.0,1178.0,1396.0,1321.54,2757.8,8681.57,8687.74,8547.67,8451.52,1019.36,1016.74,1015.73,999.36,8144.31,8182.82,8216.61,8253.67,970.89,969.77,971.03,986.68
71,CN9,16G,2,24,917.0,1181.0,1706.0,2581.0,1220.0,1399.0,1328.94,2775.8,8885.38,8922.25,8817.6,8766.77,1056.1,1054.42,1053.58,1052.3,8191.05,8250.42,8277.48,8163.69,980.64,981.7,982.35,981.32
72,CN9,16G,4,1,3739.0,7288.0,14274.0,47737.0,473.0,1475.0,772.08,3061.0,10562.33,10493.35,10504.99,10487.32,1237.77,1235.34,1232.06,1234.19,10338.53,10441.14,10232.44,10347.5,1212.77,1213.39,1211.85,1213.06
73,CN9,16G,4,2,4509.0,11017.0,18547.0,36910.0,531.0,1445.0,744.57,3054.8,10189.62,9766.2,9789.15,10086.51,1197.0,1185.11,1187.12,1192.68,9984.17,9786.03,9908.83,10060.8,1187.54,1185.06,1183.17,1189.0
74,CN9,16G,4,4,4702.0,11364.0,19805.0,35232.0,436.0,1403.0,735.58,2964.6,10330.31,10142.61,10003.78,10050.31,1252.19,1219.9,1192.38,1221.04,10035.02,10029.0,10017.33,10025.14,1210.56,1210.38,1210.69,1209.89
