,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write
0,CN7,4G,1,1,887.0,1066.0,1417.0,4344.0,1291.0,1462.0,1395.44,1473.6,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
1,CN7,4G,1,2,881.0,1048.0,1175.0,1863.0,1270.0,1474.0,1400.96,1477.6,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
2,CN7,4G,1,4,836.0,1022.0,1231.0,1853.0,1330.0,1485.0,1424.8,1501.4,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
3,CN7,4G,1,8,882.0,1037.0,1738.0,2010.0,1259.0,1476.0,1395.56,1475.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
4,CN7,4G,1,16,873.0,1059.0,1781.0,2001.0,1245.0,1469.0,1396.64,1476.2,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
5,CN7,4G,1,32,858.0,1102.0,1761.0,1935.0,1274.0,1473.0,1397.16,1474.4,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
6,CN7,4G,1,64,889.0,1273.0,1729.0,1981.0,1255.0,1459.0,1380.64,1459.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
7,CN7,4G,2,1,817.0,1010.0,1368.0,1900.0,1286.0,1426.0,1376.32,2873.8,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
8,CN7,4G,2,2,799.0,964.0,1129.0,1870.0,1286.0,1424.0,1375.09,2862.6,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
9,CN7,4G,2,4,838.0,997.0,1355.0,1979.0,1257.0,1392.0,1354.38,2826.6,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
10,CN7,4G,2,8,830.0,984.0,1709.0,2022.0,1257.0,1406.0,1363.43,2849.8,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
11,CN7,4G,2,16,846.0,1016.0,1712.0,2125.0,1231.0,1370.0,1340.47,2799.2,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
12,CN7,4G,2,32,833.0,1095.0,1729.0,2086.0,1244.0,1388.0,1349.09,2825.4,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
13,CN7,4G,2,64,859.0,1270.0,1798.0,2302.0,1180.0,1363.0,1323.28,2764.6,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
14,CN7,4G,4,1,827.0,991.0,1224.0,1804.0,1283.0,1449.0,1394.86,5722.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
15,CN7,4G,4,2,946.0,1139.0,1453.0,1965.0,1213.0,1406.0,1328.7,5420.4,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
16,CN7,4G,4,4,980.0,1175.0,1571.0,3044.0,1195.0,1359.0,1297.37,5333.6,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
17,CN7,4G,4,8,991.0,1250.0,1774.0,2998.0,1218.0,1375.0,1306.09,5357.4,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
18,CN7,4G,4,16,1012.0,1339.0,2095.0,3405.0,1196.0,1374.0,1296.04,5297.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
19,CN7,4G,4,32,1042.0,1460.0,2253.0,3588.0,1190.0,1362.0,1289.65,5342.2,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
20,CN7,4G,4,64,1086.0,1601.0,3415.0,9896.0,1048.0,1336.0,1253.18,5162.6,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
21,CN7,4G,8,1,4752.0,6783.0,9529.0,12019.0,538.0,1339.0,674.67,5592.2,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
