,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write
0,CN7,8G 1M,1,1,804.0,1038.0,1816.0,4691.0,1317.0,1500.0,1445.94,1519.0,0.1,1989.42,2539.3,2892.08,0.01,237.9,304.14,342.18
1,CN7,8G 1M,1,4,761.0,991.0,1499.0,2832.0,1358.0,1510.0,1459.77,1531.33,2877.18,2906.26,2858.46,0.14,340.86,342.3,342.14,0.02
2,CN7,8G 1M,1,8,783.0,1017.0,1434.0,2291.0,1328.0,1537.0,1460.85,1532.33,2909.35,2898.97,0.39,2956.52,342.63,342.89,0.03,342.89
3,CN7,8G 1M,1,16,749.0,998.0,1841.0,2671.0,1305.0,1516.0,1464.63,1536.33,2846.69,0.4,2877.35,2850.98,342.11,0.05,342.55,341.92
4,CN7,8G 1M,1,64,799.0,1037.0,1614.0,2378.0,1324.0,1514.0,1456.88,1528.67,0.65,2941.4,2873.73,2821.86,0.06,342.6,342.12,339.72
5,CN7,8G 1M,2,1,785.0,938.0,1412.0,2157.0,1303.0,1478.0,1407.27,2922.67,5838.36,5898.16,2838.15,2911.03,684.84,685.21,340.83,341.85
6,CN7,8G 1M,2,4,802.0,957.0,1319.0,1876.0,1308.0,1453.0,1389.45,2859.0,2574.43,2621.73,5520.93,5598.28,304.15,303.15,646.78,647.0
7,CN7,8G 1M,2,8,788.0,949.0,1385.0,2016.0,1317.0,1463.0,1404.36,2916.67,5777.23,5831.01,2912.16,3012.55,682.52,682.68,342.79,343.2
8,CN7,8G 1M,2,16,785.0,966.0,1603.0,2376.0,1336.0,1475.0,1410.94,2937.33,2560.95,2544.78,5745.88,5797.1,304.45,304.37,682.92,684.29
9,CN7,8G 1M,2,64,793.0,973.0,1445.0,2065.0,1318.0,1455.0,1399.43,2908.67,5793.04,5850.51,2678.56,2583.79,684.93,685.13,305.62,304.75
10,CN7,8G 1M,4,1,903.0,2021.0,4446.0,6936.0,1139.0,1506.0,1357.23,5653.0,8283.06,8231.89,8295.45,8265.98,914.36,914.35,914.18,915.39
11,CN7,8G 1M,4,4,791.0,1044.0,2144.0,4320.0,1246.0,1495.0,1431.32,5935.67,9197.0,9096.76,9177.12,9177.37,1024.99,1024.61,1025.75,1024.36
12,CN7,8G 1M,4,8,889.0,1748.0,4064.0,7297.0,1166.0,1504.0,1385.2,5746.0,8500.55,8550.47,8506.64,8505.0,950.43,949.97,948.52,950.64
13,CN7,8G 1M,4,16,873.0,1879.0,4385.0,8247.0,1150.0,1498.0,1370.08,5692.33,8325.74,8249.73,8205.01,8239.61,918.43,917.05,917.34,919.44
14,CN7,8G 1M,4,64,837.0,1610.0,3815.0,6904.0,1184.0,1516.0,1393.69,5725.67,8343.59,8234.53,8251.01,8147.58,924.93,919.85,917.35,917.98
15,CN7,8G 1M,8,1,4773.0,7045.0,9896.0,13086.0,527.0,1338.0,625.05,5207.33,9403.65,9410.6,9413.14,9360.4,1037.7,1036.21,1037.35,1035.1
16,CN7,8G 1M,8,4,4839.0,7329.0,10377.0,13304.0,528.0,1346.0,619.04,5159.0,9466.36,9385.5,9432.5,9354.29,1041.38,1036.51,1038.8,1036.78
17,CN7,8G 1M,8,8,4730.0,6936.0,9896.0,12386.0,534.0,1334.0,629.76,5247.67,9394.87,9413.27,9425.88,9397.4,1038.97,1038.78,1038.3,1039.28
18,CN7,8G 1M,8,16,4839.0,7176.0,10115.0,13391.0,530.0,1359.0,619.31,5165.67,9441.42,9436.98,9462.08,9426.08,1038.42,1039.8,1038.62,1036.69
19,CN7,8G 1M,8,64,4948.0,7351.0,10333.0,12780.0,528.0,1367.0,607.8,5076.67,9281.47,9259.55,9263.29,9252.35,1018.76,1018.71,1019.42,1016.84
20,CN7,16G 1M,1,1,731.0,976.0,1690.0,2963.0,1330.0,1532.0,1475.81,1548.33,3317.58,4.53,3320.91,3354.81,392.94,0.5,394.14,392.96
21,CN7,16G 1M,1,4,758.0,998.0,1786.0,2878.0,1280.0,1523.0,1460.67,1532.0,7.7,3392.86,3256.89,3312.07,0.61,394.44,392.43,393.62
22,CN7,16G 1M,1,8,739.0,955.0,1994.0,3326.0,1336.0,1513.0,1467.98,1539.67,3252.84,3321.48,3272.93,9.45,391.69,393.27,392.69,0.62
