
CN8,256MB,16,1,1,13173,22152,33162,68682,2213
CN8,256MB,16,1,2,10290,13435,20579,25035,1817
CN8,256MB,16,1,3,12125,19530,859833,884999,1486
CN8,256MB,16,1,4,6390,17957,633340,1002439,1789
CN8,256MB,16,1,5,10552,14877,179307,240124,1777
CN8,256MB,16,1,6,15533,18744,26346,27919,1700
CN8,256MB,16,1,7,10290,14091,21890,152044,2062
CN8,256MB,16,1,8,11731,19268,316670,1417675,1268
CN8,256MB,16,1,9,5866,10421,557843,557843,3198
CN8,256MB,16,1,10,22676,26346,32900,658506,1141
CN8,256MB,16,1,11,6652,12256,734004,843056,1102
CN8,256MB,16,1,12,6849,12649,935330,1434452,1219
CN8,256MB,16,1,13,4686,8586,18744,40109,6153
CN8,256MB,16,1,14,4293,6915,53216,884999,2080
CN8,256MB,16,1,15,1975,3556,8356,15533,13.3
CN8,256MB,16,1,16,12780,16057,25560,45351,1493
CN8,256MB,16,1,17,6259,12649,817890,2466251,1098
CN8,256MB,16,1,18,9503,11994,1820328,1820328,1093
CN8,256MB,16,1,19,2999,11600,700449,1434452,1024
CN8,256MB,16,1,20,2933,6980,851444,977273,1003
CN8,256MB,16,1,21,11207,15401,21103,23462,2236
CN8,256MB,16,1,22,13960,26084,254804,434111,1620
CN8,256MB,16,1,23,10290,14746,210764,501220,1716
CN8,256MB,16,1,24,15795,25560,2332034,2332034,684
CN8,256MB,16,1,25,2638,5800,522191,1434452,1531
CN8,256MB,16,1,26,14877,17695,22414,29492,1299
CN8,256MB,16,1,27,13698,23462,1166017,1182794,1400
CN8,256MB,16,1,28,9372,13435,717226,960496,1811
CN8,256MB,16,1,29,14877,19792,350225,742392,1200
CN8,256MB,16,1,30,4490,6456,396362,1300235,1421
CN8,256MB,16,1,31,1909,4555,14091,24511,12.3
CN8,256MB,16,1,32,10421,18482,425722,1082131,1470
CN8,256MB,16,1,33,10159,13566,308282,926942,1526
CN8,256MB,16,1,34,8586,20579,1384121,1400898,970
CN8,256MB,16,1,35,11469,14222,3607102,3607102,697
CN8,256MB,16,1,36,3982,7308,10028,13173,7895
CN8,256MB,16,1,37,11994,28705,624952,1182794,1226
