,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm2_nvme0_io,pm2_nvme1_io,pm2_nvme2_io,pm2_nvme3_io,pm3_nvme0_io,pm3_nvme1_io,pm3_nvme2_io,pm3_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write,pm2_nvme0_write,pm2_nvme1_write,pm2_nvme2_write,pm2_nvme3_write,pm3_nvme0_write,pm3_nvme1_write,pm3_nvme2_write,pm3_nvme3_write
0,CN7,4G,1,1,858.0,1050.0,1811.0,3608.0,1338.0,1480.0,1423.12,1495.8,1456.7,2412.75,2215.87,2253.17,1208.65,2234.16,2044.65,1207.64,2174.48,2157.1,1988.96,1209.3,170.44,283.0,263.35,263.13,142.21,259.05,239.32,142.94,256.7,255.32,235.84,140.25
1,CN7,4G,1,2,894.0,1051.0,1149.0,1902.0,1326.0,1501.0,1410.36,1488.0,2503.03,1939.32,1957.42,2028.83,2299.14,1856.17,1749.15,2385.27,1707.47,1735.5,1763.9,2416.73,276.16,214.2,214.92,222.78,251.49,202.64,190.77,260.84,187.12,188.95,190.25,258.28
2,CN7,4G,1,4,868.0,1020.0,1260.0,1866.0,1319.0,1526.0,1422.64,1493.8,2143.44,1859.93,2121.9,1858.9,1916.95,1928.9,2010.73,1715.12,1896.05,1929.07,1685.42,1891.87,237.11,202.96,233.07,204.85,209.57,211.48,219.03,185.34,207.87,208.17,182.42,206.54
3,CN7,4G,1,8,860.0,1018.0,1781.0,1876.0,1328.0,1499.0,1422.84,1495.2,2200.76,2071.42,2071.92,2146.59,1856.98,1705.46,1839.18,1985.55,1774.54,1757.68,1913.08,1935.37,242.37,225.51,224.67,236.74,201.91,186.43,199.84,214.1,192.99,193.0,206.9,209.11
4,CN7,4G,1,12,856.0,1030.0,1768.0,1941.0,1326.0,1502.0,1417.28,1497.0,2247.46,2198.9,2186.85,2190.99,1975.37,1974.2,1977.61,1998.27,1970.01,1951.56,1950.7,2001.08,245.86,240.42,240.66,240.74,217.32,219.08,216.3,217.35,215.2,213.03,213.52,216.01
5,CN7,4G,1,24,859.0,1063.0,1755.0,1896.0,1307.0,1498.0,1413.12,1490.2,2154.48,2110.18,2129.55,2113.82,1941.77,1895.91,1911.07,1936.51,1786.99,1809.15,1796.26,1811.88,237.02,232.52,233.28,232.49,210.8,209.94,209.34,210.16,196.0,195.78,196.43,197.4
6,CN7,4G,2,1,818.0,1002.0,1565.0,2546.0,1297.0,1467.0,1391.0,2890.0,3504.52,3238.72,4396.91,3409.67,3106.96,3096.96,4222.91,3219.36,2991.56,4094.37,4210.27,3201.3,402.9,377.11,516.08,398.68,358.14,357.62,494.78,376.79,354.19,489.6,492.33,375.03
7,CN7,4G,2,2,812.0,972.0,1162.0,1955.0,1292.0,1459.0,1388.48,2891.0,4130.43,4165.66,3544.26,3861.12,3927.38,4001.04,3342.85,3855.87,3900.69,3361.01,3241.68,3656.54,463.24,476.84,399.84,448.33,444.96,454.08,376.6,434.67,444.7,387.12,365.48,415.31
8,CN7,4G,2,4,794.0,943.0,1168.0,1938.0,1334.0,1461.0,1414.08,2938.4,3989.94,4218.35,3955.4,3919.09,4318.31,4007.45,3796.8,3728.98,3887.23,3332.25,3605.56,3547.39,439.74,463.9,436.62,431.76,472.07,439.0,415.53,410.72,426.15,363.97,396.17,391.96
9,CN7,4G,2,8,820.0,976.0,1643.0,1873.0,1286.0,1470.0,1393.42,2911.6,4147.06,3974.46,3934.15,3912.23,3904.35,3778.34,3837.71,3870.75,3761.61,3780.82,3765.58,3749.81,456.03,434.8,431.03,429.0,427.62,410.5,422.11,423.88,409.73,410.07,409.17,410.22
10,CN7,4G,2,12,828.0,964.0,1706.0,1959.0,1289.0,1444.0,1375.62,2874.8,4298.68,4211.4,4241.57,3992.29,3978.77,4077.39,3985.92,3997.47,3921.39,3864.94,4097.08,3844.97,465.94,460.45,458.97,437.0,432.17,439.15,434.54,435.83,421.52,421.13,443.0,421.8
11,CN7,4G,2,24,823.0,981.0,1696.0,1902.0,1297.0,1429.0,1374.63,2871.0,4337.23,4268.3,4225.31,4220.62,4048.97,4023.57,4029.28,4014.66,3666.02,3634.64,3723.18,3651.42,464.69,456.36,453.99,455.85,434.15,434.52,432.92,434.3,392.65,391.48,393.52,392.65
12,CN7,4G,4,1,1699.0,4506.0,8710.0,16790.0,586.0,1514.0,1159.99,4145.2,6601.27,6548.92,6554.12,5735.65,6204.71,6224.94,5388.59,5378.33,5853.41,5635.51,4962.97,5966.57,777.57,759.33,760.19,655.41,724.81,721.58,622.68,622.54,683.7,661.9,572.17,689.44
13,CN7,4G,4,2,786.0,950.0,1185.0,2002.0,1334.0,1498.0,1438.59,5885.8,6661.56,6868.34,6807.52,7261.06,6450.03,6609.65,6991.09,7257.33,5878.69,5818.43,6227.95,5774.16,766.43,775.82,774.95,837.28,737.31,742.49,796.5,805.65,685.22,669.75,741.95,674.55
14,CN7,4G,4,4,833.0,1024.0,4842.0,8397.0,1166.0,1488.0,1405.11,5684.8,7130.31,7398.05,7419.54,7298.87,6655.51,7017.87,7024.95,7034.93,6149.48,6336.89,6322.58,5946.36,816.37,843.19,838.49,823.72,769.02,809.65,788.48,787.22,710.28,738.57,742.75,704.88
