,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm2_nvme0_io,pm2_nvme1_io,pm2_nvme2_io,pm2_nvme3_io,pm3_nvme0_io,pm3_nvme1_io,pm3_nvme2_io,pm3_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write,pm2_nvme0_write,pm2_nvme1_write,pm2_nvme2_write,pm2_nvme3_write,pm3_nvme0_write,pm3_nvme1_write,pm3_nvme2_write,pm3_nvme3_write
0,CN10,4G,1,1,938.0,1155.0,1407.0,3627.0,1179.0,1436.0,1348.2,1418.0,2029.4,936.97,2185.24,2029.34,936.6,937.08,2185.05,2029.12,1116.91,2206.99,2203.67,2202.4,253.64,117.14,273.19,253.68,117.19,117.15,273.14,253.64,130.19,266.74,266.67,266.71
1,CN10,4G,1,4,994.0,1198.0,1483.0,3477.0,1195.0,1387.0,1305.23,1372.2,1093.1,2029.52,2184.93,1092.79,2029.16,2028.84,2185.86,1093.44,2209.01,2206.84,2204.15,1110.26,136.62,253.68,273.18,136.65,253.73,253.68,273.14,136.61,266.73,266.74,266.68,130.18
2,CN10,4G,1,16,982.0,1188.0,1470.0,3614.0,1144.0,1408.0,1315.33,1382.8,2185.17,2185.29,1092.6,2185.0,2185.15,2185.17,1092.57,2185.2,2381.31,1287.51,1283.68,2374.44,273.15,273.18,136.65,273.18,273.23,273.19,136.62,273.15,287.45,150.94,150.87,287.43
3,CN10,4G,2,1,943.0,1084.0,1283.0,3854.0,1177.0,1364.0,1287.94,2636.0,2810.39,2966.43,3902.34,2809.64,2810.31,2809.87,3746.46,2810.21,2848.16,3548.85,3546.78,2726.41,351.18,370.7,487.74,351.19,351.25,351.21,468.19,351.17,347.88,435.67,435.61,333.24
4,CN10,4G,2,4,941.0,1096.0,1329.0,3506.0,1164.0,1352.0,1274.5,2620.2,4213.85,3122.34,3277.56,4213.48,3121.48,3121.89,3276.25,4212.71,2977.89,2976.37,2973.4,3908.28,526.72,390.23,409.72,526.75,390.27,390.23,409.51,526.53,363.44,363.45,363.39,480.45
5,CN10,4G,2,16,928.0,1080.0,1306.0,3955.0,1215.0,1415.0,1307.25,2651.4,2813.22,4060.53,3124.94,2811.7,4060.05,4060.38,3123.74,2811.55,3790.42,2852.97,2850.61,2732.02,351.19,507.25,390.24,351.21,507.29,507.25,390.18,351.18,465.23,348.21,348.16,333.55
6,CN10,4G,4,1,936.0,1103.0,1345.0,6128.0,1115.0,1326.0,1243.57,5104.8,6555.94,5619.53,6555.74,6555.19,5619.04,5618.94,6555.05,6554.94,5424.12,6242.51,6238.73,6120.29,819.31,702.32,819.34,819.31,702.35,702.31,819.29,819.3,669.75,772.15,772.08,757.49
7,CN10,4G,4,4,951.0,1129.0,1375.0,5197.0,1135.0,1318.0,1239.34,5054.0,6399.46,7336.32,7491.14,6398.33,6710.86,6712.19,6866.85,5775.02,6482.39,6598.76,6596.65,5657.97,799.81,916.88,936.35,799.82,838.87,838.86,858.29,721.8,801.6,816.42,816.37,699.37
8,CN10,4G,4,16,922.0,1077.0,1361.0,3562.0,1164.0,1346.0,1264.64,5215.2,6711.77,6867.4,5775.87,6711.61,6555.49,6555.8,5619.39,6556.16,6359.32,5305.59,5302.69,6120.5,838.82,858.35,721.83,838.84,819.39,819.35,702.27,819.32,786.76,655.13,655.06,757.48
9,CN10,4G,8,1,1074.0,3303.0,16830.0,25061.0,541.0,1323.0,1128.06,8314.0,9922.37,9921.82,10741.02,9921.85,9925.31,9925.94,10744.09,9925.11,9840.85,10657.58,10656.4,9909.46,1239.89,1239.89,1342.24,1239.86,1240.37,1240.38,1342.62,1240.32,1222.84,1325.25,1325.22,1231.9
10,CN10,4G,8,4,1229.0,4330.0,13068.0,25979.0,549.0,1328.0,1090.72,7871.4,11185.68,10345.97,10431.83,11241.14,10510.32,10430.32,10431.07,11101.57,10416.46,10297.9,10295.1,11231.12,1397.96,1293.11,1303.78,1404.94,1313.72,1303.64,1303.73,1387.44,1294.57,1279.93,1279.84,1396.91
