,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write
0,PM1,4G,1,1,936.0,1217.0,1699.0,3600.0,1215.0,1265.0,1246.07,1304.6,2404.98,1291.09,1279.93,1470.03,267.77,144.85,144.0,164.79
1,PM1,4G,1,2,1006.0,1450.0,2046.0,3734.0,1204.0,1258.0,1235.67,1292.8,1878.93,1833.72,1300.91,1292.23,208.95,202.8,144.09,143.75
2,PM1,4G,1,4,1080.0,1750.0,2797.0,4103.0,1173.0,1256.0,1222.0,1281.2,1594.05,1532.03,1534.59,1537.82,177.53,171.15,170.94,170.77
3,PM1,4G,1,8,993.0,1444.0,2310.0,4545.0,1167.0,1284.0,1244.27,1301.2,1874.02,1826.45,1822.33,1817.1,208.16,201.76,201.96,201.35
4,PM1,4G,1,16,993.0,1568.0,2992.0,6478.0,1182.0,1270.0,1230.7,1287.6,1762.95,1716.31,1712.46,1705.33,196.14,189.82,190.4,189.37
5,PM1,4G,1,32,1001.0,1842.0,2935.0,7438.0,1154.0,1256.0,1217.77,1275.2,1712.51,1674.37,1682.28,1658.14,190.04,184.46,185.6,183.86
6,PM1,4G,1,64,1090.0,1666.0,2982.0,8585.0,1124.0,1250.0,1209.4,1264.6,1643.2,1590.83,1611.95,1613.57,181.45,175.47,176.96,176.57
7,PM1,4G,2,1,1029.0,1394.0,1947.0,3010.0,2330.0,2444.0,2399.27,2505.6,3451.56,2356.06,2349.67,3385.16,383.83,261.47,262.23,376.88
8,PM1,4G,2,2,1335.0,1987.0,2913.0,5338.0,2142.0,2360.0,2241.17,2306.0,2912.64,2861.19,2855.5,2894.65,325.12,319.02,319.29,320.05
9,PM1,4G,2,4,1240.0,1924.0,2943.0,5276.0,2194.0,2360.0,2293.52,2398.0,2916.93,2845.53,2854.61,2857.26,323.41,317.41,317.79,317.31
10,PM1,4G,2,8,1565.0,2599.0,4312.0,9850.0,2058.0,2234.0,2161.42,2240.4,2937.71,2863.95,2872.47,2876.99,324.28,317.56,317.97,317.62
11,PM1,4G,2,16,1479.0,2400.0,4122.0,12491.0,2057.0,2263.0,2187.4,2274.0,2960.81,2906.26,2894.54,2882.09,324.29,318.11,317.89,318.41
12,PM1,4G,2,32,1437.0,2479.0,4601.0,14392.0,2017.0,2280.0,2179.4,2253.8,2987.29,2919.74,2958.47,2865.11,324.45,315.43,319.07,316.55
13,PM1,4G,2,64,1329.0,2033.0,3919.0,10106.0,2007.0,2336.0,2237.88,2321.6,3077.11,3030.91,2987.04,2925.96,327.49,322.14,317.57,319.51
14,PM1,4G,4,1,1483.0,2364.0,4663.0,8372.0,3901.0,4403.0,4153.85,4154.0,5476.26,5400.86,5485.3,5418.82,603.6,595.37,600.6,596.24
15,PM1,4G,4,2,1742.0,2972.0,5774.0,12380.0,3541.0,4333.0,3862.33,3833.4,5407.47,5346.52,5360.71,5359.69,589.09,582.6,582.74,583.28
16,PM1,4G,4,4,1771.0,3319.0,6665.0,12924.0,3511.0,4395.0,3876.7,3626.6,5201.6,5127.19,5137.68,5040.32,561.48,553.64,556.23,552.37
17,PM1,4G,4,8,1791.0,3749.0,7976.0,15899.0,3475.0,4343.0,3869.69,3676.8,5244.54,5160.0,5157.84,5093.18,563.2,555.85,556.83,551.73
18,PM1,4G,4,16,1794.0,3621.0,8035.0,14431.0,3406.0,4355.0,3826.99,3631.6,5139.7,5128.41,5078.38,5056.04,546.03,542.48,540.5,538.4
19,PM1,4G,4,32,1669.0,3991.0,8723.0,13513.0,3427.0,4309.0,3912.6,4015.4,5874.19,5814.13,5777.12,5852.99,609.91,604.38,601.48,603.85
20,PM1,4G,4,64,2295.0,4463.0,10709.0,20631.0,2694.0,4189.0,3381.11,3212.8,4909.6,4908.19,4871.55,4931.05,497.66,493.8,492.18,494.34
21,PM1,4G,8,1,5970.0,12151.0,23043.0,34157.0,1919.0,6804.0,3695.84,3687.6,6160.06,6156.41,6154.51,6117.29,666.83,663.85,665.11,662.66
22,PM1,4G,8,2,6377.0,13750.0,24406.0,34053.0,1937.0,6497.0,3752.09,3721.2,6212.27,6158.25,6223.16,6210.38,669.23,664.02,665.99,663.83
23,PM1,4G,8,4,7202.0,15034.0,27237.0,39584.0,1850.0,6341.0,3585.54,3629.6,6240.0,6217.96,6221.64,6280.41,670.23,666.96,667.14,667.4
24,PM1,4G,8,8,7032.0,14850.0,27971.0,42939.0,1920.0,6332.0,3650.85,3628.2,6214.5,6182.44,6140.6,6241.23,660.7,657.32,656.39,657.71
25,PM1,4G,8,16,7150.0,15087.0,26293.0,38299.0,1803.0,6686.0,3570.69,3552.0,6263.22,6254.23,6238.37,6281.84,658.8,654.62,653.64,656.28
26,PM1,4G,8,32,7412.0,14693.0,26765.0,42205.0,1809.0,6341.0,3483.25,3494.6,6281.69,6306.45,6331.05,6351.42,648.75,643.39,645.48,647.31
