,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write
27,CN7,4G,8,64,4948.0,8692.0,191365.0,441975.0,148.0,545.0,252.76,2103.75,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
28,CN7,4G,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,CN7,4G,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,CN7,4G,16,4,9241.0,10945.0,29754.0,38011.0,100.0,388.0,132.19,2220.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
31,CN7,4G,16,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,CN7,4G,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,CN7,4G,16,32,9437.0,12583.0,30016.0,48759.0,105.0,346.0,131.37,2202.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
34,CN7,4G,16,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,CN7,8G,1,1,792.0,1028.0,1696.0,2697.0,1290.0,1504.0,1442.95,1513.8,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
36,CN7,8G,1,2,776.0,1012.0,1748.0,2946.0,1305.0,1505.0,1445.02,1515.4,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
37,CN7,8G,1,4,761.0,1009.0,1761.0,2540.0,1353.0,1512.0,1454.89,1525.8,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
38,CN7,8G,1,8,756.0,970.0,1855.0,2715.0,1364.0,1519.0,1459.13,1530.8,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
39,CN7,8G,1,16,776.0,1029.0,1725.0,2138.0,1279.0,1492.0,1437.53,1508.8,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
40,CN7,8G,1,32,761.0,1030.0,1930.0,2789.0,1299.0,1493.0,1437.09,1507.4,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
41,CN7,8G,1,64,769.0,1145.0,1950.0,3903.0,1293.0,1523.0,1431.6,1502.4,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
42,CN7,8G,2,1,1244.0,1630.0,4211.0,70477.0,836.0,1354.0,1178.61,2434.8,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
43,CN7,8G,2,2,1240.0,1745.0,3942.0,112801.0,763.0,1398.0,1183.2,2437.4,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
44,CN7,8G,2,4,1303.0,1742.0,4237.0,37015.0,892.0,1349.0,1176.82,2431.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
45,CN7,8G,2,8,1352.0,1771.0,18721.0,104281.0,788.0,1366.0,1126.07,2336.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
46,CN7,8G,2,16,1352.0,1873.0,47150.0,121727.0,677.0,1384.0,1087.54,2271.4,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
47,CN7,8G,2,32,1420.0,1915.0,36916.0,195114.0,674.0,1399.0,1076.31,2244.2,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
48,CN7,8G,2,64,1172.0,1650.0,3500.0,14615.0,894.0,1348.0,1211.71,2513.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
49,CN7,8G,4,1,2867.0,3975.0,43817.0,142475.0,324.0,1187.0,531.09,2224.2,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
50,CN7,8G,4,2,3031.0,4912.0,69547.0,252261.0,265.0,1125.0,520.19,2174.6,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
51,CN7,8G,4,4,2941.0,4518.0,17760.0,253756.0,328.0,1164.0,532.9,2224.5,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
52,CN7,8G,4,8,2835.0,4453.0,38850.0,227593.0,361.0,1177.0,541.56,2267.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
53,CN7,8G,4,16,2789.0,3686.0,42520.0,221040.0,327.0,1170.0,539.85,2256.2,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
54,CN7,8G,4,32,2884.0,4219.0,48579.0,230851.0,301.0,1162.0,528.7,2213.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
55,CN7,8G,4,64,2808.0,3896.0,66047.0,307102.0,316.0,1095.0,519.88,2176.2,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
56,CN7,8G,8,1,5653.0,7922.0,28934.0,195887.0,179.0,665.0,250.75,2103.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
57,CN7,8G,8,2,5259.0,7692.0,118391.0,344981.0,149.0,603.0,253.79,2128.25,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
58,CN7,8G,8,4,5407.0,7733.0,69031.0,254105.0,158.0,584.0,252.18,2114.33,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
59,CN7,8G,8,8,5210.0,7340.0,74449.0,421528.0,178.0,572.0,252.73,2118.67,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
60,CN7,8G,8,16,5236.0,7628.0,114557.0,340997.0,144.0,602.0,248.9,2088.2,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
61,CN7,8G,8,32,5223.0,7701.0,144127.0,374551.0,148.0,544.0,245.54,2060.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
62,CN7,8G,8,64,5128.0,7700.0,102793.0,379585.0,154.0,565.0,248.19,2082.25,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
63,CN7,8G,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,CN7,8G,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,CN7,8G,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,CN7,8G,16,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,CN7,8G,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,CN7,8G,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,CN7,8G,16,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
