,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write
0,CN7,4G,1,1,899.0,1086.0,1434.0,3216.0,1287.0,1485.0,1402.84,1482.4,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
1,CN7,4G,1,2,868.0,1067.0,1483.0,1919.0,1325.0,1497.0,1420.8,1498.4,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
2,CN7,4G,1,4,809.0,1045.0,1630.0,1922.0,1346.0,1484.0,1433.92,1509.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
3,CN7,4G,1,8,848.0,1067.0,1778.0,1992.0,1309.0,1487.0,1421.12,1499.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
4,CN7,4G,1,16,860.0,1093.0,1827.0,2189.0,1332.0,1470.0,1409.88,1488.8,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
5,CN7,4G,1,32,822.0,1139.0,1811.0,1975.0,1286.0,1491.0,1416.12,1492.2,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
6,CN7,4G,1,64,861.0,1293.0,1821.0,4881.0,1207.0,1471.0,1393.76,1472.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
7,CN7,4G,2,1,1185.0,1522.0,40377.0,195769.0,635.0,1417.0,1088.7,2277.4,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
8,CN7,4G,2,2,991.0,1181.0,1970.0,54670.0,1088.0,1354.0,1251.48,2615.2,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
9,CN7,4G,2,4,1089.0,1458.0,3357.0,81710.0,1027.0,1364.0,1227.62,2571.8,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
10,CN7,4G,2,8,1170.0,1509.0,21273.0,129945.0,902.0,1391.0,1166.28,2449.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
11,CN7,4G,2,16,1394.0,1892.0,60510.0,167143.0,713.0,1396.0,1030.9,2109.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
12,CN7,4G,2,32,1260.0,1809.0,41049.0,111647.0,870.0,1427.0,1121.34,2344.2,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
13,CN7,4G,2,64,1440.0,1945.0,54864.0,179516.0,644.0,1394.0,1036.98,2144.4,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
14,CN7,4G,4,1,2867.0,4402.0,70823.0,565532.0,268.0,1163.0,592.08,2400.67,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
15,CN7,4G,4,2,2818.0,4375.0,50742.0,420479.0,277.0,1167.0,582.13,2422.5,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
16,CN7,4G,4,4,2649.0,3965.0,100729.0,325408.0,361.0,1152.0,595.44,2469.67,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
17,CN7,4G,4,8,2892.0,3903.0,75932.0,215908.0,367.0,1158.0,598.23,2488.75,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
18,CN7,4G,4,16,2703.0,3854.0,113469.0,256822.0,313.0,1149.0,566.03,2360.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
19,CN7,4G,4,32,2540.0,3474.0,57646.0,361470.0,241.0,1118.0,600.39,2490.4,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
20,CN7,4G,4,64,2730.0,3654.0,80026.0,363148.0,294.0,1077.0,591.51,2428.4,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
21,CN7,4G,8,1,5276.0,6908.0,107138.0,349464.0,159.0,615.0,269.26,2251.6,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
22,CN7,4G,8,2,5145.0,8625.0,157942.0,370986.0,171.0,552.0,262.43,2201.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
23,CN7,4G,8,4,5171.0,8199.0,181928.0,418172.0,138.0,562.0,262.01,2193.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
24,CN7,4G,8,8,5177.0,7774.0,137364.0,381944.0,161.0,570.0,262.84,2204.25,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
25,CN7,4G,8,16,5194.0,7791.0,141001.0,341049.0,155.0,556.0,264.67,2218.0,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
26,CN7,4G,8,32,5161.0,8536.0,129336.0,354943.0,175.0,540.0,264.13,2211.5,9835.2,10210.5,9895.29,9778.03,1013.13,1011.61,1012.56,1011.82
