,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm2_nvme0_io,pm2_nvme1_io,pm2_nvme2_io,pm2_nvme3_io,pm3_nvme0_io,pm3_nvme1_io,pm3_nvme2_io,pm3_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write,pm2_nvme0_write,pm2_nvme1_write,pm2_nvme2_write,pm2_nvme3_write,pm3_nvme0_write,pm3_nvme1_write,pm3_nvme2_write,pm3_nvme3_write
0,CN7,4G,1,12,799.0,1069.0,1879.0,1961.0,1310.0,1488.0,1427.08,1505.2,2010.67,1991.78,2028.42,1983.62,2014.94,1987.71,2015.65,2008.71,1920.81,1896.72,1884.14,1881.29,207.27,206.62,206.92,206.41,206.99,206.94,207.4,206.6,196.32,195.63,195.6,195.75
1,CN7,4G,2,12,848.0,1038.0,1804.0,2066.0,1245.0,1453.0,1369.6,2854.0,4174.85,4257.94,4175.47,4097.36,4054.73,4145.62,4163.83,4241.72,3599.62,3666.62,3702.08,3600.93,432.96,442.39,432.21,421.62,420.95,432.68,433.13,434.71,373.92,375.03,383.15,371.72
2,CN7,4G,4,12,958.0,1181.0,1775.0,2237.0,1210.0,1382.0,1299.94,5365.8,6882.44,6974.43,7031.51,6887.47,6364.65,6376.82,6332.91,6479.08,6013.87,6084.86,5961.49,6155.25,824.32,835.89,844.62,825.66,745.02,744.44,736.54,746.01,724.43,733.16,715.93,742.55
3,CN7,4G,8,12,1065.0,3405.0,32218.0,33266.0,591.0,1305.0,1044.13,8330.0,8884.11,9090.25,9253.76,8915.63,9140.15,9516.89,9072.71,9080.71,9004.01,8742.93,8950.81,8818.2,1067.34,1097.15,1114.39,1073.63,1091.1,1138.45,1086.28,1086.95,1086.16,1053.43,1077.21,1064.14
4,CN7,4G,16,12,5980.0,31484.0,402234.0,870738.0,0.0,0.0,0.0,5369.4,10440.53,10445.96,10250.1,10497.05,10086.55,10071.91,9960.11,10170.1,9974.65,9930.44,10129.89,10056.25,1247.37,1252.25,1228.25,1256.01,1203.99,1209.79,1192.45,1218.07,1192.51,1187.44,1211.18,1202.9
5,CN7,8G,1,12,776.0,1017.0,1774.0,1974.0,1281.0,1529.0,1446.76,1519.2,2851.93,2830.98,2877.42,2872.61,2811.42,2818.24,2796.97,2848.14,2732.5,2703.4,2723.46,2723.19,283.83,283.21,283.53,283.79,281.09,282.51,281.67,284.09,271.98,271.94,272.13,272.75
6,CN7,8G,2,12,812.0,976.0,1650.0,2014.0,1247.0,1505.0,1411.17,2943.0,5665.68,5645.47,5671.76,5661.67,5121.4,5098.95,5142.78,5106.67,5158.68,5160.83,5143.81,5096.39,555.1,555.61,554.34,555.81,503.49,503.19,505.26,504.37,504.2,506.54,505.04,503.64
7,CN7,8G,4,12,935.0,1136.0,1830.0,2808.0,1181.0,1406.0,1310.15,5451.6,8943.61,8975.1,8953.41,8968.84,8872.77,8878.91,8971.6,8924.51,8795.18,8791.91,8780.69,8783.53,1075.02,1077.05,1075.79,1076.16,1059.24,1051.09,1064.28,1059.86,1054.74,1056.41,1056.14,1056.51
8,CN7,8G,8,12,1250.0,8520.0,114373.0,921069.0,38.0,262.0,145.71,5644.4,10965.76,10819.13,10720.08,10764.09,10700.96,10594.49,10598.95,10453.11,10704.19,10830.74,10801.87,10733.03,1318.58,1298.39,1285.5,1293.64,1289.7,1273.45,1275.97,1254.88,1267.81,1286.91,1278.23,1262.96
9,CN7,8G,16,12,10637.0,29518.0,527643.0,1237320.0,0.0,0.0,0.0,4972.4,10524.75,10611.97,10646.55,10544.68,10565.63,10667.22,10473.7,10522.03,10621.52,10528.37,10613.05,10519.25,1234.24,1242.63,1242.74,1247.54,1255.53,1270.92,1244.43,1251.67,1257.2,1242.05,1253.43,1245.72
