,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm2_nvme0_io,pm2_nvme1_io,pm2_nvme2_io,pm2_nvme3_io,pm3_nvme0_io,pm3_nvme1_io,pm3_nvme2_io,pm3_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write,pm2_nvme0_write,pm2_nvme1_write,pm2_nvme2_write,pm2_nvme3_write,pm3_nvme0_write,pm3_nvme1_write,pm3_nvme2_write,pm3_nvme3_write
0,CN9,4G ,1,1,940.0,1109.0,1404.0,3706.0,1262.0,1547.0,1390.52,1472.6,3378.22,3379.27,2285.64,2285.49,3426.68,3428.43,2334.19,2332.96,2941.45,2162.21,2162.49,2942.18,422.73,422.65,286.18,286.22,428.81,429.05,292.45,292.29,368.13,270.79,270.91,368.24
1,CN9,4G ,1,2,961.0,1117.0,1526.0,2251.0,1220.0,1494.0,1384.0,1461.0,2831.53,2830.77,3377.04,2831.91,2798.52,2800.08,2799.88,2331.42,2553.37,3021.77,2553.56,2008.3,354.38,354.3,422.55,354.4,350.25,350.47,350.41,291.74,319.36,378.06,319.69,251.21
2,CN9,4G ,1,4,938.0,1109.0,1371.0,2197.0,1316.0,1494.0,1403.48,1481.6,3024.54,2710.41,2790.37,2480.46,3073.58,2801.26,2839.12,2799.75,2551.87,2592.83,2280.73,2552.74,378.35,339.25,349.1,310.18,384.39,350.47,355.29,350.26,319.35,324.43,285.55,319.47
3,CN9,4G ,1,8,899.0,1070.0,1762.0,2192.0,1303.0,1506.0,1427.08,1506.8,2653.02,2672.98,2556.94,2790.86,2855.19,2604.18,2605.02,2718.81,2653.67,2458.5,2554.64,2652.18,331.77,334.14,319.57,348.86,357.01,325.53,325.48,339.95,331.55,307.37,319.68,331.64
4,CN9,4G ,1,12,986.0,1231.0,1884.0,2297.0,1283.0,1482.0,1396.59,1473.0,2743.59,2745.65,2744.83,2745.72,2627.56,2627.88,2629.61,2628.77,2462.69,2464.84,2466.3,2464.05,343.04,342.96,343.02,343.07,328.41,328.63,328.57,328.43,307.9,308.1,308.22,308.01
5,CN9,4G ,1,24,1240.0,1532.0,2053.0,2703.0,1282.0,1420.0,1356.95,1425.8,2635.43,2635.51,2635.04,2636.63,2600.6,2602.28,2601.66,2599.31,2433.05,2438.31,2437.83,2436.11,329.2,329.12,329.17,329.23,324.75,324.97,324.91,324.76,304.35,304.53,304.67,304.46
6,CN9,4G ,2,1,884.0,1044.0,1230.0,2700.0,1225.0,1400.0,1348.14,2796.0,5406.52,5405.46,5407.1,5406.53,5453.73,5454.16,5454.44,5452.48,4693.89,4692.76,4694.73,4694.98,675.92,675.84,675.9,675.96,681.8,682.03,681.96,681.8,586.58,586.77,586.89,586.68
7,CN9,4G ,2,2,900.0,1090.0,1349.0,2343.0,1275.0,1388.0,1348.69,2812.6,5167.0,4541.18,5089.56,5169.93,5215.15,5605.9,5135.39,5057.13,4102.04,4984.28,4632.65,4572.61,645.94,567.82,636.16,645.97,651.48,700.45,641.86,631.96,513.02,622.93,579.15,571.64
8,CN9,4G ,2,4,972.0,1221.0,1683.0,5161.0,1249.0,1365.0,1330.56,2766.0,4815.9,5360.86,5089.37,5089.17,4860.68,5409.69,5136.85,4862.35,4686.38,4690.73,4456.45,4218.87,601.72,669.82,635.93,635.97,607.56,676.06,641.86,607.58,585.78,585.97,556.82,527.37
9,CN9,4G ,2,8,1046.0,1447.0,1848.0,2304.0,1223.0,1368.0,1310.67,2729.4,5229.99,4954.63,4956.73,5096.5,4989.29,4839.9,4877.22,5009.47,4452.72,4339.47,4341.79,4570.78,653.24,618.91,619.08,636.25,623.09,604.42,609.11,625.54,556.53,542.07,542.2,571.26
