,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm2_nvme0_io,pm2_nvme1_io,pm2_nvme2_io,pm2_nvme3_io,pm3_nvme0_io,pm3_nvme1_io,pm3_nvme2_io,pm3_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write,pm2_nvme0_write,pm2_nvme1_write,pm2_nvme2_write,pm2_nvme3_write,pm3_nvme0_write,pm3_nvme1_write,pm3_nvme2_write,pm3_nvme3_write
0,CN7,4G ,1,1,909.0,1096.0,1332.0,2508.0,1238.0,1413.0,1349.13,1422.4,3378.22,3379.27,2285.64,2285.49,3426.68,3428.43,2334.19,2332.96,2941.45,2162.21,2162.49,2942.18,422.73,422.65,286.18,286.22,428.81,429.05,292.45,292.29,368.13,270.79,270.91,368.24
1,CN7,4G ,1,2,946.0,1120.0,1424.0,2304.0,1274.0,1441.0,1377.09,1452.4,2831.53,2830.77,3377.04,2831.91,2798.52,2800.08,2799.88,2331.42,2553.37,3021.77,2553.56,2008.3,354.38,354.3,422.55,354.4,350.25,350.47,350.41,291.74,319.36,378.06,319.69,251.21
2,CN7,4G ,1,4,961.0,1129.0,1391.0,2330.0,1249.0,1452.0,1364.19,1432.6,3024.54,2710.41,2790.37,2480.46,3073.58,2801.26,2839.12,2799.75,2551.87,2592.83,2280.73,2552.74,378.35,339.25,349.1,310.18,384.39,350.47,355.29,350.26,319.35,324.43,285.55,319.47
3,CN7,4G ,1,8,954.0,1149.0,1863.0,2304.0,1228.0,1435.0,1362.99,1436.0,2653.02,2672.98,2556.94,2790.86,2855.19,2604.18,2605.02,2718.81,2653.67,2458.5,2554.64,2652.18,331.77,334.14,319.57,348.86,357.01,325.53,325.48,339.95,331.55,307.37,319.68,331.64
4,CN7,4G ,1,12,1015.0,1257.0,1909.0,2330.0,1216.0,1448.0,1360.81,1436.6,2743.59,2745.65,2744.83,2745.72,2627.56,2627.88,2629.61,2628.77,2462.69,2464.84,2466.3,2464.05,343.04,342.96,343.02,343.07,328.41,328.63,328.57,328.43,307.9,308.1,308.22,308.01
5,CN7,4G ,1,24,1257.0,1516.0,1974.0,2500.0,1226.0,1368.0,1309.63,1375.0,2635.43,2635.51,2635.04,2636.63,2600.6,2602.28,2601.66,2599.31,2433.05,2438.31,2437.83,2436.11,329.2,329.12,329.17,329.23,324.75,324.97,324.91,324.76,304.35,304.53,304.67,304.46
6,CN7,4G ,2,1,912.0,1052.0,1230.0,5472.0,1205.0,1343.0,1296.73,2693.2,5406.52,5405.46,5407.1,5406.53,5453.73,5454.16,5454.44,5452.48,4693.89,4692.76,4694.73,4694.98,675.92,675.84,675.9,675.96,681.8,682.03,681.96,681.8,586.58,586.77,586.89,586.68
7,CN7,4G ,2,2,933.0,1122.0,1312.0,2903.0,1207.0,1361.0,1315.45,2746.0,5167.0,4541.18,5089.56,5169.93,5215.15,5605.9,5135.39,5057.13,4102.04,4984.28,4632.65,4572.61,645.94,567.82,636.16,645.97,651.48,700.45,641.86,631.96,513.02,622.93,579.15,571.64
8,CN7,4G ,2,4,933.0,1106.0,1617.0,4240.0,1216.0,1392.0,1308.77,2709.0,4815.9,5360.86,5089.37,5089.17,4860.68,5409.69,5136.85,4862.35,4686.38,4690.73,4456.45,4218.87,601.72,669.82,635.93,635.97,607.56,676.06,641.86,607.58,585.78,585.97,556.82,527.37
9,CN7,4G ,2,8,1069.0,1447.0,1896.0,3631.0,1209.0,1367.0,1279.62,2654.4,5229.99,4954.63,4956.73,5096.5,4989.29,4839.9,4877.22,5009.47,4452.72,4339.47,4341.79,4570.78,653.24,618.91,619.08,636.25,623.09,604.42,609.11,625.54,556.53,542.07,542.2,571.26
10,CN7,4G ,2,12,1040.0,1480.0,1968.0,3972.0,1191.0,1348.0,1295.82,2700.0,5551.17,5550.12,5550.72,5549.85,5437.94,5441.73,5351.03,5438.29,4796.77,4799.75,4878.78,4798.28,693.18,693.07,693.14,693.21,679.26,679.48,668.11,679.26,599.36,599.54,609.41,599.47
11,CN7,4G ,2,24,1050.0,1476.0,2096.0,2985.0,1152.0,1354.0,1304.87,2724.0,5482.57,5482.81,5483.3,5483.98,5535.15,5536.63,5537.11,5534.84,4741.49,4742.26,4744.75,4744.11,684.76,684.68,684.74,684.79,691.22,691.45,691.4,691.22,592.53,592.72,592.89,592.67
12,CN7,4G ,4,1,1072.0,3483.0,36359.0,51013.0,410.0,1349.0,1046.21,3688.8,7908.92,7906.81,7907.96,7890.91,7495.28,7576.42,7575.37,7575.59,7573.82,7572.79,7576.12,7576.84,987.98,987.92,987.95,985.6,936.37,946.34,946.31,946.2,946.13,946.28,946.44,946.28
13,CN7,4G ,4,2,876.0,1083.0,4003.0,16473.0,1174.0,1371.0,1279.56,5267.8,6768.24,7134.64,6733.29,6768.87,6800.14,6800.49,6765.47,6470.61,7162.36,6800.16,6801.35,6471.21,845.39,891.03,840.99,845.49,849.28,849.42,844.84,808.33,894.69,849.37,849.51,808.37
14,CN7,4G ,4,4,904.0,1115.0,1735.0,2553.0,1236.0,1336.0,1289.25,5324.6,8276.76,8069.81,8104.01,8064.87,8076.99,7756.08,7884.66,8112.41,7603.64,7603.39,7741.45,7945.34,1033.68,1007.8,1011.97,1007.17,1008.65,968.39,984.6,1013.06,949.42,949.45,966.64,992.15
15,CN7,4G ,4,8,997.0,1309.0,1840.0,3044.0,1198.0,1320.0,1257.22,5246.4,8122.9,8432.23,8184.03,7836.95,8118.42,8342.67,8344.6,8176.32,8554.48,8572.1,8619.85,8641.13,1014.29,1052.96,1022.18,978.57,1013.73,1041.72,1041.95,1020.75,1068.18,1070.2,1076.53,1079.2
16,CN7,4G ,4,12,1030.0,1365.0,1834.0,2684.0,1152.0,1283.0,1230.86,5097.0,8208.76,8205.15,8182.03,8211.39,8299.41,8248.46,8307.97,8243.15,8470.85,8516.79,8506.08,8522.67,1025.22,1024.41,1021.62,1025.36,1036.42,1030.0,1037.33,1029.22,1057.77,1063.51,1062.5,1064.58
17,CN7,4G ,4,24,1050.0,1453.0,1837.0,2441.0,1140.0,1287.0,1232.38,5105.0,8401.04,8309.48,8266.87,8275.67,8297.1,8317.96,8257.6,8284.62,8234.53,8238.96,8207.82,8237.1,1049.05,1037.53,1032.39,1033.45,1036.26,1038.64,1030.98,1034.53,1028.64,1029.28,1025.39,1029.16
