,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write
56,CN7,16G,2,2,797.0,882.0,1089.0,1699.0,1267.0,1426.0,1371.14,2851.4,5313.88,5337.73,5276.58,5273.73,572.01,568.85,568.35,569.12
57,CN7,16G,2,4,809.0,928.0,1152.0,1656.0,1256.0,1414.0,1378.49,2883.6,5388.49,5389.32,5360.71,5335.44,579.53,575.17,575.42,576.58
58,CN7,16G,2,8,823.0,946.0,1234.0,1735.0,1230.0,1400.0,1356.32,2837.6,5234.11,5288.88,5296.57,5256.05,570.29,568.16,567.74,568.79
59,CN7,16G,2,16,817.0,956.0,1437.0,1742.0,1276.0,1417.0,1375.64,2871.6,5325.45,5289.02,5328.71,5285.09,571.92,569.39,569.89,570.43
60,CN7,16G,4,1,1050.0,2107.0,4909.0,7865.0,983.0,1478.0,1266.09,5252.8,9761.56,9786.02,9769.8,9773.28,1059.32,1055.94,1059.12,1057.67
61,CN7,16G,4,2,1165.0,1717.0,3924.0,6249.0,944.0,1406.0,1214.49,4992.6,9586.51,9543.48,9558.69,9569.06,1036.19,1029.94,1030.05,1034.26
62,CN7,16G,4,4,1191.0,1704.0,3503.0,6229.0,966.0,1352.0,1189.75,4893.0,9163.31,9093.34,9149.78,9124.94,985.4,983.17,984.46,984.61
63,CN7,16G,4,8,1217.0,1699.0,4588.0,7838.0,958.0,1333.0,1177.24,4809.6,9233.92,9206.59,9285.01,9125.68,986.45,984.82,989.33,986.31
64,CN7,16G,4,16,1270.0,2059.0,5456.0,8251.0,968.0,1331.0,1157.34,4772.4,9213.14,9194.04,9202.89,9146.92,980.27,982.2,981.41,979.14
65,CN7,16G,8,1,5000.0,7412.0,10237.0,12832.0,513.0,1334.0,585.5,4881.2,10113.22,10077.16,10044.75,10048.94,1075.96,1076.19,1074.93,1074.42
66,CN7,16G,8,2,5498.0,8179.0,11076.0,13933.0,502.0,1240.0,578.04,4823.6,10031.33,10024.32,10092.01,10080.61,1071.2,1069.65,1068.85,1068.15
67,CN7,16G,8,4,6704.0,9765.0,13068.0,15532.0,489.0,1207.0,567.54,4733.4,9951.45,9869.11,9904.33,9879.13,1051.57,1052.31,1051.5,1050.77
68,CN7,16G,8,8,7203.0,10394.0,14117.0,16777.0,473.0,1199.0,550.82,4599.8,9757.07,9776.86,9769.73,9826.87,1031.35,1032.0,1030.42,1030.59
69,CN7,16G,8,16,7465.0,10709.0,14248.0,16974.0,464.0,1154.0,540.03,4508.4,9784.38,9764.08,9824.32,9790.09,1025.65,1026.77,1026.07,1027.28
70,CN7,16G,16,1,8389.0,10857.0,13610.0,16253.0,237.0,877.0,282.31,4719.67,10214.21,10534.73,10281.44,10283.52,1093.88,1092.63,1092.12,1093.11
71,CN7,16G,16,2,10001.0,14103.0,21417.0,41681.0,227.0,793.0,271.7,4549.4,9789.54,9510.65,9146.19,11136.65,1038.49,963.56,985.84,1249.22
72,CN7,16G,16,4,13776.0,17642.0,21837.0,24930.0,238.0,889.0,268.89,4503.6,10043.1,10169.42,10080.49,9970.28,1052.24,1053.49,1054.09,1053.68
73,CN7,16G,16,8,14615.0,18901.0,23305.0,27814.0,227.0,868.0,258.92,4337.8,9898.85,9999.35,9974.38,9932.79,1025.88,1025.82,1025.91,1026.69
74,CN7,16G,16,16,15191.0,19739.0,24668.0,29019.0,220.0,834.0,252.7,4233.8,9805.9,9864.78,9826.69,9838.12,1011.02,1010.65,1011.06,1011.16
75,CN7,32G,1,1,725.0,943.0,1887.0,2959.0,1233.0,1494.0,1446.67,1516.8,2258.53,2167.5,4457.03,2222.99,270.25,259.13,522.34,259.06
76,CN7,32G,1,2,717.0,822.0,1109.0,1208.0,1278.0,1489.0,1458.73,1529.8,3779.51,2513.28,2541.9,3772.03,404.37,270.7,271.53,403.44
77,CN7,32G,1,4,727.0,843.0,1116.0,1719.0,1305.0,1500.0,1452.42,1523.2,3101.19,3078.64,3065.39,3077.99,333.23,330.96,331.21,331.55
78,CN7,32G,1,8,743.0,856.0,1135.0,1778.0,1277.0,1484.0,1434.97,1504.8,3068.26,3078.57,3063.33,3049.51,330.06,328.77,327.98,328.36
79,CN7,32G,1,16,730.0,851.0,1149.0,1768.0,1301.0,1514.0,1451.98,1522.2,3112.85,3091.34,3097.58,3118.6,332.19,331.54,331.9,332.19
80,CN7,32G,2,1,823.0,923.0,1450.0,2115.0,1231.0,1446.0,1356.06,2830.2,4369.4,4389.99,6473.19,6333.69,496.25,495.62,731.25,731.14
81,CN7,32G,2,2,1001.0,1159.0,1443.0,1868.0,968.0,1409.0,1298.66,2707.2,6444.51,5459.04,4356.76,5421.95,707.56,592.78,478.14,592.18
82,CN7,32G,2,4,1175.0,1430.0,1617.0,1768.0,860.0,1412.0,1280.67,2680.8,5549.69,5519.73,5458.13,5507.49,591.45,589.95,589.38,590.66
83,CN7,32G,2,8,1172.0,1457.0,1643.0,1797.0,815.0,1423.0,1285.39,2677.4,5432.04,5455.69,5448.81,5500.44,586.1,585.86,584.46,585.79
84,CN7,32G,2,16,1171.0,1450.0,1653.0,1827.0,820.0,1421.0,1278.39,2660.6,5507.82,5550.62,5534.38,5531.07,588.18,587.81,587.25,586.79
85,CN7,32G,4,1,1097.0,2173.0,5040.0,7858.0,933.0,1466.0,1229.88,5107.2,10331.44,10364.47,10408.47,10344.26,1118.89,1117.66,1118.13,1119.27
86,CN7,32G,4,2,1185.0,2656.0,12806.0,29544.0,740.0,1416.0,1113.68,4424.6,9022.76,7469.69,7470.56,9005.01,1084.53,873.53,874.13,1083.05
87,CN7,32G,4,4,1250.0,1630.0,3894.0,6367.0,933.0,1343.0,1146.54,4723.2,9651.57,9695.18,9663.59,9625.17,1043.94,1041.7,1043.94,1042.54
88,CN7,32G,4,8,1312.0,1984.0,5617.0,8867.0,898.0,1352.0,1126.69,4625.2,9589.88,9543.17,9607.12,9569.49,1019.62,1018.77,1019.46,1018.81
89,CN7,32G,4,16,1385.0,2553.0,6259.0,9398.0,928.0,1338.0,1099.52,4517.0,9639.67,9618.39,9583.24,9526.26,1007.4,1006.25,1006.37,1006.18
90,CN7,32G,8,1,4909.0,7320.0,10237.0,12806.0,515.0,1347.0,582.93,4864.8,10558.77,10572.95,10541.16,10514.7,1121.96,1120.06,1120.0,1122.07
91,CN7,32G,8,2,5187.0,8297.0,14182.0,24353.0,456.0,1215.0,559.17,4669.4,8785.05,9261.69,10533.9,11427.75,935.24,982.79,1132.13,1274.91
92,CN7,32G,8,4,6835.0,9896.0,13356.0,16161.0,487.0,1222.0,559.08,4655.8,10311.07,10279.85,10275.0,10138.68,1085.71,1084.11,1083.05,1085.88
93,CN7,32G,8,8,7320.0,10473.0,14091.0,17053.0,465.0,1202.0,539.64,4498.4,10172.21,10451.17,10070.65,10092.23,1050.72,1048.64,1048.91,1051.87
94,CN7,32G,8,16,7740.0,11233.0,15270.0,18744.0,449.0,1164.0,521.39,4353.8,9928.82,10805.94,10254.47,10068.22,1026.59,1025.03,1025.75,1026.87
95,CN7,32G,16,1,8465.0,10945.0,13653.0,16319.0,238.0,944.0,279.39,4671.0,10456.17,10890.11,10855.98,10185.36,1109.17,1109.24,1108.66,1108.35
96,CN7,32G,16,2,9503.0,12256.0,15926.0,38011.0,200.0,1047.0,289.25,4555.0,8918.57,10715.15,11618.24,9890.37,942.48,1076.89,1207.06,1077.16
97,CN7,32G,16,4,14012.0,17957.0,21994.0,25769.0,234.0,830.0,264.69,4434.4,10032.18,10613.76,10604.24,10049.82,1060.53,1060.22,1060.21,1060.57
98,CN7,32G,16,8,14641.0,18953.0,23462.0,27237.0,223.0,852.0,255.62,4280.8,10203.0,10209.79,10047.66,10064.36,1031.08,1030.37,1030.3,1030.91
99,CN7,32G,16,16,15559.0,20421.0,25821.0,30592.0,218.0,852.0,247.22,4140.4,10143.32,10071.25,9891.37,9914.01,1007.28,1007.4,1007.66,1008.2
