0617-1235
CN8,16G,1,1,1,734,979,1795,2933,1314,1556,1489.14,1563
CN8,16G,1,1,2,725,922,1958,2704,1280,1528,1470.59,1543
CN8,16G,1,1,3,725,971,1893,4015,1300,1506,1467.55,1539
CN8,16G,1,1,4,750,963,1975,3163,1344,1496,1435.05,1505
CN8,16G,1,1,5,742,963,1565,2835,1266,1540,1475.41,1548
CN8,16G,1,2,1,742,906,1106,1844,1272,1540,1466.55,1538
CN8,16G,1,2,2,734,816,1074,1926,1322,1534,1478.05,1550
CN8,16G,1,2,3,758,930,1123,1827,1366,1508,1452.64,1524
CN8,16G,1,2,4,734,857,1106,1762,1398,1542,1478.77,1550
CN8,16G,1,2,5,750,914,1106,1811,1338,1526,1461.45,1533
CN8,16G,1,4,1,734,881,1090,1926,1320,1528,1469.18,1541
CN8,16G,1,4,2,742,881,1106,1844,1348,1540,1478.59,1550
CN8,16G,1,4,3,758,938,1106,1909,1304,1530,1442.18,1513
CN8,16G,1,4,4,742,906,1106,1926,1276,1538,1472.73,1545
CN8,16G,1,4,5,750,922,1106,1860,1390,1506,1457.41,1528
CN8,16G,1,8,1,750,955,1106,1844,1276,1526,1461.18,1532
CN8,16G,1,8,2,734,906,1123,1975,1344,1540,1479.09,1551
CN8,16G,1,8,3,758,947,1106,1926,1230,1532,1455.45,1526
CN8,16G,1,8,4,734,889,1106,1811,1240,1528,1472.86,1545
CN8,16G,1,8,5,725,865,1090,1860,1260,1544,1488.76,1563
CN8,16G,1,12,1,742,914,1106,2114,1348,1514,1465.27,1537
CN8,16G,1,12,2,750,898,1106,1893,1324,1540,1458.64,1530
CN8,16G,1,12,3,725,832,1106,1876,1267,1534,1480.64,1553
CN8,16G,1,12,4,750,889,1106,3130,1328,1508,1449.82,1520
CN8,16G,1,12,5,742,914,1090,1958,1314,1554,1465.73,1537
CN8,16G,1,24,1,742,881,1106,1893,1245,1546,1478.18,1551
CN8,16G,1,24,2,725,799,1090,1942,1348,1560,1491.52,1563
CN8,16G,1,24,3,734,840,1090,1909,1330,1554,1475.59,1547
CN8,16G,1,24,4,750,914,1106,2024,1322,1502,1447.68,1519
CN8,16G,1,24,5,734,906,1123,1958,1346,1546,1480.45,1553
CN8,16G,2,1,1,799,906,1614,2442,1342,1482,1405.35,2946
CN8,16G,2,1,2,824,914,1565,3064,1278,1426,1353.33,2837
CN8,16G,2,1,3,783,873,2343,3752,1256,1504,1416.89,2938
CN8,16G,2,1,4,799,889,1893,3851,1276,1480,1399.04,2920
CN8,16G,2,1,5,775,881,1942,4146,1294,1546,1431.73,2978
CN8,16G,2,2,1,807,889,1188,1942,1232,1498,1385.02,2849
CN8,16G,2,2,2,791,881,1303,1909,1316,1524,1407.87,2947
CN8,16G,2,2,3,783,873,1369,2737,1334,1526,1426.87,2969
CN8,16G,2,2,4,775,865,1827,2704,1364,1502,1437.18,2988
CN8,16G,2,2,5,783,873,1221,2114,1328,1500,1422.84,2962
CN8,16G,2,4,1,783,848,1057,1942,1262,1536,1422.49,2959
CN8,16G,2,4,2,807,881,1037,1614,1252,1492,1359.96,2818
CN8,16G,2,4,3,783,857,1057,1926,1276,1534,1419.87,2960
CN8,16G,2,4,4,775,848,1045,1926,1288,1502,1427.16,2979
CN8,16G,2,4,5,766,832,1057,1778,1308,1510,1441.73,3002
CN8,16G,2,8,1,783,865,1106,1942,1242,1496,1416.65,2966
CN8,16G,2,8,2,775,865,1057,1909,1330,1506,1429.41,2995
CN8,16G,2,8,3,799,898,1123,1909,1340,1474,1408.39,2952
CN8,16G,2,8,4,783,857,1057,1926,1282,1488,1426.00,2990
CN8,16G,2,8,5,791,889,1090,1926,1260,1512,1410.48,2957
CN8,16G,2,12,1,775,857,1090,1958,1284,1490,1426.75,2992
CN8,16G,2,12,2,783,857,1090,1860,1272,1530,1419.70,2974
CN8,16G,2,12,3,799,889,1090,1844,1368,1494,1412.09,2957
CN8,16G,2,12,4,783,865,1045,1827,1350,1504,1416.91,2970
CN8,16G,2,12,5,791,873,1057,1893,1262,1498,1417.78,2971
CN8,16G,2,24,1,766,848,1090,1860,1387,1564,1456.59,3044
CN8,16G,2,24,2,791,881,1123,1909,1296,1514,1419.22,2972
CN8,16G,2,24,3,807,881,1074,1860,1264,1484,1378.22,2887
CN8,16G,2,24,4,799,898,1106,1876,1276,1524,1413.00,2958
CN8,16G,2,24,5,832,930,1123,1893,1314,1426,1358.37,2847
