,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput
0,CN8,16G,1,1,735.0,959.0,1837.0,3130.0,1300.0,1525.0,1467.55,1539.6
1,CN8,16G,1,2,743.0,884.0,1103.0,1834.0,1339.0,1530.0,1467.49,1539.0
2,CN8,16G,1,4,745.0,905.0,1102.0,1893.0,1327.0,1528.0,1464.02,1535.4
3,CN8,16G,1,8,740.0,912.0,1106.0,1883.0,1270.0,1534.0,1471.47,1543.4
4,CN8,16G,1,12,741.0,889.0,1102.0,2194.0,1316.0,1530.0,1464.02,1535.4
5,CN8,16G,1,24,737.0,868.0,1103.0,1945.0,1318.0,1541.0,1474.68,1546.6
6,CN8,16G,2,1,796.0,892.0,1871.0,3451.0,1289.0,1487.0,1401.27,2923.8
7,CN8,16G,2,2,787.0,876.0,1381.0,2281.0,1314.0,1510.0,1415.96,2943.0
8,CN8,16G,2,4,782.0,853.0,1050.0,1837.0,1277.0,1514.0,1414.24,2943.6
9,CN8,16G,2,8,786.0,874.0,1086.0,1922.0,1290.0,1495.0,1418.19,2972.0
10,CN8,16G,2,12,786.0,868.0,1074.0,1876.0,1307.0,1503.0,1418.65,2972.8
11,CN8,16G,2,24,799.0,887.0,1103.0,1879.0,1307.0,1502.0,1405.08,2941.6
12,CN8,16G,4,1,2782.0,4764.0,13566.0,64383.0,626.0,1509.0,917.17,3789.0
13,CN8,16G,4,2,3057.0,8146.0,13225.0,33476.0,498.0,1505.0,923.75,3281.8
14,CN8,16G,4,4,2985.0,9037.0,15453.0,23514.0,520.0,1475.0,912.91,3497.6
15,CN8,16G,4,8,2123.0,9949.0,16673.0,23095.0,687.0,1460.0,920.09,3823.6
16,CN8,16G,4,12,2591.0,10126.0,16922.0,22518.0,668.0,1442.0,899.95,3720.8
17,CN8,16G,4,24,2616.0,10289.0,17105.0,21680.0,671.0,1444.0,894.02,3714.8
18,CN8,16G,8,1,10211.0,16358.0,22833.0,36307.0,343.0,1516.0,443.82,3678.2
19,CN8,16G,8,2,9051.0,14536.0,21522.0,35154.0,174.0,1485.0,467.83,3343.2
20,CN8,16G,8,4,10656.0,16777.0,23934.0,31510.0,166.0,1406.0,456.83,3350.4
21,CN8,16G,8,8,13330.0,20893.0,28391.0,35180.0,308.0,1431.0,409.48,3422.6
22,CN8,16G,8,12,13251.0,20946.0,28967.0,36228.0,317.0,1434.0,412.61,3446.4
23,CN8,16G,8,24,13094.0,20998.0,29334.0,38221.0,315.0,1431.0,416.08,3477.0
24,CN8,32G,1,1,732.0,886.0,1953.0,6272.0,1290.0,1536.0,1464.95,1536.4
25,CN8,32G,1,2,742.0,832.0,1060.0,1240.0,1304.0,1525.0,1463.06,1534.4
26,CN8,32G,1,4,740.0,838.0,1067.0,1765.0,1328.0,1522.0,1464.79,1536.6
27,CN8,32G,1,8,737.0,835.0,1072.0,1856.0,1313.0,1531.0,1468.1,1539.6
28,CN8,32G,1,12,740.0,850.0,1058.0,1850.0,1314.0,1547.0,1468.04,1539.2
29,CN8,32G,1,24,737.0,827.0,1058.0,1846.0,1333.0,1532.0,1467.46,1539.2
30,CN8,32G,2,1,814.0,894.0,1673.0,2761.0,1266.0,1520.0,1381.05,2885.0
31,CN8,32G,2,2,838.0,907.0,1332.0,2453.0,1151.0,1513.0,1391.47,2898.4
32,CN8,32G,2,4,931.0,1162.0,1394.0,2219.0,871.0,1479.0,1360.45,2821.4
33,CN8,32G,2,8,961.0,1738.0,2015.0,2192.0,652.0,1533.0,1343.76,2780.8
34,CN8,32G,2,12,959.0,1709.0,1961.0,2117.0,662.0,1516.0,1337.18,2774.0
35,CN8,32G,2,24,1006.0,1775.0,2070.0,2277.0,672.0,1520.0,1334.67,2781.6
36,CN8,32G,4,1,2725.0,4626.0,15205.0,58371.0,537.0,1445.0,863.96,3534.33
37,CN8,32G,4,2,6193.0,9085.0,20251.0,81199.0,290.0,1514.0,544.75,2101.75
38,CN8,32G,4,4,4139.0,9326.0,19464.0,41917.0,464.0,1460.0,793.41,3130.2
39,CN8,32G,4,8,3588.0,10709.0,17289.0,23043.0,638.0,1435.0,830.99,3461.6
40,CN8,32G,4,12,3523.0,10840.0,17433.0,22728.0,641.0,1441.0,831.43,3469.0
41,CN8,32G,4,24,3280.0,10342.0,17236.0,23986.0,643.0,1434.0,849.53,3540.6
42,CN8,32G,8,1,9126.0,15794.0,24904.0,97321.0,243.0,1509.0,441.27,3259.5
43,CN8,32G,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,CN8,32G,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,CN8,32G,8,8,13120.0,20578.0,28285.0,35809.0,302.0,1394.0,404.64,3386.2
46,CN8,32G,8,12,13278.0,20788.0,28757.0,36858.0,303.0,1434.0,397.02,3316.4
47,CN8,32G,8,24,13173.0,20579.0,28495.0,36543.0,308.0,1441.0,399.45,3341.0
48,CN8,64G,1,1,1267.0,1613.0,3270.0,19048.0,917.0,1552.0,1327.22,1390.6
49,CN8,64G,1,2,865.0,985.0,1436.0,2081.0,1122.0,1566.0,1434.27,1504.4
50,CN8,64G,1,4,910.0,1013.0,1217.0,1371.0,966.0,1553.0,1426.53,1496.0
51,CN8,64G,1,8,859.0,1022.0,1122.0,1732.0,991.0,1551.0,1426.88,1496.0
52,CN8,64G,1,12,850.0,1067.0,1313.0,1845.0,872.0,1552.0,1429.37,1498.2
53,CN8,64G,1,24,832.0,1157.0,1417.0,1894.0,887.0,1543.0,1427.6,1496.2
54,CN8,64G,2,1,1084.0,1633.0,6453.0,15428.0,1028.0,1476.0,1248.95,2607.0
55,CN8,64G,2,2,2128.0,3570.0,10884.0,122665.0,665.0,1470.0,1079.8,2238.2
56,CN8,64G,2,4,1230.0,1486.0,3885.0,5997.0,754.0,1461.0,1239.18,2577.8
57,CN8,64G,2,8,1345.0,1794.0,2050.0,2225.0,661.0,1508.0,1267.6,2642.8
58,CN8,64G,2,12,1260.0,1719.0,1978.0,2142.0,658.0,1525.0,1281.89,2664.4
59,CN8,64G,2,24,1378.0,1807.0,2051.0,2199.0,654.0,1512.0,1271.35,2647.0
60,CN8,64G,4,1,2867.0,4916.0,15860.0,70910.0,526.0,1491.0,865.25,3588.0
61,CN8,64G,4,2,5538.0,10683.0,21758.0,62521.0,318.0,1481.0,659.61,2555.0
62,CN8,64G,4,4,6619.0,11626.0,24196.0,139146.0,298.0,1415.0,596.76,2466.8
63,CN8,64G,4,8,4001.0,11076.0,17695.0,24144.0,651.0,1461.0,804.61,3362.4
64,CN8,64G,4,12,4053.0,10945.0,17747.0,24039.0,644.0,1454.0,800.72,3342.6
65,CN8,64G,4,24,3988.0,10787.0,17184.0,22728.0,638.0,1437.0,805.0,3360.0
66,CN8,128G,1,1,920.0,1066.0,2214.0,5378.0,967.0,1556.0,1369.42,1436.25
67,CN8,128G,1,2,818.0,1056.0,1343.0,2202.0,996.0,1543.0,1406.69,1474.6
68,CN8,128G,1,4,938.0,1042.0,1384.0,1525.0,825.0,1551.0,1394.64,1462.6
69,CN8,128G,1,8,905.0,1088.0,1349.0,1614.0,830.0,1549.0,1393.55,1461.0
70,CN8,128G,1,12,899.0,1078.0,1463.0,1775.0,793.0,1558.0,1394.67,1462.2
71,CN8,128G,1,24,931.0,1116.0,1512.0,1788.0,750.0,1564.0,1398.87,1467.2
72,CN8,128G,2,1,1801.0,3344.0,38812.0,199187.0,452.0,1402.0,939.89,1955.5
73,CN8,128G,2,2,1106.0,1352.0,2855.0,51610.0,696.0,1449.0,1201.99,2439.5
74,CN8,128G,2,4,1437.0,1811.0,6200.0,20271.0,650.0,1412.0,1116.15,2331.6
75,CN8,128G,2,8,1345.0,1738.0,2014.0,2179.0,670.0,1499.0,1218.41,2539.6
76,CN8,128G,2,12,1381.0,1797.0,2041.0,2199.0,638.0,1493.0,1217.35,2521.6
77,CN8,128G,2,24,1345.0,1748.0,2011.0,2179.0,640.0,1518.0,1231.47,2562.6
