,nodename,bsize,numjobs,stripecount,95per,99per,99.9per,99.99per,min_iops,max_iops,avg_iops,throughput,pm1_nvme0_io,pm1_nvme1_io,pm1_nvme2_io,pm1_nvme3_io,pm2_nvme0_io,pm2_nvme1_io,pm2_nvme2_io,pm2_nvme3_io,pm3_nvme0_io,pm3_nvme1_io,pm3_nvme2_io,pm3_nvme3_io,pm1_nvme0_write,pm1_nvme1_write,pm1_nvme2_write,pm1_nvme3_write,pm2_nvme0_write,pm2_nvme1_write,pm2_nvme2_write,pm2_nvme3_write,pm3_nvme0_write,pm3_nvme1_write,pm3_nvme2_write,pm3_nvme3_write
0,CN10,4G,1,12,975.0,1224.0,1902.0,2101.0,1140.0,1307.0,1244.57,1309.6,1910.38,1907.55,1890.39,1928.63,1971.74,1969.48,1952.94,1966.02,1775.1,1794.56,1781.06,1778.66,208.91,209.15,209.05,208.69,203.48,203.46,203.44,203.56,182.96,183.6,183.44,182.7
1,CN10,4G,1,24,918.0,1211.0,1896.0,2033.0,1174.0,1343.0,1277.93,1342.4,1937.72,1944.47,1938.69,1967.96,2099.9,2057.68,2026.84,2038.64,1840.49,1830.35,1835.45,1827.65,213.17,213.47,214.32,213.61,211.49,211.34,211.31,211.08,188.78,188.72,188.73,188.24
2,CN10,4G,1,48,941.0,1463.0,1925.0,2082.0,1117.0,1314.0,1245.2,1309.4,1911.78,1881.36,1848.86,1930.91,2023.88,2034.11,1967.64,1980.43,1790.32,1792.8,1768.25,1778.97,207.36,205.2,203.75,207.98,205.2,203.43,203.7,203.53,182.75,181.15,181.0,180.86
3,CN10,4G,2,12,892.0,1067.0,1755.0,2053.0,1166.0,1340.0,1275.68,2665.4,3609.89,3577.28,3597.98,3625.35,3707.48,3743.34,3716.49,3707.01,3370.7,3348.72,3365.34,3359.6,394.9,392.8,393.6,394.55,390.75,391.06,391.58,390.8,348.42,348.63,348.42,348.22
4,CN10,4G,2,24,901.0,1081.0,1868.0,5435.0,1176.0,1294.0,1253.38,2615.2,4065.65,4066.49,4085.46,4066.29,4188.38,4226.86,4209.89,4251.23,3865.53,3694.72,3784.17,3727.98,442.89,443.33,441.4,441.67,440.63,439.65,440.28,440.96,386.86,384.21,384.95,386.01
5,CN10,4G,2,48,910.0,1368.0,1988.0,9062.0,1110.0,1293.0,1231.75,2567.6,4331.84,4288.65,4322.32,4305.45,3900.41,3886.21,3951.05,3855.05,4232.75,3940.48,4052.16,3993.46,459.56,458.51,460.37,460.83,394.32,393.18,394.23,389.24,402.96,398.65,399.88,399.54
6,CN10,4G,4,12,1007.0,1230.0,1887.0,3763.0,1124.0,1307.0,1239.31,5098.0,7035.35,7220.06,7136.17,7228.18,6557.7,6558.3,6430.89,6563.2,6493.0,6489.12,6439.64,6470.96,849.81,873.37,862.58,874.22,772.84,771.86,753.42,773.36,741.49,750.49,738.78,741.41
7,CN10,4G,4,24,981.0,1270.0,1920.0,6148.0,1114.0,1329.0,1248.6,5030.4,7137.06,7099.91,7127.81,7148.11,6667.12,6612.77,6743.06,6666.42,6320.15,6373.37,6351.96,6332.53,863.08,857.48,863.13,863.59,765.28,759.59,765.29,764.83,749.35,757.61,749.04,749.92
8,CN10,4G,4,48,976.0,1437.0,2585.0,15889.0,1091.0,1297.0,1231.24,5065.2,6951.53,6951.49,6934.97,6932.57,6263.02,6303.76,6314.59,6281.55,6170.97,6197.29,6307.03,6234.82,838.52,836.2,836.11,836.28,743.3,743.87,741.48,742.51,725.85,727.4,732.97,729.39
9,CN10,4G,8,12,1973.0,13258.0,27918.0,52193.0,387.0,1312.0,793.01,6287.8,8724.99,8931.43,8605.57,8765.35,9526.17,9257.62,9314.76,9491.58,9791.79,9614.86,9643.68,9503.27,1060.48,1083.2,1046.53,1064.1,1108.6,1076.74,1083.1,1113.97,1180.29,1160.85,1162.45,1146.73
10,CN10,4G,8,24,1145.0,11097.0,30015.0,40868.0,455.0,1319.0,888.97,7094.0,8957.8,9102.68,9029.27,9050.87,9743.76,9641.74,9865.61,9469.53,9834.92,9920.96,9851.29,9839.16,1082.76,1095.99,1093.2,1092.38,1162.24,1149.98,1173.75,1125.97,1173.4,1180.21,1173.48,1171.54
11,CN10,4G,8,48,1253.0,9385.0,32742.0,69258.0,412.0,1284.0,895.4,7153.0,8870.95,8926.46,8867.34,8834.67,9346.82,9499.71,9216.58,9718.4,9899.43,9735.39,9985.66,9966.71,1068.42,1069.99,1064.03,1060.12,1101.92,1117.07,1080.4,1145.5,1160.08,1142.44,1174.38,1169.37
