
CN8,4G,16,1,1,30802,38536,45876,73925,1196
CN8,4G,16,1,2,27395,38011,47449,62653,1462
CN8,4G,16,1,3,31589,45351,52691,63701,1363
CN8,4G,16,1,4,33424,44827,57410,78119,1212
CN8,4G,16,1,5,35914,51119,64226,105382,1163
CN8,4G,16,1,6,35914,52167,63177,158335,1087
CN8,4G,16,1,7,40633,53216,66323,105382,982
CN8,4G,16,1,8,41681,57410,64226,71828,1155
CN8,4G,16,1,9,44827,61080,71828,76022,937
CN8,4G,16,1,10,21627,54789,71828,143655,1191
CN8,4G,16,6,1,124257,149947,170918,175113,951
CN8,4G,16,6,2,111674,145753,166724,173016,1034
CN8,4G,16,6,3,107480,149947,198181,274727,1049
CN8,4G,16,6,4,96994,139461,156238,179307,1169
CN8,4G,16,6,5,119014,154141,164627,166724,996
CN8,4G,16,6,6,92799,127402,233833,480248,1145
CN8,4G,16,6,7,106431,139461,168821,177210,1069
CN8,4G,16,6,8,125305,154141,181404,235930,945
CN8,4G,16,6,9,117965,162530,191890,265290,956
CN8,4G,16,48,1,117965,154141,244319,387974,982
CN8,4G,16,48,2,115868,139461,168821,185598,996
CN8,4G,16,48,3,141558,170918,185598,196084,805
CN8,4G,16,48,4,132645,173016,244319,434111,856
CN8,4G,16,48,5,113771,154141,183501,193987,978
CN8,4G,16,48,6,109577,141558,166724,175113,1024
CN8,4G,16,48,7,132645,175113,196084,238027,865
CN8,4G,16,48,8,117965,156238,206570,392168,951
